inst#	actual	predicted	error	distribution	
193	1:-1	1:-1		*0.57	0.43
194	1:-1	1:-1		*0.6	0.4
195	1:-1	1:-1		*0.89	0.11
196	1:-1	1:-1		*0.765	0.235
1	2:1	2:1		0.17	*0.83
2	2:1	2:1		0.215	*0.785
3	2:1	2:1		0.44	*0.56
4	2:1	2:1		0.335	*0.665
5	2:1	2:1		0.31	*0.69
6	2:1	2:1		0.245	*0.755
7	2:1	2:1		0.21	*0.79
8	2:1	1:-1	+	*0.565	0.435
9	2:1	1:-1	+	*0.595	0.405
10	2:1	2:1		0.245	*0.755
11	2:1	1:-1	+	*0.63	0.37
12	2:1	2:1		0.125	*0.875
13	2:1	2:1		0.18	*0.82
14	2:1	2:1		0.415	*0.585
15	2:1	2:1		0.21	*0.79
16	2:1	2:1		0.435	*0.565
17	2:1	2:1		0.155	*0.845
18	2:1	2:1		0.31	*0.69
19	2:1	2:1		0.285	*0.715
20	2:1	2:1		0.245	*0.755
21	2:1	2:1		0.16	*0.84
22	2:1	2:1		0.155	*0.845
23	2:1	2:1		0.39	*0.61
24	2:1	2:1		0.39	*0.61
25	2:1	1:-1	+	*0.53	0.47
26	2:1	2:1		0.46	*0.54
27	2:1	1:-1	+	*0.75	0.25
28	2:1	1:-1	+	*0.715	0.285
29	2:1	2:1		0.14	*0.86
30	2:1	2:1		0.385	*0.615
31	2:1	2:1		0.295	*0.705
32	2:1	2:1		0.425	*0.575
33	2:1	1:-1	+	*0.7	0.3
34	2:1	2:1		0.345	*0.655
35	2:1	2:1		0.18	*0.82
36	2:1	1:-1	+	*0.525	0.475
37	2:1	1:-1	+	*0.57	0.43
38	2:1	2:1		0.42	*0.58
39	2:1	2:1		0.31	*0.69
40	2:1	2:1		0.495	*0.505
41	2:1	1:-1	+	*0.57	0.43
42	2:1	2:1		0.35	*0.65
43	2:1	2:1		0.42	*0.58
44	2:1	1:-1	+	*0.78	0.22
45	2:1	2:1		0.385	*0.615
46	2:1	1:-1	+	*0.525	0.475
47	2:1	2:1		0.26	*0.74
48	2:1	2:1		0.325	*0.675
49	2:1	2:1		0.345	*0.655
50	2:1	2:1		0.485	*0.515
51	2:1	2:1		0.115	*0.885
52	2:1	2:1		0.45	*0.55
53	2:1	2:1		0.17	*0.83
54	2:1	2:1		0.38	*0.62
55	2:1	2:1		0.26	*0.74
56	2:1	2:1		0.42	*0.58
57	2:1	2:1		0.185	*0.815
58	2:1	2:1		0.16	*0.84
59	2:1	1:-1	+	*0.57	0.43
60	2:1	2:1		0.31	*0.69
61	2:1	1:-1	+	*0.525	0.475
62	2:1	2:1		0.285	*0.715
63	2:1	1:-1	+	*0.51	0.49
64	2:1	2:1		0.1	*0.9
65	2:1	2:1		0.12	*0.88
66	2:1	2:1		0.43	*0.57
67	2:1	2:1		0.285	*0.715
68	2:1	2:1		0.025	*0.975
69	2:1	2:1		0.165	*0.835
70	2:1	1:-1	+	*0.55	0.45
71	2:1	2:1		0.125	*0.875
72	2:1	2:1		0.225	*0.775
73	2:1	2:1		0.335	*0.665
74	2:1	1:-1	+	*0.705	0.295
75	2:1	2:1		0.24	*0.76
76	2:1	2:1		0.27	*0.73
77	2:1	2:1		0.18	*0.82
78	2:1	2:1		0.22	*0.78
79	2:1	2:1		0.13	*0.87
80	2:1	2:1		0.495	*0.505
81	2:1	2:1		0.44	*0.56
82	2:1	2:1		0.25	*0.75
83	2:1	1:-1	+	*0.59	0.41
84	2:1	2:1		0.095	*0.905
85	2:1	2:1		0.21	*0.79
86	2:1	2:1		0.385	*0.615
87	2:1	2:1		0.22	*0.78
88	2:1	2:1		0.19	*0.81
89	2:1	2:1		0.49	*0.51
90	2:1	2:1		0.395	*0.605
91	2:1	2:1		0.4	*0.6
92	2:1	1:-1	+	*0.5	0.5
93	2:1	2:1		0.16	*0.84
94	2:1	2:1		0.315	*0.685
95	2:1	2:1		0.155	*0.845
96	2:1	2:1		0.185	*0.815
97	2:1	1:-1	+	*0.605	0.395
98	2:1	2:1		0.095	*0.905
99	1:-1	1:-1		*0.66	0.34
100	1:-1	1:-1		*0.885	0.115
101	1:-1	1:-1		*0.905	0.095
102	1:-1	2:1	+	0.33	*0.67
103	1:-1	1:-1		*0.865	0.135
104	1:-1	2:1	+	0.47	*0.53
105	1:-1	2:1	+	0.37	*0.63
106	1:-1	1:-1		*0.625	0.375
107	1:-1	1:-1		*0.505	0.495
108	1:-1	1:-1		*0.795	0.205
109	1:-1	1:-1		*0.625	0.375
110	1:-1	1:-1		*0.575	0.425
111	1:-1	1:-1		*0.86	0.14
112	1:-1	1:-1		*0.705	0.295
113	1:-1	2:1	+	0.42	*0.58
114	1:-1	2:1	+	0.31	*0.69
115	1:-1	1:-1		*0.69	0.31
116	1:-1	1:-1		*0.5	0.5
117	1:-1	1:-1		*0.515	0.485
118	1:-1	1:-1		*0.7	0.3
119	1:-1	1:-1		*0.81	0.19
120	1:-1	1:-1		*0.565	0.435
121	1:-1	2:1	+	0.445	*0.555
122	1:-1	2:1	+	0.49	*0.51
123	1:-1	1:-1		*0.96	0.04
124	1:-1	1:-1		*0.79	0.21
125	1:-1	1:-1		*0.885	0.115
126	1:-1	1:-1		*0.91	0.09
127	1:-1	1:-1		*0.93	0.07
128	1:-1	2:1	+	0.345	*0.655
129	1:-1	2:1	+	0.46	*0.54
130	1:-1	1:-1		*0.58	0.42
131	1:-1	2:1	+	0.4	*0.6
132	1:-1	1:-1		*0.825	0.175
133	1:-1	1:-1		*0.94	0.06
134	1:-1	1:-1		*0.68	0.32
135	1:-1	1:-1		*0.985	0.015
136	1:-1	1:-1		*0.73	0.27
137	1:-1	2:1	+	0.255	*0.745
138	1:-1	1:-1		*0.875	0.125
139	1:-1	1:-1		*0.625	0.375
140	1:-1	1:-1		*0.805	0.195
141	1:-1	1:-1		*0.835	0.165
142	1:-1	2:1	+	0.49	*0.51
143	1:-1	1:-1		*0.845	0.155
144	1:-1	1:-1		*0.915	0.085
145	1:-1	1:-1		*0.69	0.31
146	1:-1	1:-1		*0.98	0.02
147	1:-1	1:-1		*0.63	0.37
148	1:-1	2:1	+	0.445	*0.555
149	1:-1	1:-1		*0.985	0.015
150	1:-1	1:-1		*0.73	0.27
151	1:-1	1:-1		*0.595	0.405
152	1:-1	1:-1		*0.875	0.125
153	1:-1	2:1	+	0.455	*0.545
154	1:-1	1:-1		*0.89	0.11
155	1:-1	1:-1		*0.69	0.31
156	1:-1	1:-1		*0.795	0.205
157	1:-1	1:-1		*0.605	0.395
158	1:-1	2:1	+	0.42	*0.58
159	1:-1	1:-1		*0.57	0.43
160	1:-1	1:-1		*0.795	0.205
161	1:-1	2:1	+	0.25	*0.75
162	1:-1	2:1	+	0.365	*0.635
163	1:-1	1:-1		*0.65	0.35
164	1:-1	1:-1		*0.8	0.2
165	1:-1	1:-1		*0.665	0.335
166	1:-1	2:1	+	0.275	*0.725
167	1:-1	1:-1		*0.95	0.05
168	1:-1	1:-1		*0.8	0.2
169	1:-1	1:-1		*0.555	0.445
170	1:-1	2:1	+	0.495	*0.505
171	1:-1	1:-1		*0.82	0.18
172	1:-1	1:-1		*0.815	0.185
173	1:-1	1:-1		*0.79	0.21
174	1:-1	2:1	+	0.46	*0.54
175	1:-1	1:-1		*0.57	0.43
176	1:-1	1:-1		*0.87	0.13
177	1:-1	1:-1		*0.63	0.37
178	1:-1	1:-1		*0.785	0.215
179	1:-1	1:-1		*0.525	0.475
180	1:-1	2:1	+	0.24	*0.76
181	1:-1	2:1	+	0.465	*0.535
182	1:-1	2:1	+	0.34	*0.66
183	1:-1	1:-1		*0.75	0.25
184	1:-1	1:-1		*0.75	0.25
185	1:-1	1:-1		*0.725	0.275
186	1:-1	1:-1		*0.675	0.325
187	1:-1	1:-1		*0.545	0.455
188	1:-1	1:-1		*0.705	0.295
189	1:-1	2:1	+	0.365	*0.635
190	1:-1	1:-1		*0.725	0.275
191	1:-1	1:-1		*0.74	0.26
192	1:-1	1:-1		*0.58	0.42
193	1:-1	1:-1		*0.75	0.25
194	1:-1	1:-1		*0.59	0.41
195	1:-1	2:1	+	0.49	*0.51
196	1:-1	1:-1		*0.8	0.2
1	2:1	2:1		0.49	*0.51
2	2:1	2:1		0.295	*0.705
3	2:1	2:1		0.24	*0.76
4	2:1	2:1		0.31	*0.69
5	2:1	2:1		0.18	*0.82
6	2:1	2:1		0.44	*0.56
7	2:1	2:1		0.17	*0.83
8	2:1	2:1		0.36	*0.64
9	2:1	2:1		0.25	*0.75
10	2:1	2:1		0.475	*0.525
11	2:1	2:1		0.425	*0.575
12	2:1	2:1		0.195	*0.805
13	2:1	2:1		0.22	*0.78
14	2:1	2:1		0.49	*0.51
15	2:1	2:1		0.21	*0.79
16	2:1	2:1		0.32	*0.68
17	2:1	2:1		0.365	*0.635
18	2:1	1:-1	+	*0.83	0.17
19	2:1	1:-1	+	*0.505	0.495
20	2:1	2:1		0.325	*0.675
21	2:1	2:1		0.355	*0.645
22	2:1	2:1		0.21	*0.79
23	2:1	2:1		0.395	*0.605
24	2:1	1:-1	+	*0.515	0.485
25	2:1	2:1		0.07	*0.93
26	2:1	2:1		0.155	*0.845
27	2:1	2:1		0.45	*0.55
28	2:1	2:1		0.39	*0.61
29	2:1	1:-1	+	*0.54	0.46
30	2:1	1:-1	+	*0.545	0.455
31	2:1	2:1		0.305	*0.695
32	2:1	1:-1	+	*0.68	0.32
33	2:1	2:1		0.45	*0.55
34	2:1	2:1		0.285	*0.715
35	2:1	2:1		0.445	*0.555
36	2:1	1:-1	+	*0.5	0.5
37	2:1	2:1		0.125	*0.875
38	2:1	2:1		0.235	*0.765
39	2:1	2:1		0.175	*0.825
40	2:1	2:1		0.095	*0.905
41	2:1	2:1		0.075	*0.925
42	2:1	1:-1	+	*0.56	0.44
43	2:1	2:1		0.46	*0.54
44	2:1	2:1		0.065	*0.935
45	2:1	2:1		0.265	*0.735
46	2:1	2:1		0.36	*0.64
47	2:1	2:1		0.465	*0.535
48	2:1	2:1		0.32	*0.68
49	2:1	2:1		0.28	*0.72
50	2:1	2:1		0.48	*0.52
51	2:1	2:1		0.475	*0.525
52	2:1	2:1		0.225	*0.775
53	2:1	2:1		0.245	*0.755
54	2:1	1:-1	+	*0.55	0.45
55	2:1	2:1		0.32	*0.68
56	2:1	2:1		0.305	*0.695
57	2:1	2:1		0.365	*0.635
58	2:1	2:1		0.195	*0.805
59	2:1	2:1		0.145	*0.855
60	2:1	2:1		0.15	*0.85
61	2:1	2:1		0.175	*0.825
62	2:1	2:1		0.26	*0.74
63	2:1	2:1		0.105	*0.895
64	2:1	2:1		0.115	*0.885
65	2:1	2:1		0.265	*0.735
66	2:1	2:1		0.13	*0.87
67	2:1	2:1		0.08	*0.92
68	2:1	2:1		0.355	*0.645
69	2:1	2:1		0.145	*0.855
70	2:1	2:1		0.215	*0.785
71	2:1	2:1		0.07	*0.93
72	2:1	2:1		0.46	*0.54
73	2:1	2:1		0.3	*0.7
74	2:1	2:1		0.365	*0.635
75	2:1	1:-1	+	*0.53	0.47
76	2:1	2:1		0.435	*0.565
77	2:1	2:1		0.335	*0.665
78	2:1	2:1		0.315	*0.685
79	2:1	2:1		0.305	*0.695
80	2:1	2:1		0.22	*0.78
81	2:1	2:1		0.33	*0.67
82	2:1	2:1		0.36	*0.64
83	2:1	2:1		0.35	*0.65
84	2:1	2:1		0.325	*0.675
85	2:1	2:1		0.14	*0.86
86	2:1	2:1		0.43	*0.57
87	2:1	2:1		0.365	*0.635
88	2:1	2:1		0.135	*0.865
89	2:1	2:1		0.445	*0.555
90	2:1	2:1		0.47	*0.53
91	2:1	2:1		0.445	*0.555
92	2:1	2:1		0.32	*0.68
93	2:1	2:1		0.355	*0.645
94	2:1	2:1		0.075	*0.925
95	2:1	2:1		0.285	*0.715
96	2:1	2:1		0.3	*0.7
97	2:1	2:1		0.345	*0.655
98	2:1	2:1		0.34	*0.66
99	1:-1	1:-1		*0.88	0.12
100	1:-1	1:-1		*0.68	0.32
101	1:-1	1:-1		*0.73	0.27
102	1:-1	1:-1		*0.885	0.115
103	1:-1	1:-1		*0.69	0.31
104	1:-1	1:-1		*0.9	0.1
105	1:-1	1:-1		*0.645	0.355
106	1:-1	1:-1		*0.555	0.445
107	1:-1	2:1	+	0.48	*0.52
108	1:-1	1:-1		*0.51	0.49
109	1:-1	1:-1		*0.73	0.27
110	1:-1	1:-1		*0.66	0.34
111	1:-1	1:-1		*0.615	0.385
112	1:-1	1:-1		*0.64	0.36
113	1:-1	1:-1		*0.715	0.285
114	1:-1	1:-1		*0.645	0.355
115	1:-1	1:-1		*0.835	0.165
116	1:-1	1:-1		*0.875	0.125
117	1:-1	1:-1		*0.655	0.345
118	1:-1	1:-1		*0.78	0.22
119	1:-1	2:1	+	0.47	*0.53
120	1:-1	1:-1		*0.855	0.145
121	1:-1	1:-1		*0.91	0.09
122	1:-1	1:-1		*0.555	0.445
123	1:-1	1:-1		*0.54	0.46
124	1:-1	1:-1		*0.895	0.105
125	1:-1	2:1	+	0.435	*0.565
126	1:-1	1:-1		*0.64	0.36
127	1:-1	1:-1		*0.74	0.26
128	1:-1	2:1	+	0.42	*0.58
129	1:-1	1:-1		*0.82	0.18
130	1:-1	1:-1		*0.815	0.185
131	1:-1	1:-1		*0.615	0.385
132	1:-1	1:-1		*0.66	0.34
133	1:-1	1:-1		*0.515	0.485
134	1:-1	1:-1		*0.54	0.46
135	1:-1	1:-1		*0.665	0.335
136	1:-1	1:-1		*0.55	0.45
137	1:-1	1:-1		*0.655	0.345
138	1:-1	2:1	+	0.255	*0.745
139	1:-1	1:-1		*0.59	0.41
140	1:-1	2:1	+	0.31	*0.69
141	1:-1	1:-1		*0.86	0.14
142	1:-1	1:-1		*0.93	0.07
143	1:-1	2:1	+	0.47	*0.53
144	1:-1	2:1	+	0.475	*0.525
145	1:-1	1:-1		*0.835	0.165
146	1:-1	1:-1		*0.795	0.205
147	1:-1	1:-1		*0.865	0.135
148	1:-1	1:-1		*0.835	0.165
149	1:-1	1:-1		*0.675	0.325
150	1:-1	1:-1		*0.59	0.41
151	1:-1	1:-1		*0.78	0.22
152	1:-1	1:-1		*0.595	0.405
153	1:-1	1:-1		*0.765	0.235
154	1:-1	1:-1		*0.8	0.2
155	1:-1	1:-1		*0.855	0.145
156	1:-1	1:-1		*0.5	0.5
157	1:-1	1:-1		*0.5	0.5
158	1:-1	1:-1		*0.815	0.185
159	1:-1	2:1	+	0.375	*0.625
160	1:-1	1:-1		*0.86	0.14
161	1:-1	1:-1		*0.555	0.445
162	1:-1	1:-1		*0.95	0.05
163	1:-1	1:-1		*0.79	0.21
164	1:-1	1:-1		*0.595	0.405
165	1:-1	1:-1		*0.805	0.195
166	1:-1	1:-1		*0.66	0.34
167	1:-1	1:-1		*0.815	0.185
168	1:-1	1:-1		*0.96	0.04
169	1:-1	1:-1		*0.605	0.395
170	1:-1	1:-1		*0.895	0.105
171	1:-1	2:1	+	0.17	*0.83
172	1:-1	1:-1		*0.75	0.25
173	1:-1	2:1	+	0.475	*0.525
174	1:-1	1:-1		*0.775	0.225
175	1:-1	1:-1		*0.595	0.405
176	1:-1	1:-1		*0.675	0.325
177	1:-1	2:1	+	0.31	*0.69
178	1:-1	1:-1		*0.95	0.05
179	1:-1	1:-1		*0.905	0.095
180	1:-1	1:-1		*0.76	0.24
181	1:-1	1:-1		*0.81	0.19
182	1:-1	1:-1		*0.89	0.11
183	1:-1	1:-1		*0.88	0.12
184	1:-1	1:-1		*0.755	0.245
185	1:-1	1:-1		*0.66	0.34
186	1:-1	1:-1		*0.75	0.25
187	1:-1	1:-1		*0.94	0.06
188	1:-1	1:-1		*0.565	0.435
189	1:-1	1:-1		*0.68	0.32
190	1:-1	2:1	+	0.355	*0.645
191	1:-1	1:-1		*0.865	0.135
192	1:-1	1:-1		*0.88	0.12
193	1:-1	1:-1		*0.605	0.395
194	1:-1	2:1	+	0.33	*0.67
195	1:-1	1:-1		*0.79	0.21
196	1:-1	1:-1		*0.905	0.095
1	2:1	2:1		0.395	*0.605
2	2:1	1:-1	+	*0.675	0.325
3	2:1	2:1		0.18	*0.82
4	2:1	2:1		0.395	*0.605
5	2:1	2:1		0.11	*0.89
6	2:1	2:1		0.14	*0.86
7	2:1	2:1		0.42	*0.58
8	2:1	1:-1	+	*0.955	0.045
9	2:1	2:1		0.26	*0.74
10	2:1	1:-1	+	*0.545	0.455
11	2:1	2:1		0.05	*0.95
12	2:1	2:1		0.385	*0.615
13	2:1	2:1		0.4	*0.6
14	2:1	2:1		0.18	*0.82
15	2:1	1:-1	+	*0.525	0.475
16	2:1	2:1		0.39	*0.61
17	2:1	2:1		0.39	*0.61
18	2:1	2:1		0.11	*0.89
19	2:1	2:1		0.17	*0.83
20	2:1	2:1		0.31	*0.69
21	2:1	1:-1	+	*0.63	0.37
22	2:1	1:-1	+	*0.66	0.34
23	2:1	2:1		0.44	*0.56
24	2:1	2:1		0.14	*0.86
25	2:1	2:1		0.26	*0.74
26	2:1	2:1		0.17	*0.83
27	2:1	2:1		0.2	*0.8
28	2:1	2:1		0.125	*0.875
29	2:1	1:-1	+	*0.55	0.45
30	2:1	2:1		0.275	*0.725
31	2:1	1:-1	+	*0.55	0.45
32	2:1	2:1		0.385	*0.615
33	2:1	1:-1	+	*0.66	0.34
34	2:1	2:1		0.36	*0.64
35	2:1	1:-1	+	*0.95	0.05
36	2:1	1:-1	+	*0.715	0.285
37	2:1	2:1		0.47	*0.53
38	2:1	2:1		0.06	*0.94
39	2:1	2:1		0.275	*0.725
40	2:1	1:-1	+	*0.59	0.41
41	2:1	1:-1	+	*0.6	0.4
42	2:1	2:1		0.115	*0.885
43	2:1	2:1		0.325	*0.675
44	2:1	1:-1	+	*0.605	0.395
45	2:1	2:1		0.37	*0.63
46	2:1	1:-1	+	*0.79	0.21
47	2:1	1:-1	+	*0.64	0.36
48	2:1	2:1		0.21	*0.79
49	2:1	2:1		0.275	*0.725
50	2:1	2:1		0.085	*0.915
51	2:1	1:-1	+	*0.79	0.21
52	2:1	2:1		0.44	*0.56
53	2:1	1:-1	+	*0.695	0.305
54	2:1	2:1		0.365	*0.635
55	2:1	2:1		0.365	*0.635
56	2:1	1:-1	+	*0.63	0.37
57	2:1	2:1		0.205	*0.795
58	2:1	2:1		0.25	*0.75
59	2:1	2:1		0.175	*0.825
60	2:1	2:1		0.205	*0.795
61	2:1	2:1		0.23	*0.77
62	2:1	2:1		0.425	*0.575
63	2:1	1:-1	+	*0.55	0.45
64	2:1	2:1		0.28	*0.72
65	2:1	2:1		0.14	*0.86
66	2:1	2:1		0.215	*0.785
67	2:1	1:-1	+	*0.535	0.465
68	2:1	1:-1	+	*0.585	0.415
69	2:1	2:1		0.215	*0.785
70	2:1	2:1		0.355	*0.645
71	2:1	2:1		0.415	*0.585
72	2:1	2:1		0.225	*0.775
73	2:1	2:1		0.24	*0.76
74	2:1	2:1		0.495	*0.505
75	2:1	1:-1	+	*0.615	0.385
76	2:1	1:-1	+	*0.515	0.485
77	2:1	1:-1	+	*0.565	0.435
78	2:1	1:-1	+	*0.64	0.36
79	2:1	1:-1	+	*0.505	0.495
80	2:1	2:1		0.39	*0.61
81	2:1	2:1		0.245	*0.755
82	2:1	2:1		0.265	*0.735
83	2:1	1:-1	+	*0.565	0.435
84	2:1	2:1		0.48	*0.52
85	2:1	2:1		0.235	*0.765
86	2:1	2:1		0.31	*0.69
87	2:1	2:1		0.27	*0.73
88	2:1	2:1		0.24	*0.76
89	2:1	1:-1	+	*0.51	0.49
90	2:1	2:1		0.22	*0.78
91	2:1	2:1		0.27	*0.73
92	2:1	1:-1	+	*0.68	0.32
93	2:1	2:1		0.245	*0.755
94	2:1	2:1		0.4	*0.6
95	2:1	2:1		0.105	*0.895
96	2:1	1:-1	+	*0.61	0.39
97	2:1	2:1		0.17	*0.83
98	2:1	2:1		0.425	*0.575
99	1:-1	1:-1		*0.73	0.27
100	1:-1	1:-1		*0.575	0.425
101	1:-1	1:-1		*0.785	0.215
102	1:-1	1:-1		*0.605	0.395
103	1:-1	1:-1		*0.645	0.355
104	1:-1	1:-1		*0.52	0.48
105	1:-1	1:-1		*0.745	0.255
106	1:-1	2:1	+	0.48	*0.52
107	1:-1	1:-1		*0.785	0.215
108	1:-1	1:-1		*0.69	0.31
109	1:-1	2:1	+	0.485	*0.515
110	1:-1	1:-1		*0.965	0.035
111	1:-1	1:-1		*0.695	0.305
112	1:-1	2:1	+	0.335	*0.665
113	1:-1	1:-1		*0.69	0.31
114	1:-1	2:1	+	0.25	*0.75
115	1:-1	1:-1		*0.5	0.5
116	1:-1	1:-1		*0.98	0.02
117	1:-1	2:1	+	0.475	*0.525
118	1:-1	1:-1		*0.83	0.17
119	1:-1	1:-1		*0.615	0.385
120	1:-1	1:-1		*0.605	0.395
121	1:-1	1:-1		*0.85	0.15
122	1:-1	1:-1		*0.815	0.185
123	1:-1	1:-1		*0.855	0.145
124	1:-1	2:1	+	0.345	*0.655
125	1:-1	2:1	+	0.325	*0.675
126	1:-1	1:-1		*0.88	0.12
127	1:-1	1:-1		*0.605	0.395
128	1:-1	2:1	+	0.48	*0.52
129	1:-1	1:-1		*0.9	0.1
130	1:-1	1:-1		*0.66	0.34
131	1:-1	1:-1		*0.91	0.09
132	1:-1	1:-1		*0.59	0.41
133	1:-1	1:-1		*0.73	0.27
134	1:-1	1:-1		*0.955	0.045
135	1:-1	1:-1		*0.925	0.075
136	1:-1	1:-1		*0.615	0.385
137	1:-1	1:-1		*0.655	0.345
138	1:-1	1:-1		*0.525	0.475
139	1:-1	1:-1		*0.76	0.24
140	1:-1	1:-1		*0.77	0.23
141	1:-1	2:1	+	0.295	*0.705
142	1:-1	1:-1		*0.515	0.485
143	1:-1	1:-1		*0.665	0.335
144	1:-1	2:1	+	0.11	*0.89
145	1:-1	1:-1		*0.95	0.05
146	1:-1	1:-1		*0.67	0.33
147	1:-1	1:-1		*0.515	0.485
148	1:-1	1:-1		*0.705	0.295
149	1:-1	2:1	+	0.365	*0.635
150	1:-1	1:-1		*0.805	0.195
151	1:-1	1:-1		*0.545	0.455
152	1:-1	1:-1		*0.61	0.39
153	1:-1	1:-1		*0.78	0.22
154	1:-1	2:1	+	0.38	*0.62
155	1:-1	1:-1		*0.56	0.44
156	1:-1	1:-1		*0.9	0.1
157	1:-1	1:-1		*0.535	0.465
158	1:-1	1:-1		*0.92	0.08
159	1:-1	1:-1		*0.595	0.405
160	1:-1	1:-1		*0.865	0.135
161	1:-1	1:-1		*0.505	0.495
162	1:-1	2:1	+	0.405	*0.595
163	1:-1	1:-1		*0.785	0.215
164	1:-1	1:-1		*0.935	0.065
165	1:-1	1:-1		*0.54	0.46
166	1:-1	1:-1		*0.965	0.035
167	1:-1	2:1	+	0.465	*0.535
168	1:-1	1:-1		*0.69	0.31
169	1:-1	2:1	+	0.355	*0.645
170	1:-1	2:1	+	0.32	*0.68
171	1:-1	2:1	+	0.31	*0.69
172	1:-1	2:1	+	0.45	*0.55
173	1:-1	1:-1		*0.72	0.28
174	1:-1	1:-1		*0.635	0.365
175	1:-1	1:-1		*0.635	0.365
176	1:-1	2:1	+	0.495	*0.505
177	1:-1	1:-1		*0.96	0.04
178	1:-1	1:-1		*0.66	0.34
179	1:-1	1:-1		*0.705	0.295
180	1:-1	1:-1		*0.9	0.1
181	1:-1	1:-1		*0.75	0.25
182	1:-1	1:-1		*0.555	0.445
183	1:-1	1:-1		*0.615	0.385
184	1:-1	1:-1		*0.705	0.295
185	1:-1	1:-1		*0.505	0.495
186	1:-1	1:-1		*0.8	0.2
187	1:-1	1:-1		*0.77	0.23
188	1:-1	2:1	+	0.245	*0.755
189	1:-1	1:-1		*0.7	0.3
190	1:-1	1:-1		*0.6	0.4
191	1:-1	1:-1		*0.815	0.185
192	1:-1	1:-1		*0.555	0.445
193	1:-1	1:-1		*0.82	0.18
194	1:-1	1:-1		*0.86	0.14
195	1:-1	2:1	+	0.36	*0.64
196	1:-1	1:-1		*0.85	0.15

