Point_ID,Input_1,Input_2,Input_3,Input_4,Input_5,Input_6,Input_7,Input_8,Input_9,Input_10,Input_11,Input_12,Input_13,Input_14,Output
17075,3950.8333,-0.8557,-1.2459,-1.2053,-0.8408,-1.2259,1.8693,-1.3726,-1.3163,-1.3434,0.6856,-1.2938,-1.2243,-1.2153,0.1134
17076,3951.0417,-0.7984,-1.2459,-1.1479,-0.8408,-1.1673,0.9321,-1.3726,-1.2601,-1.2860,1.1745,-1.2938,-1.2243,-1.2153,0.4867
17077,3951.2500,-0.8557,-1.2459,-1.0905,-0.8408,-1.2259,3.6846,-1.3160,-1.1477,-1.2860,-0.3085,-1.2372,-1.1687,-1.1596,1.1348
17078,3951.4583,-0.9129,-1.2459,-1.1479,-0.8408,-1.1673,-0.2942,-1.2593,-1.0915,-1.1136,1.1254,-1.2372,-1.1687,-1.1596,1.3849
17079,3951.6667,-0.8557,-1.1266,-1.0905,-0.7851,-1.1088,0.5152,-1.2027,-1.0352,-0.9987,-0.9255,-1.1806,-1.1131,-1.1040,1.1190
17080,3951.8750,-0.7984,-1.0073,-0.9184,-0.7295,-0.9918,-0.1404,-1.0327,-0.9228,-0.8838,0.6038,-1.0108,-1.0575,-1.0483,0.9048
17081,3952.0833,-0.7411,-0.9476,-0.8036,-0.6181,-0.8162,0.9812,-0.9760,-0.8104,-0.8263,0.1848,-0.8410,-0.8353,-0.8255,0.8060
17082,3952.2917,-0.5694,-0.8880,-0.6315,-0.5625,-0.6406,-0.1661,-0.8627,-0.6979,-0.5965,1.6234,-0.6712,-0.7241,-0.7142,0.6692
17083,3952.5000,-0.3976,-0.8880,-0.4020,-0.3955,-0.4065,0.6647,-0.8060,-0.4731,-0.4241,0.9158,-0.6712,-0.6685,-0.7142,0.4130
17084,3952.7083,-0.1686,-0.8283,-0.1725,-0.1728,-0.1139,-1.1310,-0.7494,-0.3606,-0.3092,-1.1044,-0.5014,-0.6130,-0.6028,0.2686
17085,3952.9167,0.0032,-0.7687,-0.0577,-0.0058,0.0032,0.2612,-0.6927,-0.2482,-0.0794,0.9216,-0.3883,-0.5018,-0.4914,0.1107
17086,3953.1250,0.1750,-0.7687,0.1144,0.1055,0.1787,-0.3683,-0.7494,-0.1920,-0.0794,0.2715,-0.3883,-0.4463,-0.3244,-0.0326
17087,3953.3333,0.2322,-0.7687,0.1718,0.2169,0.2373,-0.0809,-0.7494,-0.1358,-0.1368,-0.7103,-0.3883,-0.3907,-0.2687,0.0093
17088,3953.5417,0.2895,-0.7687,0.1718,0.1055,0.2373,1.6030,-0.6927,-0.1358,-0.1943,0.1019,-0.3883,-0.4463,-0.2687,0.2472
17089,3953.7500,0.0032,-0.9476,-0.0577,-0.0058,0.0032,-0.7167,-0.8627,-0.4169,-0.4816,1.3048,-0.6146,-0.6130,-0.4358,0.7384
17090,3953.9583,-0.2258,-1.1266,-0.3446,-0.4511,-0.2895,0.9875,-1.0893,-0.6417,-0.7689,-1.2560,-0.8976,-0.8353,-0.7142,0.8628
17091,3954.1667,-0.4549,-1.2459,-0.5168,-0.5068,-0.4650,-1.1528,-1.0893,-0.7542,-0.8838,-0.4094,-1.0108,-1.0575,-0.9926,0.7848
17092,3954.3750,-0.6266,-1.3056,-0.6889,-0.6738,-0.5821,0.1579,-1.1460,-0.8666,-0.9412,1.3502,-1.0674,-1.0575,-1.0483,0.5536
17093,3954.5833,-0.7411,-1.3056,-0.8036,-0.8408,-0.7577,-0.2946,-1.2027,-1.0352,-0.9987,-0.5748,-1.2938,-1.1687,-1.1596,0.2226
17094,3954.7917,-0.6266,-1.3056,-0.7463,-0.7295,-0.7577,-1.2130,-1.1460,-1.1477,-1.1711,1.2084,-1.2938,-1.1687,-1.2153,-0.1302
17095,3955.0000,-0.6266,-1.1266,-0.8036,-0.7851,-0.7577,0.8877,-1.0327,-1.0352,-1.2285,0.8420,-1.3504,-1.2243,-1.2710,-0.2994
17096,3955.2083,-0.7984,-1.1863,-0.9758,-0.8408,-0.9332,0.5717,-1.2027,-1.0915,-1.1136,0.6504,-1.2372,-1.1687,-1.2710,-0.3354
17097,3955.4167,-0.7984,-1.0073,-1.0332,-0.8408,-1.0503,-0.0422,-0.9760,-1.1477,-1.1711,-0.9144,-1.1806,-1.2243,-1.2153,-0.3333
17098,3955.6250,-0.7984,-1.0073,-1.0332,-0.8408,-0.9918,0.1772,-1.2593,-1.2601,-1.1711,-0.9402,-1.0674,-1.2243,-1.2710,-0.2953
17099,3955.8333,-0.8557,-0.9476,-1.0905,-0.8965,-1.0503,-0.0433,-1.3726,-1.1477,-1.0562,-0.1318,-1.2372,-1.2798,-1.2710,-0.1533
17100,3956.0417,-0.8557,-0.8880,-1.1479,-0.8408,-1.1673,0.3458,-1.2593,-1.1477,-0.9412,-0.6538,-1.3504,-1.3354,-1.2710,0.2049
17101,3956.2500,-0.6839,-0.7687,-1.2053,-0.6181,-1.2259,1.4079,-0.8627,-1.0352,-0.9987,-1.0038,-1.0108,-1.2798,-1.2710,0.7936
17102,3956.4583,-0.6266,-0.7090,-1.2627,-0.5068,-1.2259,0.9432,-0.8627,-1.2039,-0.9987,-1.5909,-1.0674,-1.2243,-1.1040,1.0929
17103,3956.6667,-0.4549,-0.6493,-0.9758,-0.5068,-0.9332,0.3594,-0.7494,-0.9228,-0.7114,0.2413,-0.8976,-1.1131,-1.0483,0.9552
17104,3956.8750,-0.2258,-0.2317,-0.5168,-0.3398,-0.4650,0.1800,-0.6927,-0.6417,-0.1943,1.2599,-0.6146,-0.9464,-0.9369,0.9005
17105,3957.0833,0.1750,0.0069,0.0570,0.2169,0.1787,-0.0792,-0.5794,0.0891,0.2079,0.9806,-0.5014,-0.7241,-0.7699,0.7831
17106,3957.2917,0.3467,0.2455,0.4586,0.4952,0.4128,0.7548,-0.4094,0.5950,0.6101,-1.9512,-0.2751,-0.3351,-0.5471,0.6684
17107,3957.5000,0.8048,0.4245,0.8029,0.6622,0.8225,-0.9603,-0.2394,0.7637,0.8399,-0.0623,-0.1053,0.0539,-0.1017,0.5116
17108,3957.7083,0.8048,0.6631,1.0324,0.6622,0.9981,-0.5294,-0.1261,1.1010,0.9548,-0.1750,-0.1619,0.5540,0.3438,0.4660
17109,3957.9167,0.9193,0.8421,1.0324,0.7178,1.0566,3.1268,-0.1828,1.1010,1.1272,-0.4861,-0.1619,0.6096,0.5108,0.3423
17110,3958.1250,0.9766,0.8421,1.0898,0.7735,1.1151,0.0008,-0.2394,1.1010,1.1272,-0.7147,-0.4449,0.8874,0.7336,0.1175
17111,3958.3333,0.9193,0.7824,1.1472,0.7178,1.1151,-0.4442,-0.4661,1.2134,1.1847,-0.8583,-0.5580,0.9986,0.8449,0.1354
17112,3958.5417,0.8048,0.9018,1.1472,0.6065,1.0566,0.8458,-0.6361,1.1010,1.1272,-1.2629,-0.6712,0.9430,0.7892,0.3253
17113,3958.7500,0.5758,0.6631,0.9177,0.2169,0.8810,0.5371,-0.6927,0.9323,1.0123,-1.2047,-0.8976,0.3317,0.3995,0.7673
17114,3958.9583,0.4612,0.0666,0.8029,0.1055,0.8225,-0.0436,-0.8627,0.7637,0.8399,0.5116,-0.9542,0.1650,-0.1017,0.8275
17115,3959.1667,0.2322,-0.4704,0.5734,-0.1171,0.6469,-0.0232,-0.9194,0.3702,0.7250,0.0469,-1.0108,-0.2240,-0.0460,0.7217
17116,3959.3750,-0.0541,-0.6493,0.4013,-0.4511,0.4714,2.8638,-0.9194,-0.0233,-0.0794,0.4901,-1.0108,-0.3351,-0.2130,0.5701
17117,3959.5833,-0.2258,-0.8283,0.2291,-0.6181,0.2373,-1.1426,-1.0327,-0.2482,-0.3667,1.0640,-1.0674,-0.3351,-0.3244,0.2344
17118,3959.7917,-0.5121,-0.8283,-0.1725,-0.6738,-0.2309,-0.5351,-1.0893,-0.3044,-0.4816,-0.0942,-1.0674,-0.4463,-0.5471,-0.0262
17119,3960.0000,-0.6266,-0.9476,-0.3446,-0.7851,-0.4065,0.4542,-1.0893,-0.4169,-0.7114,1.5986,-1.1240,-0.5574,-0.7142,-0.1459
17120,3960.2083,-0.7984,-1.1266,-0.5168,-0.8965,-0.5821,1.4295,-1.1460,-0.5855,-0.8263,-1.2356,-1.2938,-0.7797,-0.8255,-0.1594
17121,3960.4167,-0.9129,-1.1266,-0.6889,-1.0078,-0.6991,0.3763,-1.3160,-0.6979,-0.9412,1.7256,-1.3504,-0.9464,-1.0483,-0.1005
17122,3960.6250,-0.9702,-1.1863,-0.8036,-1.1191,-0.8162,-0.3252,-1.3726,-0.7542,-1.0562,0.4686,-1.4069,-1.1131,-1.1040,-0.0520
17123,3960.8333,-1.0274,-1.3056,-0.8610,-1.1191,-0.8747,-0.2436,-1.4293,-0.9228,-0.9987,1.1107,-1.4069,-1.1687,-1.1596,0.1134
17124,3961.0417,-1.0274,-1.3056,-0.9184,-1.1191,-0.9918,-0.4295,-1.3726,-1.0915,-1.1711,1.4118,-1.5201,-1.2798,-1.2710,0.5215
17125,3961.2500,-1.0847,-1.3652,-0.9758,-1.1748,-1.0503,-1.8365,-1.4293,-1.2039,-1.2285,0.3590,-1.5201,-1.3354,-1.2710,1.1850
17126,3961.4583,-1.0847,-1.3652,-1.0905,-1.2305,-1.1673,2.3905,-1.4293,-1.2039,-1.2285,-0.7666,-1.5201,-1.5021,-1.3824,1.4096
17127,3961.6667,-1.1419,-1.3056,-1.0332,-1.1748,-1.1088,1.2339,-1.3160,-1.1477,-1.1711,-0.1180,-1.4069,-1.1687,-1.2153,1.1622
17128,3961.8750,-1.1419,-1.1863,-0.9184,-1.1191,-0.9918,-0.2233,-1.1460,-1.0352,-0.9987,1.3429,-1.2938,-1.0575,-1.1040,0.9937
17129,3962.0833,-1.0274,-1.0669,-0.8036,-1.0635,-0.8747,1.3859,-1.0327,-0.8104,-0.8838,-0.2301,-1.1806,-0.8353,-0.9926,0.8711
17130,3962.2917,-0.9129,-1.0073,-0.7463,-0.8965,-0.7577,0.5174,-0.8627,-0.7542,-0.7689,-0.8440,-1.0108,-0.7241,-0.8255,0.6950
17131,3962.5000,-0.8557,-0.9476,-0.5741,-0.9521,-0.6406,0.2759,-0.7494,-0.6417,-0.5965,-0.9148,-0.9542,-0.6685,-0.7142,0.5910
17132,3962.7083,-0.7411,-0.8283,-0.4594,-0.7295,-0.5236,-2.2789,-0.6927,-0.4169,-0.5965,0.3981,-0.8410,-0.5574,-0.6028,0.4684
17133,3962.9167,-0.7411,-0.8283,-0.4020,-0.6738,-0.4650,0.1138,-0.6361,-0.3606,-0.4241,-0.0909,-0.7278,-0.5574,-0.5471,0.3816
17134,3963.1250,-0.6839,-0.8283,-0.3446,-0.6738,-0.4065,0.8720,-0.6927,-0.3044,-0.4241,-0.7577,-0.7844,-0.5574,-0.6028,0.2943
17135,3963.3333,-0.7411,-0.7687,-0.4020,-0.7295,-0.4650,-0.4913,-0.7494,-0.4169,-0.4241,1.4711,-0.7844,-0.5574,-0.6028,0.4266
17136,3963.5417,-0.8557,-0.8283,-0.4594,-0.8408,-0.5821,-1.3584,-0.8627,-0.4169,-0.4816,1.0339,-0.8410,-0.6130,-0.7142,0.7082
17137,3963.7500,-0.9702,-0.9476,-0.6889,-1.0635,-0.7577,-0.9716,-0.9760,-0.6979,-0.7114,-0.7555,-0.9542,-0.8353,-0.8812,1.2713
17138,3963.9583,-1.1419,-0.9476,-0.9184,-1.2305,-0.9918,0.0758,-1.0327,-0.9790,-1.0562,-0.1235,-1.0674,-1.0020,-1.1040,1.3562
17139,3964.1667,-1.3137,-0.9476,-1.0332,-1.2305,-1.1673,-0.1411,-1.1460,-0.9790,-1.1711,-0.8171,-1.1240,-1.0575,-1.1596,1.2905
17140,3964.3750,-1.3137,-1.1266,-1.0905,-1.2305,-1.2259,-0.0352,-1.1460,-0.9228,-0.9987,1.0061,-1.1806,-1.1131,-1.2710,1.1826
17141,3964.5833,-1.4282,-1.1266,-1.2627,-1.2861,-1.3429,0.3673,-1.2593,-1.0915,-1.0562,-0.5498,-1.1806,-1.2243,-1.2710,0.9270
17142,3964.7917,-1.6000,-1.2459,-1.4348,-1.3975,-1.5185,-0.6655,-1.2593,-1.2039,-1.2285,0.4197,-1.2938,-1.3354,-1.3824,0.5706
17143,3965.0000,-1.6000,-1.3056,-1.5495,-1.5088,-1.5185,-1.5804,-1.3160,-1.2601,-1.2860,-2.2439,-1.3504,-1.3354,-1.3824,0.3624
17144,3965.2083,-1.6000,-1.3652,-1.6069,-1.3975,-1.6356,-1.3969,-1.3726,-1.3725,-1.3434,-1.9734,-1.4069,-1.4465,-1.3824,0.2870
17145,3965.4167,-1.4855,-1.3652,-1.5495,-1.5645,-1.5185,-3.6026,-1.4293,-1.4288,-1.4583,0.0835,-1.4069,-1.5021,-1.5494,0.2630
17146,3965.6250,-1.7718,-1.4845,-1.7217,-1.4531,-1.8111,-0.5239,-1.4293,-1.5412,-1.6307,0.6426,-1.4635,-1.5021,-1.7165,0.2921
17147,3965.8333,-1.7145,-1.4845,-1.7217,-1.6201,-1.7526,0.1462,-1.5426,-1.5412,-1.6882,1.4060,-1.5201,-1.5577,-1.5494,0.3649
17148,3966.0417,-1.6573,-1.4845,-1.7791,-1.7315,-1.6941,-1.0461,-1.4860,-1.6536,-1.7456,0.8522,-1.5767,-1.6132,-1.4937,0.5852
17149,3966.2500,-1.7718,-1.5442,-1.8938,-1.7871,-1.8697,-0.0916,-1.5426,-1.7661,-1.8031,-0.1167,-1.5767,-1.6132,-1.6051,0.8499
17150,3966.4583,-1.7145,-1.4845,-1.8938,-1.6201,-1.8697,1.1387,-1.5426,-1.7661,-1.8605,0.0467,-1.5767,-1.6132,-1.7165,1.0395
17151,3966.6667,-1.4855,-1.4249,-1.4348,-1.5088,-1.5185,-0.6422,-1.3726,-1.3725,-1.5158,1.6286,-1.4069,-1.3354,-1.3824,1.0897
17152,3966.8750,-1.3137,-1.3056,-1.2627,-1.3418,-1.2844,0.8953,-1.2593,-1.1477,-1.2860,0.2203,-1.2938,-1.1687,-1.2153,1.0321
17153,3967.0833,-1.1419,-1.3056,-1.0332,-1.1191,-1.0503,0.3259,-1.0327,-0.9228,-1.0562,2.0877,-1.1240,-1.0020,-0.9926,0.9271
17154,3967.2917,-0.9702,-1.1266,-0.8036,-0.8408,-0.8747,0.9552,-0.9194,-0.8104,-0.8263,1.2275,-0.9542,-0.7797,-0.7699,0.6541
17155,3967.5000,-0.7984,-0.9476,-0.6889,-0.7295,-0.7577,-1.1580,-0.7494,-0.6417,-0.7114,-0.4503,-0.8976,-0.6685,-0.7142,0.3965
17156,3967.7083,-0.6266,-0.8283,-0.4594,-0.5625,-0.5821,-1.2992,-0.6927,-0.5293,-0.5390,0.3865,-0.7844,-0.5574,-0.5471,0.1626
17157,3967.9167,-0.5121,-0.7687,-0.3446,-0.4511,-0.4650,0.9873,-0.6361,-0.3044,-0.4241,0.9468,-0.7278,-0.3351,-0.3801,0.0089
17158,3968.1250,-0.3976,-0.6493,-0.2873,-0.3398,-0.3480,-0.0245,-0.5794,-0.3044,-0.3667,0.4955,-0.6712,-0.3351,-0.3244,-0.0943
17159,3968.3333,-0.3404,-0.5897,-0.2299,-0.3955,-0.2895,-0.3397,-0.6361,-0.2482,-0.3092,-1.0588,-0.6712,-0.3351,-0.3244,-0.0652
17160,3968.5417,-0.3976,-0.7090,-0.2299,-0.6181,-0.2895,-1.2785,-0.6927,-0.3044,-0.3667,-1.2275,-0.6712,-0.3907,-0.4914,0.1010
17161,3968.7500,-0.5121,-0.7687,-0.4020,-0.6738,-0.4650,0.4738,-0.8627,-0.4169,-0.4816,-0.2845,-0.7844,-0.5574,-0.6028,0.5539
17162,3968.9583,-0.6839,-0.8283,-0.6315,-0.8965,-0.8747,1.6698,-0.9194,-0.7542,-0.9412,-2.0018,-0.8976,-0.6685,-0.7699,0.6556
17163,3969.1667,-0.7984,-0.8880,-0.7463,-1.0078,-0.9332,-1.6138,-0.9760,-0.8666,-1.3434,0.1739,-0.8976,-0.8353,-0.8812,0.6076
17164,3969.3750,-0.9702,-0.8880,-0.8610,-1.1191,-1.1088,1.8405,-0.9760,-0.8104,-1.2285,0.7847,-0.8976,-1.0020,-1.1040,0.4728
17165,3969.5833,-0.9702,-0.9476,-0.9758,-1.0078,-1.1673,0.2169,-0.9760,-0.9228,-0.9412,0.5935,-1.0108,-1.0575,-1.1596,0.2402
17166,3969.7917,-1.0847,-1.0669,-1.2627,-1.0635,-1.4014,0.9820,-1.0327,-0.9790,-1.0562,0.8051,-1.0674,-1.1687,-1.3824,-0.0528
17167,3970.0000,-1.1419,-1.0669,-1.3200,-1.2305,-1.2844,1.4075,-1.0327,-1.4288,-1.2860,0.0849,-1.0674,-1.1687,-1.3824,-0.2022
17168,3970.2083,-1.4282,-1.1863,-1.5495,-1.3975,-1.4600,-2.0978,-1.0893,-1.6536,-1.4009,-0.4226,-1.0674,-1.2243,-1.3824,-0.3393
17169,3970.4167,-1.6000,-1.1863,-1.6069,-1.5088,-1.6356,-1.9730,-1.1460,-1.8223,-1.4009,0.8971,-1.1806,-1.3354,-1.4937,-0.3292
17170,3970.6250,-1.7145,-1.1863,-1.6643,-1.6201,-1.6941,-0.1952,-1.2027,-1.8785,-1.4583,0.3740,-1.1806,-1.2243,-1.4937,-0.2411
17171,3970.8333,-1.6573,-1.1863,-1.7791,-1.6758,-1.6941,0.4960,-1.2027,-1.9347,-1.4583,-0.3882,-1.2372,-1.2243,-1.6051,-0.2065
17172,3971.0417,-1.6573,-1.1863,-1.7791,-1.5645,-1.7526,-0.4254,-1.2593,-1.8785,-1.6307,-0.9235,-1.2938,-1.3354,-1.5494,-0.0296
17173,3971.2500,-1.7145,-1.2459,-1.7791,-1.8428,-1.6941,1.0936,-1.3160,-1.9347,-1.6307,2.0208,-1.2938,-1.3910,-1.7165,0.1569
17174,3971.4583,-1.5427,-1.3056,-1.7217,-1.6758,-1.5770,-1.1638,-1.3160,-1.7661,-1.6307,-0.2371,-1.2938,-1.3910,-1.7165,0.3871
17175,3971.6667,-1.3137,-1.1863,-1.2627,-1.5088,-1.2259,0.7603,-1.1460,-1.2039,-1.2860,1.4972,-1.1806,-1.1131,-1.3267,0.5085
17176,3971.8750,-1.0274,-1.0669,-0.9758,-1.0635,-0.9918,-0.3344,-0.9760,-0.9228,-0.9412,-0.0396,-1.0108,-0.8908,-0.9926,0.4310
17177,3972.0833,-0.7984,-0.9476,-0.7463,-0.9521,-0.7577,-0.9511,-0.7494,-0.8104,-0.8838,-0.6866,-0.8410,-0.7241,-0.7699,0.2711
17178,3972.2917,-0.6839,-0.8283,-0.6315,-0.7295,-0.6991,-0.0646,-0.6361,-0.6979,-0.7114,-0.9585,-0.6712,-0.6685,-0.7142,0.0601
17179,3972.5000,-0.5121,-0.7687,-0.5168,-0.6181,-0.5236,0.3329,-0.5794,-0.5855,-0.5965,1.4383,-0.5580,-0.5018,-0.5471,-0.1021
17180,3972.7083,-0.3976,-0.7687,-0.2873,-0.3955,-0.3480,0.7316,-0.4661,-0.4169,-0.4816,0.2914,-0.5014,-0.3907,-0.3244,-0.2806
17181,3972.9167,-0.2831,-0.6493,-0.2299,-0.2841,-0.2309,0.3812,-0.4094,-0.2482,-0.3667,-1.5032,-0.3883,-0.2796,-0.2687,-0.4675
17182,3973.1250,-0.2258,-0.5897,-0.2299,-0.1728,-0.2309,1.6043,-0.2961,-0.1920,-0.2518,-1.2411,-0.3317,-0.2240,-0.2130,-0.5582
17183,3973.3333,-0.1686,-0.5897,-0.1151,-0.1171,-0.1724,-1.0185,-0.2961,-0.1920,-0.2518,0.4138,-0.2751,-0.1684,-0.2130,-0.5016
17184,3973.5417,-0.1113,-0.5897,-0.1151,-0.1171,-0.1724,-0.5018,-0.3528,-0.2482,-0.3092,1.1270,-0.3317,-0.2240,-0.2130,-0.2253
17185,3973.7500,-0.4549,-0.7687,-0.3446,-0.4511,-0.4065,1.1387,-0.5227,-0.4169,-0.5390,-0.5309,-0.5014,-0.3907,-0.4358,0.2477
17186,3973.9583,-0.7411,-1.0669,-0.8610,-0.5068,-0.8747,-2.0847,-0.7494,-1.0915,-1.0562,0.9487,-0.6712,-0.6685,-0.8812,0.4478
17187,3974.1667,-0.7984,-1.1863,-1.0905,-0.6181,-1.1088,-0.5000,-0.8627,-1.2601,-1.2860,0.7533,-0.7844,-0.8353,-0.9926,0.4452
17188,3974.3750,-0.5694,-1.2459,-1.0332,-0.6181,-0.8747,-0.8456,-0.9194,-1.3725,-1.3434,1.3082,-1.0108,-1.0575,-1.1040,0.2108
17189,3974.5833,-0.6839,-1.3056,-1.0332,-0.6738,-0.9918,0.0294,-0.9760,-1.2601,-1.2860,0.5376,-1.1240,-1.2243,-1.2153,-0.0686
17190,3974.7917,-0.8557,-1.3056,-0.9758,-0.6738,-0.9918,0.2703,-1.0327,-1.2601,-1.2285,-0.2192,-1.0108,-1.0575,-1.1040,-0.3592
17191,3975.0000,-0.6266,-1.3056,-0.8036,-0.6738,-0.8162,-0.9242,-1.0893,-1.0915,-1.2860,-1.9620,-1.0108,-1.0020,-1.1596,-0.5070
17192,3975.2083,-0.6839,-1.0669,-0.8036,-0.6738,-0.8162,0.6191,-1.0893,-0.9228,-1.1711,0.1473,-1.0674,-1.0575,-1.1040,-0.5546
17193,3975.4167,-0.6839,-1.2459,-0.8036,-0.7295,-0.8162,-0.5374,-1.0893,-0.7542,-0.9412,0.4612,-0.9542,-1.0020,-1.1040,-0.5733
17194,3975.6250,-0.7984,-1.1266,-0.8036,-0.8408,-0.8747,0.6001,-1.1460,-0.8104,-0.9412,0.0583,-1.0108,-0.9464,-1.1040,-0.4510
17195,3975.8333,-0.8557,-1.1266,-0.8036,-0.9521,-0.8747,-0.8100,-1.2027,-0.8104,-0.9412,0.6393,-1.1240,-1.0020,-1.1040,-0.2932
17196,3976.0417,-0.7984,-1.1863,-0.8036,-0.8408,-0.8747,-0.2192,-1.1460,-0.8666,-0.9412,-0.4051,-1.2372,-1.0575,-1.1596,0.0732
17197,3976.2500,-0.8557,-1.1863,-1.0332,-0.8408,-0.8747,0.0670,-1.1460,-0.8666,-1.0562,1.1860,-1.2938,-1.0575,-1.1596,0.7820
17198,3976.4583,-0.8557,-1.2459,-0.8610,-0.9521,-0.8747,0.6705,-1.1460,-0.9228,-0.9987,-0.9643,-1.4635,-1.1131,-1.1596,1.0670
17199,3976.6667,-0.9129,-0.9476,-0.9184,-0.9521,-0.9918,0.5210,-0.9194,-0.8104,-0.9412,0.3775,-1.0108,-1.0020,-1.0483,1.0224
17200,3976.8750,-1.1992,-0.8283,-0.9758,-1.0635,-1.1673,0.6297,-0.8060,-0.7542,-0.8263,-1.2917,-0.8976,-0.8353,-0.8255,0.8740
17201,3977.0833,-1.1419,-0.8283,-1.0332,-1.0078,-1.2259,0.0083,-0.7494,-0.6979,-0.8263,0.6585,-0.7844,-0.7241,-0.7699,0.8130
17202,3977.2917,-1.0847,-0.8283,-0.9758,-1.0078,-1.1088,-1.3107,-0.7494,-0.8104,-0.8838,1.4810,-0.6712,-0.7241,-0.9369,0.7403
17203,3977.5000,-1.0274,-0.8283,-1.0905,-0.9521,-1.1088,0.8948,-0.7494,-0.9228,-0.9987,1.2888,-0.5580,-0.7241,-0.9926,0.6657
17204,3977.7083,-0.9702,-0.9476,-1.0332,-0.8408,-1.1673,1.1977,-0.6927,-0.9790,-1.1136,-0.0154,-0.5014,-0.8353,-0.9926,0.5896
17205,3977.9167,-0.9702,-0.8880,-1.0332,-0.8408,-1.1673,0.3227,-0.6927,-1.0352,-1.1136,-0.2866,-0.4449,-0.9464,-0.9926,0.4854
17206,3978.1250,-0.9702,-0.8880,-1.0332,-0.8408,-1.1673,2.0810,-0.7494,-0.9228,-1.1136,0.2946,-0.5580,-0.9464,-0.9926,0.4199
17207,3978.3333,-0.9129,-1.0669,-1.0332,-0.8408,-1.1673,0.6433,-0.8060,-0.9228,-1.1711,-0.3957,-0.6712,-0.8353,-0.9369,0.4919
17208,3978.5417,-0.9129,-1.1266,-1.0332,-0.7851,-1.1088,-0.3022,-0.8060,-0.9228,-1.1711,-1.2232,-0.6712,-0.8908,-0.9369,0.8274
17209,3978.7500,-0.9702,-1.1266,-1.0332,-0.8408,-1.1673,1.2406,-0.8627,-0.9228,-1.1711,-1.3008,-0.7844,-0.9464,-0.9926,1.1850
17210,3978.9583,-0.9702,-1.1266,-1.0332,-0.8408,-1.1673,-1.3571,-0.9194,-0.9228,-1.1711,-1.1001,-0.8410,-1.0020,-0.9926,1.2148
17211,3979.1667,-1.0274,-1.1266,-1.0332,-0.9521,-1.1673,-0.5354,-0.9760,-1.0352,-1.1711,1.3583,-0.8410,-1.0020,-1.0483,1.0431
17212,3979.3750,-1.0274,-1.0073,-1.0905,-0.9521,-1.1673,-0.8134,-1.0893,-1.0352,-1.1711,0.4264,-1.0108,-1.0575,-1.0483,0.7443
17213,3979.5833,-1.0274,-1.1266,-1.1479,-0.9521,-1.1673,-0.6070,-1.0893,-1.1477,-1.2285,-0.7135,-1.0108,-1.1131,-1.0483,0.3300
17214,3979.7917,-1.0274,-1.1266,-1.1479,-1.0078,-1.2259,-0.4664,-1.0893,-1.1477,-1.2860,0.2291,-1.0108,-1.1131,-1.1040,0.0324
17215,3980.0000,-1.0274,-1.1863,-1.2053,-1.0078,-1.2259,-1.2180,-1.1460,-1.2601,-1.3434,0.2467,-1.0674,-1.2243,-1.1596,-0.1305
17216,3980.2083,-1.0847,-1.1266,-1.2627,-1.0078,-1.3429,2.0386,-1.2027,-1.3163,-1.3434,-0.4652,-1.1806,-1.2798,-1.1596,-0.1603
17217,3980.4167,-1.0847,-1.2459,-1.3774,-1.0635,-1.3429,0.0970,-1.0893,-1.5974,-1.5733,-0.6133,-1.2938,-1.3354,-1.2153,-0.1003
17218,3980.6250,-1.0847,-1.2459,-1.3200,-1.0635,-1.2844,-0.4142,-1.0893,-1.5412,-1.4009,-0.5906,-1.3504,-1.3910,-1.2153,-0.0206
17219,3980.8333,-1.1419,-1.3652,-1.2627,-1.1748,-1.2844,-1.1264,-1.0893,-1.3725,-1.4009,-1.5852,-1.3504,-1.2798,-1.2153,0.1613
17220,3981.0417,-1.1419,-1.6039,-1.2053,-1.2861,-1.2844,1.0078,-1.0893,-1.2601,-1.3434,-3.1738,-1.2938,-1.2243,-1.2153,0.5545
17221,3981.2500,-1.2565,-1.6039,-1.2053,-1.2861,-1.2844,-2.4104,-1.2027,-1.2601,-1.3434,-0.1694,-1.3504,-1.3354,-1.3267,1.2703
17222,3981.4583,-1.4855,-1.4845,-1.3200,-1.3418,-1.4014,1.5013,-1.2593,-1.2601,-1.3434,-1.3126,-1.3504,-1.2798,-1.3267,1.4112
17223,3981.6667,-1.2565,-1.1266,-1.2053,-1.1748,-1.2844,-0.6311,-1.1460,-1.2039,-1.2285,-0.8502,-1.2372,-1.2243,-1.2710,1.0800
17224,3981.8750,-1.0274,-1.0669,-0.9758,-1.1191,-1.1088,-1.2781,-0.9760,-1.0352,-1.0562,2.3073,-1.0108,-1.1131,-1.1040,0.8625
17225,3982.0833,-0.9129,-1.0073,-0.8036,-0.9521,-0.8747,-0.4915,-0.8060,-0.9228,-0.9987,0.9719,-0.8976,-0.9464,-0.9926,0.6845
17226,3982.2917,-0.6839,-0.8880,-0.6889,-0.7851,-0.7577,-1.2811,-0.7494,-0.8104,-0.8263,0.1222,-0.7278,-0.8353,-0.8255,0.4620
17227,3982.5000,-0.5694,-0.8880,-0.5741,-0.6738,-0.5821,-0.1572,-0.6361,-0.6417,-0.7114,-0.1750,-0.6712,-0.6685,-0.6585,0.3279
