@relation regression-input-weka.filters.unsupervised.attribute.Remove-R1

@attribute Input_1 numeric
@attribute Input_2 numeric
@attribute Input_3 numeric
@attribute Input_4 numeric
@attribute Input_5 numeric
@attribute Input_6 numeric
@attribute Input_7 numeric
@attribute Input_8 numeric
@attribute Input_9 numeric
@attribute Input_10 numeric
@attribute Input_11 numeric
@attribute Input_12 numeric
@attribute Input_13 numeric
@attribute Input_14 numeric
@attribute Output numeric

@data
4687.0833,1.3201,1.4387,1.3193,1.3858,1.2907,1.2126,1.4604,1.3821,1.2996,1.2979,1.4227,1.3876,1.4017,1.0695
4687.2917,1.6064,1.558,1.4914,1.6085,1.4663,-0.4239,1.5737,1.4945,1.4719,-0.105,1.5925,1.4987,1.5131,1.3884
4687.5,1.6636,1.6177,1.5488,1.6085,1.5833,1.7509,1.5737,1.4383,1.6443,-2.4838,1.5359,1.5543,1.6245,1.6931
4687.7083,1.7781,1.558,1.6062,1.7755,1.6419,0.3202,1.5737,1.6069,1.7018,-1.6326,1.6491,1.7766,1.7358,1.8823
4687.9167,1.8927,1.558,1.7783,1.8312,1.7589,1.4545,1.6303,1.6632,1.7592,-0.7495,1.6491,1.7766,1.7915,2.0702
4688.125,1.8927,1.4983,1.7783,1.8868,1.8174,0.3535,1.687,1.7756,1.7018,-0.2011,1.5925,1.7766,1.7915,2.2323
4688.3333,1.8354,1.4983,1.7783,1.8868,1.7589,0.0194,1.687,1.7194,1.6443,-0.0872,1.5925,1.7766,1.7915,2.3364
4688.5417,1.7781,1.4983,1.6636,1.7755,1.7004,-0.1744,1.5737,1.6632,1.5868,-0.4194,1.5359,1.6654,1.6802,2.327
4688.75,1.7209,1.379,1.6062,1.7198,1.6419,0.308,1.517,1.6069,1.4719,0.9088,1.4793,1.5543,1.6802,2.1867
4688.9583,1.4346,1.2,1.3193,1.4415,1.3492,-0.6684,1.347,1.2696,1.2996,-1.5106,1.3096,1.3876,1.4574,1.9355
4689.1667,1.0911,1.0211,1.0324,1.3302,1.0566,0.3757,1.1204,1.0448,1.1272,0.2066,1.1964,1.2764,1.2904,1.7592
4689.375,1.0338,1.0211,0.975,1.2188,1.0566,-1.4908,1.0071,0.9886,1.0697,0.1645,1.0832,1.1653,1.179,1.5386
4689.5833,0.9766,1.0211,0.9177,1.1075,0.9981,-0.7116,0.8938,0.9886,1.0123,1.2436,1.0266,1.0541,1.179,1.0075
4689.7917,0.9193,1.0211,0.8603,0.9962,0.9396,0.1081,0.8938,0.8761,0.9548,0.0612,0.9134,1.0541,1.1233,0.4048
4690,0.9193,0.9614,0.8603,0.9405,0.881,-0.5799,0.8938,0.9323,0.8974,-0.2567,0.9134,0.943,1.012,0.03
4690.2083,0.8048,0.9614,0.8603,0.8848,0.8225,-0.6811,0.7804,0.9323,0.8974,-0.7136,0.9134,0.943,0.9563,-0.2989
4690.4167,0.8048,0.9614,0.8603,0.8292,0.881,-1.2981,0.8938,0.9323,0.8974,-0.6418,0.9134,0.943,0.9563,-0.485
4690.625,0.8048,0.9614,0.8603,0.7178,0.881,-1.193,0.8938,0.9323,0.8974,-0.2696,0.9134,0.943,0.9563,-0.6206
4690.8333,0.7475,0.9614,0.8029,0.8292,0.764,0.4757,0.8938,0.8199,0.8974,0.2617,0.8568,0.8874,0.8449,-0.5363
4691.0417,0.8048,0.9614,0.8029,0.8292,0.764,1.4988,0.8938,0.8199,0.8974,-0.2107,0.9134,0.8874,0.9006,-0.3881
4691.25,0.862,1.1404,0.8029,0.8292,0.881,0.7154,1.0071,0.8761,0.8974,0.4986,1.0266,0.8874,0.9006,-0.0853
4691.4583,0.9766,1.2597,1.0324,0.9962,0.9981,-0.2391,1.1204,1.101,1.0697,-1.2923,1.0832,1.0541,1.012,0.2826
4691.6667,1.0911,1.4387,1.2619,1.0518,1.2322,0.3041,1.347,1.2696,1.2421,-1.6062,1.3096,1.2764,1.2347,0.6422
4691.875,1.4346,1.6773,1.4341,1.3302,1.4663,0.186,1.5737,1.4945,1.5294,0.1244,1.5359,1.4431,1.5131,0.9514
4692.0833,1.6636,1.8563,1.6636,1.5528,1.7004,0.1719,1.687,1.7194,1.7018,-1.3613,1.6491,1.6654,1.7358,1.3431
4692.2917,1.7781,1.9159,1.8357,1.8312,1.8174,2.0162,1.857,1.7756,1.8167,-0.2805,1.7623,1.8321,1.9029,1.7452
4692.5,1.8354,1.9756,1.8931,1.7198,1.876,1.5736,1.9136,1.888,1.8167,0.0594,1.9321,1.9433,1.9586,2.0356
4692.7083,1.9499,1.9756,1.9505,1.9425,1.9345,0.627,1.9703,1.888,1.8741,-1.0009,1.9321,1.9433,1.9586,2.3375
4692.9167,1.8927,1.9159,1.8931,1.9425,1.7589,0.7197,1.9703,1.9443,1.9316,-0.7296,1.9887,1.9988,1.7358,2.5124
4693.125,2.0072,1.9159,1.8931,1.8868,1.7589,-2.4862,1.9703,1.7194,1.9316,-0.4476,1.9887,1.6654,1.8472,2.4736
4693.3333,1.9499,1.9159,1.8931,1.8868,1.7004,-0.9138,1.9136,1.6632,1.5868,0.0519,1.9321,1.7766,1.7915,2.5306
4693.5417,1.8927,1.7966,1.8357,1.9425,1.5833,0.143,1.857,1.5507,1.1847,-0.0444,1.8755,1.8321,1.9029,2.6576
4693.75,1.8354,1.558,1.6636,1.8868,1.5833,1.6597,1.8003,1.3821,1.1272,1.345,1.7623,1.721,1.9029,2.5675
4693.9583,1.6636,1.0807,1.4914,1.6642,1.4078,-0.2535,1.6303,1.2696,1.1272,0.7288,1.6491,1.6098,1.6802,2.326
4694.1667,1.4919,0.9614,1.3767,1.3858,1.2907,0.1911,1.347,1.2134,1.0697,-1.0707,1.5359,1.4431,1.5131,2.0551
4694.375,1.4346,1.0211,1.2619,1.3858,1.1737,-0.643,1.2337,1.101,1.0123,4.1635,1.3662,1.4431,1.4574,1.7396
4694.5833,1.2056,1.1404,1.1472,1.2188,0.9981,0.0038,1.2904,1.101,0.8974,-1.3126,1.3096,1.332,1.4017,1.1561
4694.7917,1.2056,1.0211,1.0898,1.2188,0.9981,0.0685,1.2904,0.9886,0.8974,-0.4019,1.253,1.2208,1.2904,0.5525
4695,1.2056,1.0211,1.0324,1.2745,0.9396,-0.1267,1.2904,0.9323,0.8399,-0.2464,1.1964,1.1653,1.2347,0.1308
4695.2083,1.0911,0.9614,0.9177,1.2188,0.881,-0.1757,1.2337,0.8199,0.8399,0.1517,1.253,1.1653,1.2347,-0.1644
4695.4167,1.0911,0.9614,0.9177,1.2745,0.881,1.1244,1.2337,0.8199,0.7825,-0.2516,1.253,1.1097,1.179,-0.3377
4695.625,1.0338,0.9614,0.9177,1.1075,0.8225,0.9181,1.2337,0.8199,0.7825,-0.038,1.1398,0.9986,1.012,-0.4035
4695.8333,1.0911,0.9614,0.9177,1.1075,0.881,-0.9809,1.1771,0.8199,0.7825,-0.1985,1.1398,0.9986,1.012,-0.4132
4696.0417,1.1483,0.9614,0.9177,1.1632,0.881,0.2106,1.1771,0.8761,0.7825,-0.9482,1.1398,0.9986,1.0677,-0.2574
4696.25,1.1483,1.1404,0.975,1.1632,0.9396,0.4684,1.2337,0.8761,0.7825,0.3372,1.1398,1.0541,1.179,0.0058
4696.4583,1.2628,1.2,1.0324,1.3858,0.9981,-1.0379,1.2904,0.9323,0.8974,1.3315,1.3096,1.1097,1.179,0.3593
4696.6667,1.4346,1.4387,1.3193,1.4415,1.2907,-0.5915,1.4037,1.101,1.0697,1.5833,1.4227,1.2764,1.4017,0.6987
4696.875,1.5491,1.4983,1.5488,1.5528,1.4663,0.6584,1.5737,1.2696,1.2421,-1.0749,1.5925,1.5543,1.6802,1.1276
4697.0833,1.7209,1.6773,1.7783,1.7198,1.7589,-0.4057,1.6303,1.6632,1.4719,1.0923,1.7623,1.7766,1.7915,1.4676
4697.2917,1.7209,1.7966,1.8357,1.6642,1.876,0.6015,1.687,1.7756,1.7592,0.4527,1.8755,1.8321,1.9029,1.721
4697.5,1.7209,1.9756,1.9505,1.4972,1.9345,1.4036,1.9136,1.888,1.8741,-1.5941,1.9887,1.9433,1.9586,1.7396
4697.7083,1.8354,2.0353,2.0078,1.7198,1.993,-1.3059,1.9703,2.1129,2.0465,-0.9139,2.1019,1.9988,1.9029,1.6702
4697.9167,1.7209,2.0949,2.0078,1.6085,1.993,-0.4212,2.027,2.1129,2.104,-1.1295,2.1019,1.9433,1.8472,1.6219
4698.125,1.7209,2.0949,2.1226,1.6642,2.0515,-2.3443,1.8003,2.1129,2.104,0.4502,1.9887,1.9433,1.7358,1.6191
4698.3333,1.7781,2.0949,2.0078,1.7198,1.993,0.8317,1.7437,2.1129,2.0465,1.3019,1.6491,1.7766,1.6245,1.5858
4698.5417,1.7781,1.9756,1.9505,1.6085,1.9345,0.9975,1.517,1.9443,1.9316,-0.7998,1.3096,1.6654,1.6245,1.6956
4698.75,1.6636,1.3194,1.8357,1.5528,1.8174,0.674,1.5737,1.8318,1.8741,-0.4284,1.4793,1.721,1.6245,1.557
4698.9583,1.4346,1.379,1.6062,1.3858,1.5833,-0.6255,1.517,1.6069,1.7018,0.5557,1.4227,1.6098,1.4574,1.2779
4699.1667,1.2628,1.4387,1.3193,1.2745,1.2322,-0.2647,1.4037,1.3821,1.5294,1.0675,1.4227,1.4987,1.4017,1.1425
4699.375,1.2628,1.3194,1.3193,1.2188,1.2907,-0.6707,1.2904,1.3259,1.2996,1.1308,1.1398,1.2764,1.2904,1.0025
4699.5833,1.2628,1.1404,1.3193,1.2745,1.2907,-0.4503,1.1204,1.3259,1.2421,0.1253,1.1398,1.332,1.179,0.549
4699.7917,1.1483,1.1404,1.2619,1.1075,1.2322,0.2483,1.2904,1.2696,1.1847,0.4414,1.1964,1.2764,1.179,-0.0003
4700,1.1483,1.2,1.2619,1.1632,1.2322,0.4358,1.2337,1.2134,1.1847,0.7682,1.1398,1.2764,1.1233,-0.3627
4700.2083,1.0911,1.2,1.0898,1.0518,1.0566,0.0634,1.1771,1.2134,1.1847,0.779,1.1964,1.2208,1.179,-0.6189
4700.4167,1.0911,1.3194,1.0324,1.0518,0.9396,0.0627,0.9504,1.1572,1.1847,-0.5127,1.1398,1.2764,1.2347,-0.8538
4700.625,1.0338,1.2,0.975,1.0518,0.881,0.1664,1.0637,1.0448,1.1847,1.5203,0.97,1.2208,1.179,-1.0073
4700.8333,1.0338,1.3194,0.975,1.0518,0.881,0.3929,1.0637,0.9323,1.0123,-0.0071,0.9134,1.2208,1.0677,-0.9738
4701.0417,0.9766,1.0211,0.975,0.9405,0.8225,-0.1066,1.0637,0.9323,0.9548,1.414,0.97,1.1653,1.012,-1.0044
4701.25,0.9766,0.9018,0.975,0.9962,0.881,-0.4398,1.1204,0.9323,0.8974,0.0426,1.1398,1.1097,1.012,-0.8906
4701.4583,1.0911,1.2,1.0324,1.1632,0.9396,0.088,1.2904,0.9886,1.0123,-0.0862,1.1964,1.1653,1.179,-0.5596
4701.6667,1.2628,1.3194,1.2045,1.3858,1.1151,-1.3299,1.517,1.1572,1.0123,0.6832,1.4227,1.3876,1.4574,0.0447
4701.875,1.2628,1.379,1.3193,1.4415,1.2322,-0.9453,1.5737,1.3821,1.1847,-1.1546,1.5359,1.5543,1.6245,0.5862
4702.0833,1.4919,1.558,1.4341,1.6085,1.4078,-0.2333,1.687,1.6069,1.4145,0.6788,1.6491,1.721,1.7358,1.0402
4702.2917,1.6064,1.737,1.6062,1.7198,1.5833,1.8992,1.7437,1.7756,1.7018,0.7902,1.7057,1.8321,1.9029,1.3416
4702.5,1.6636,1.8563,1.7209,1.7198,1.7004,-0.0699,1.9136,1.7756,1.7592,1.5805,1.8189,1.9433,1.9029,1.5516
4702.7083,1.6636,1.9159,1.7209,1.7755,1.7589,0.1068,1.9136,1.7194,1.7018,-1.8828,1.9321,1.8877,1.8472,1.7131
4702.9167,1.7209,1.9159,1.7783,1.7198,1.7589,-0.3264,1.9136,1.7756,1.8167,2.0583,1.8755,1.9433,1.9586,1.8491
4703.125,1.6636,1.9159,1.7783,1.7755,1.7004,0.8093,1.9136,1.7756,1.7592,-1.0861,1.9321,1.8877,1.8472,1.9015
4703.3333,1.6636,1.9159,1.7783,1.3302,1.7589,1.0876,1.857,1.7194,1.7018,1.6512,1.8755,1.8877,1.9586,1.9301
4703.5417,1.5491,1.8563,1.7209,1.3302,1.6419,-1.6183,1.857,1.7194,1.6443,0.6993,1.8189,1.7766,1.8472,1.8555
4703.75,1.5491,1.737,1.6636,1.3302,1.5833,0.557,1.7437,1.6069,1.6443,-0.1415,1.7623,1.721,1.8472,1.6671
4703.9583,1.3773,1.558,1.4341,1.2188,1.4078,-0.7894,1.5737,1.4383,1.5294,1.1607,1.6491,1.5543,1.5688,1.4603
4704.1667,1.0911,1.379,1.2619,1.1075,1.2322,-0.9374,1.2904,1.2696,1.357,-1.8146,1.4793,1.332,1.3461,1.2361
4704.375,1.0911,1.379,1.0324,0.9962,1.0566,0.1465,1.347,1.2134,1.2996,-0.383,1.3662,1.2764,1.2904,1.069
4704.5833,1.0338,1.379,0.975,0.9405,0.9981,0.1027,1.347,1.0448,1.2421,-0.3505,1.3662,1.332,1.2347,0.6195
4704.7917,0.9766,1.379,0.975,0.9962,0.9396,1.1062,1.0637,1.1572,1.1847,-0.2158,1.3096,1.1653,1.179,0.1438
4705,0.862,1.3194,0.8603,0.8848,0.881,-1.7768,1.2904,0.9886,1.1272,-0.0089,1.1964,1.1653,1.0677,-0.2986
4705.2083,0.9766,1.2597,0.8603,0.9405,0.881,-0.4447,1.2904,0.8761,0.9548,-0.7631,1.253,1.0541,1.012,-0.6544
4705.4167,0.862,1.2597,0.8603,0.8292,0.881,0.4635,1.2337,0.8199,0.8399,0.7099,1.1964,0.943,1.012,-0.8919
4705.625,0.8048,1.1404,0.8029,0.7735,0.764,0.1192,1.0637,0.8199,0.8399,0.4703,1.1964,0.943,0.9563,-1.0024
4705.8333,0.9766,1.1404,0.8603,0.7178,0.881,0.7036,1.1771,0.7637,0.7825,0.663,1.1398,0.8874,0.9563,-1.1101
4706.0417,0.9766,1.1404,0.8603,0.7178,0.881,1.0659,1.1204,0.7637,0.725,-1.026,1.1398,0.8319,0.8449,-1.0754
4706.25,1.0338,1.1404,0.8603,0.7178,0.881,-0.4313,1.0637,0.7637,0.7825,1.9193,1.1398,0.8874,0.8449,-1.0654
4706.4583,1.0911,1.3194,0.975,0.8292,0.9981,0.958,1.2904,0.9886,0.8974,0.0449,1.3096,1.1653,1.2347,-0.7671
4706.6667,1.2628,1.379,1.2619,1.0518,1.1737,-1.3602,1.517,1.2134,1.1272,0.6759,1.5359,1.332,1.4574,-0.1837
4706.875,1.4346,1.558,1.4341,1.3302,1.3492,1.1461,1.687,1.4383,1.2996,-0.834,1.6491,1.5543,1.6245,0.2349
4707.0833,1.6064,1.737,1.6636,1.4972,1.5833,-0.7013,1.8003,1.6069,1.4719,2.1403,1.7623,1.721,1.7915,0.7435
4707.2917,1.7781,1.7966,1.7783,1.7198,1.7589,-0.6594,1.857,1.7194,1.6443,-0.8947,1.8189,1.8321,1.8472,1.133
4707.5,1.8354,1.7966,1.8357,1.8868,1.7589,-0.8118,1.9136,1.7756,1.7018,1.2831,1.8755,1.8321,1.9029,1.4952
4707.7083,1.9499,1.737,1.9505,1.9425,1.876,0.2507,2.027,1.888,1.8167,0.1292,1.8755,1.9433,2.0143,1.7222
4707.9167,2.0072,1.737,1.9505,1.9425,1.9345,0.6056,2.027,1.8318,1.9316,-0.7114,1.9887,2.0544,2.0143,1.8749
4708.125,2.0644,1.8563,2.0078,2.0538,1.993,-1.0825,1.9703,1.9443,1.8741,-0.406,1.9887,2.0544,2.0143,1.9254
4708.3333,2.0072,1.7966,1.9505,2.0538,1.9345,-0.4105,1.9703,1.9443,1.8741,-0.5366,1.9887,2.0544,2.0143,1.9363
4708.5417,2.0072,1.7966,1.9505,1.9425,1.9345,-0.5191,1.9136,1.9443,1.8741,-0.747,1.9887,1.9433,1.8472,1.7602
4708.75,1.8354,1.737,1.8357,1.7755,1.8174,1.8541,1.8003,1.7756,1.7592,0.5081,1.8189,1.8321,1.5131,1.5051
4708.9583,1.5491,1.4387,1.4914,1.6085,1.4663,2.6559,1.687,1.3259,1.4145,-0.4454,1.6491,1.6654,1.4017,1.3363
4709.1667,1.3773,1.379,1.2619,1.3858,1.2907,0.2614,1.4037,1.1572,1.2421,2.8134,1.3662,1.4431,1.179,1.3051
4709.375,1.2628,1.2597,1.2619,1.3302,1.2322,-0.5889,1.1771,1.0448,1.1847,-0.5299,1.253,1.3876,1.2347,1.2075
4709.5833,1.1483,1.2597,1.2045,1.1075,1.1737,0.4154,1.1771,0.9323,1.0697,2.5832,1.253,1.2208,1.2347,0.7194
4709.7917,1.0911,1.1404,1.1472,1.1075,1.1151,0.7082,1.1771,0.9323,0.9548,0.953,1.253,1.2208,1.0677,0.2062
4710,1.0338,1.1404,1.0898,1.0518,1.0566,0.6017,1.0637,0.9323,0.9548,0.0256,1.1398,1.1653,1.012,-0.1894
4710.2083,1.0338,1.0211,1.0324,1.0518,1.0566,-0.6941,1.0637,0.9323,0.8974,0.7431,1.0832,1.0541,1.012,-0.4423
4710.4167,1.0911,1.0211,1.0324,0.9962,1.0566,-0.8865,0.9504,0.8199,0.8399,-1.4026,1.0832,1.0541,1.012,-0.5866
4710.625,0.9193,1.0211,0.975,0.9405,0.9981,0.5627,0.8938,0.8199,0.8399,0.2966,1.0266,0.9986,0.9563,-0.6531
4710.8333,0.862,1.0211,0.8603,0.8848,0.8225,1.1671,0.8371,0.8199,0.7825,1.6923,1.0266,0.8874,0.9563,-0.6179
4711.0417,0.9193,0.9018,0.8603,0.8848,0.881,-0.046,0.8938,0.8199,0.7825,1.2492,1.0266,0.943,0.8449,-0.4727
4711.25,0.862,1.0211,0.8603,0.8848,0.881,0.6464,0.8938,0.8199,0.8974,-1.8208,1.0832,0.943,0.9006,-0.1769
4711.4583,1.2056,1.379,1.2045,0.9962,1.2322,-0.1152,1.347,1.2134,1.1847,-1.2133,1.4227,1.2208,1.2904,0.2814
4711.6667,1.4346,1.6773,1.4341,1.3302,1.4663,-0.9025,1.687,1.3821,1.357,-0.8673,1.5925,1.3876,1.4574,0.7013
4711.875,1.6064,1.7966,1.7209,1.4972,1.7004,0.4575,1.8003,1.6069,1.6443,-2.6577,1.7623,1.6654,1.6802,1.0109
4712.0833,1.7781,1.9159,1.8357,1.7198,1.8174,0.5616,1.9136,1.7756,1.7592,0.1047,1.8189,1.8321,1.8472,1.4934
4712.2917,1.9499,1.9159,1.9505,1.8868,1.9345,-1.179,1.9703,1.888,1.989,-0.2165,1.8755,1.8877,1.9029,1.9484
4712.5,2.0644,2.0353,2.0078,1.9425,1.993,-0.2417,2.027,1.9443,2.0465,-0.818,1.9887,1.9988,1.9586,2.325
4712.7083,2.0644,2.0353,2.0078,2.0538,1.993,0.0262,2.027,2.0005,2.104,0.2303,1.9887,1.9988,2.0143,2.5003
4712.9167,2.1217,2.0353,2.0078,2.0538,2.0515,-0.5539,2.0836,1.9443,2.104,-0.429,1.9887,2.11,2.1256,2.6597
4713.125,2.1789,2.0353,2.1226,2.1095,2.1101,-0.3588,1.9703,2.1129,2.1614,0.0977,1.9321,2.1655,2.1256,2.7258
4713.3333,2.0644,1.9159,2.0652,1.7755,1.993,-2.014,1.4604,2.0567,1.989,-0.367,1.8755,2.1655,1.9029,2.7771
4713.5417,1.9499,1.9159,2.0078,1.4415,1.9345,0.4477,1.6303,2.0567,1.8741,-0.1286,1.5359,1.8877,1.6802,2.7573
4713.75,1.8927,1.7966,1.8931,1.4415,1.876,-0.7923,1.6303,1.8318,1.5868,-0.8473,1.4227,1.7766,1.6245,2.7003
4713.9583,1.5491,1.558,1.6636,1.2745,1.6419,0.9318,1.5737,1.6632,1.4145,1.6616,1.3662,1.5543,1.5131,2.4483
4714.1667,1.3201,1.4387,1.3767,1.2188,1.3492,-0.1284,1.4604,1.3259,1.2421,1.3068,1.3662,1.4987,1.4017,2.2604
4714.375,1.2628,1.379,1.2619,1.1632,1.2907,0.2404,1.4037,1.2696,1.1847,0.518,1.253,1.4431,1.2904,1.9608
4714.5833,1.3201,1.379,1.3193,1.0518,1.3492,-0.674,1.347,1.2134,1.1847,-0.3485,1.253,1.3876,1.2347,1.2944
4714.7917,1.1483,1.3194,1.2045,0.9962,1.2322,2.0924,1.347,1.101,1.0697,-1.6732,1.253,1.2208,1.0677,0.7023
4715,1.0911,1.2597,1.0898,0.9962,1.1151,-0.4472,1.2337,1.101,1.0697,0.301,1.1964,1.1097,1.0677,0.2591
4715.2083,1.0338,1.2597,1.0898,0.9405,1.1151,0.2459,1.2904,1.101,1.0697,0.092,1.1964,1.0541,1.012,-0.0458
4715.4167,1.0338,1.2,1.0324,0.8848,1.1151,-1.1076,1.2337,0.9886,0.9548,1.437,1.1964,1.1097,1.012,-0.2738
4715.625,0.9193,1.1404,0.9177,0.8292,0.9396,-0.5543,1.1204,0.9323,0.8974,1.3894,1.1398,1.0541,1.012,-0.3351
4715.8333,0.9193,1.0211,0.975,0.8292,1.0566,-0.8435,1.2337,0.8761,0.8399,0.1715,1.253,0.943,0.9006,-0.4028
4716.0417,0.862,1.0211,0.8603,0.8292,0.881,1.0337,1.2337,0.8199,0.8399,2.8069,1.253,1.0541,0.9563,-0.2135
4716.25,0.862,1.1404,0.8603,0.8292,0.9396,-0.5824,1.2904,0.8199,0.8974,-0.3266,1.3096,0.943,0.9006,0.0092
4716.4583,1.1483,1.379,1.2045,0.8848,1.2322,0.6902,1.4037,1.2134,1.1847,-0.2775,1.4227,1.2208,1.2904,0.4323
4716.6667,1.3201,1.6773,1.4341,0.9962,1.4663,2.056,1.6303,1.3821,1.4145,-0.9897,1.5925,1.4987,1.5131,0.8653
4716.875,1.6064,1.8563,1.7783,1.3302,1.7589,0.3432,1.8003,1.6632,1.7018,0.5482,1.7623,1.7766,1.7915,1.3371
4717.0833,1.8927,1.9756,1.8931,1.6642,1.876,-0.0442,1.9136,1.8318,1.8741,0.4668,1.8755,1.9433,1.9586,1.8386
4717.2917,2.0072,2.0949,1.9505,1.9425,1.993,-1.0168,2.0836,1.9443,1.989,0.4447,1.9887,1.9988,2.0143,2.2838
4717.5,2.1217,2.0949,2.0652,1.9982,2.1101,0.4619,2.0836,1.9443,2.104,-0.1888,2.0453,2.11,2.1813,2.6465
4717.7083,2.1789,2.0949,2.18,2.1095,2.1686,-0.7371,2.1403,2.1129,2.1614,0.2033,2.1585,2.1655,2.1256,2.8539
4717.9167,2.2362,2.0949,2.2373,2.1095,2.2271,-0.7136,2.1969,2.2253,2.1614,-0.7037,2.2151,2.2211,2.237,3.094
4718.125,2.2362,2.1546,2.2373,2.1652,2.2271,-0.539,2.1969,2.2253,2.2189,0.1726,2.1585,2.2211,2.237,3.2286
4718.3333,2.2362,2.1546,2.18,2.1652,2.2271,-1.992,2.0836,2.1129,2.1614,0.3758,2.1585,2.1655,2.2927,3.302
4718.5417,2.2362,2.0353,2.18,2.1652,2.1686,0.9842,2.0836,2.1129,2.0465,0.5926,2.1019,2.1655,2.237,3.3133
4718.75,2.1217,1.9159,2.0652,2.0538,2.0515,-0.6694,2.027,1.9443,1.989,-0.1063,2.0453,1.9433,2.0699,3.1457
4718.9583,1.6636,1.737,1.6636,1.8868,1.6419,-0.1285,1.8003,1.6632,1.7018,0.4731,1.8755,1.7766,1.7358,2.909
4719.1667,1.3773,1.558,1.4341,1.5528,1.3492,-0.6734,1.7437,1.3259,1.4145,-0.7706,1.7623,1.6098,1.4574,2.7259
4719.375,1.2628,1.558,1.3193,1.3858,1.2907,0.3137,1.517,1.2696,1.357,-0.2667,1.5925,1.5543,1.4017,2.4007
4719.5833,1.1483,1.4387,1.2045,1.3858,1.1737,1.0536,1.5737,1.2696,1.2421,-0.4936,1.5359,1.3876,1.3461,1.7214
4719.7917,1.1483,1.4387,1.2045,1.2745,1.1737,0.1663,1.5737,1.2134,1.2421,1.4397,1.5359,1.332,1.2904,1.0786
4755,0.9193,0.7228,0.975,0.6622,0.9396,-0.4654,0.8371,0.8199,0.8974,-1.1758,0.8568,0.7763,0.7336,-0.5259
4755.2083,0.9193,0.6035,0.975,0.5508,0.9396,0.9613,0.7804,0.8199,0.8974,1.0166,0.8002,0.7207,0.6222,-0.8357
4755.4167,0.9193,0.8421,0.9177,0.4952,0.9981,-0.6687,0.6671,0.8761,0.8399,0.3261,0.687,0.554,0.5665,-0.9726
4755.625,0.862,0.7824,0.9177,0.4395,0.9981,-0.6547,0.6671,0.7637,0.7825,0.0977,0.687,0.554,0.6222,-1.0306
4755.8333,0.8048,0.6035,0.8603,0.4395,0.881,0.5353,0.6105,0.6513,0.725,0.9937,0.6304,0.6096,0.5665,-0.99
4756.0417,0.7475,0.5438,0.8029,0.3838,0.8225,1.7721,0.5538,0.595,0.6101,0.3758,0.5738,0.554,0.6222,-0.8552
4756.25,0.6903,0.6631,0.8029,0.4395,0.8225,0.1668,0.6105,0.7075,0.6101,-0.6387,0.6304,0.6651,0.6222,-0.5891
4756.4583,0.8048,0.9018,0.9177,0.5508,0.9396,0.2725,0.7804,0.8199,0.8399,1.6584,0.8568,0.7207,0.6779,-0.2802
4756.6667,0.862,1.2,0.975,0.7178,1.0566,-0.1666,1.0071,0.9323,1.0697,0.1192,1.0832,0.8874,0.9006,-0.041
4756.875,1.0338,1.379,1.2045,0.8848,1.2322,0.7188,1.1771,1.2696,1.2996,0.0404,1.253,1.1097,1.012,0.1765
4757.0833,1.2056,1.558,1.2619,1.1632,1.3492,2.302,1.2904,1.3821,1.4719,-0.1012,1.3662,1.2764,1.2347,0.4544
4757.2917,1.3773,1.6773,1.4914,1.3302,1.4663,-1.029,1.4604,1.6069,1.5868,-0.1031,1.4793,1.4431,1.4574,0.7561
4757.5,1.4346,1.6773,1.5488,1.4415,1.5833,-0.6703,1.517,1.6069,1.6443,-0.1769,1.4793,1.5543,1.5131,1.0615
4757.7083,1.5491,1.4387,1.4914,1.4972,1.5248,-0.3055,1.5737,1.4945,1.6443,0.5905,1.5359,1.6654,1.5688,1.3167
4757.9167,1.6064,1.4387,1.4914,1.6085,1.5833,3.0749,1.517,1.5507,1.6443,-1.4409,1.4793,1.5543,1.5688,1.5204
4758.125,1.6636,1.4387,1.5488,1.6085,1.5833,1.6716,1.4604,1.4945,1.5294,0.1217,1.4793,1.6098,1.6245,1.6377
4758.3333,1.6636,1.379,1.6062,1.5528,1.6419,-0.063,1.517,1.5507,1.5294,1.176,1.4793,1.4987,1.5688,1.6831
4758.5417,1.6064,1.379,1.6062,1.4972,1.5248,0.2484,1.4037,1.6069,1.5294,-0.857,1.3662,1.5543,1.6245,1.6261
4758.75,1.4346,1.2597,1.4341,1.4415,1.4078,1.8366,1.2904,1.3821,1.357,-0.0255,1.3096,1.4431,1.4574,1.526
4758.9583,1.2628,1.0211,1.2045,1.2745,1.1737,0.4921,1.1204,0.9886,1.0697,0.3128,1.1398,1.2764,1.2904,1.2326
4759.1667,1.0911,0.9018,0.975,1.0518,1.0566,0.5347,0.8938,0.8199,0.8974,0.1135,0.9134,1.0541,1.2347,1.1453
4759.375,0.9766,0.7824,0.9177,0.9405,0.881,0.0643,0.8371,0.8761,0.7825,-0.5076,0.8568,0.943,0.9563,0.9162
4759.5833,1.0338,0.7824,0.975,0.8848,1.0566,-1.1229,0.7238,0.7637,0.7825,0.0137,0.8568,0.943,0.9006,0.4125
4759.7917,1.0338,0.6631,0.9177,0.8848,0.9396,-0.5533,0.7238,0.7637,0.6675,1.2345,0.687,0.8319,0.8449,-0.1051
4760,0.9766,0.6035,0.9177,0.7735,0.9981,-0.6889,0.7238,0.7075,0.6101,1.2934,0.6304,0.7763,0.8449,-0.5071
