inst#,actual,predicted,error,distribution,
1348,1:0,2:1,+,0.224,*0.776
1349,1:0,1:0,,*0.523,0.477
1350,1:0,2:1,+,0.038,*0.962
1351,1:0,1:0,,*0.971,0.029
1352,1:0,1:0,,*0.633,0.367
1353,1:0,1:0,,*0.542,0.458
1354,1:0,1:0,,*0.95,0.05
1355,1:0,2:1,+,0.273,*0.727
1356,1:0,2:1,+,0.048,*0.952
1357,1:0,1:0,,*0.544,0.456
1358,1:0,2:1,+,0.447,*0.553
1359,1:0,2:1,+,0.498,*0.502
1360,1:0,1:0,,*0.817,0.183
1361,1:0,2:1,+,0.319,*0.681
1362,1:0,2:1,+,0.363,*0.637
1363,1:0,1:0,,*0.774,0.226
1364,1:0,1:0,,*0.984,0.016
1365,1:0,2:1,+,0.269,*0.731
1366,1:0,2:1,+,0.215,*0.785
1367,1:0,1:0,,*0.501,0.499
1368,1:0,2:1,+,0.268,*0.732
1369,1:0,2:1,+,0.41,*0.59
1370,1:0,2:1,+,0.453,*0.547
1371,1:0,2:1,+,0.439,*0.561
1372,1:0,1:0,,*0.738,0.262
1373,1:0,2:1,+,0.034,*0.966
1374,1:0,2:1,+,0.41,*0.59
1375,1:0,1:0,,*0.777,0.223
1376,1:0,2:1,+,0.092,*0.908
1377,1:0,1:0,,*0.729,0.271
1378,1:0,2:1,+,0.498,*0.502
1379,1:0,2:1,+,0.182,*0.818
1380,1:0,1:0,,*0.522,0.478
1381,1:0,1:0,,*0.956,0.044
1382,1:0,1:0,,*0.976,0.024
1383,1:0,2:1,+,0.363,*0.637
1384,1:0,2:1,+,0.227,*0.773
1385,1:0,2:1,+,0.017,*0.983
1386,1:0,1:0,,*0.636,0.364
1387,1:0,2:1,+,0.498,*0.502
1388,1:0,2:1,+,0.066,*0.934
1389,1:0,1:0,,*0.729,0.271
1390,1:0,1:0,,*0.967,0.033
1391,1:0,1:0,,*0.818,0.182
1392,1:0,1:0,,*0.938,0.062
1393,1:0,2:1,+,0.17,*0.83
1394,1:0,1:0,,*0.734,0.266
1395,1:0,2:1,+,0.361,*0.639
1396,1:0,2:1,+,0.362,*0.638
1397,1:0,2:1,+,0.046,*0.954
1398,1:0,1:0,,*0.636,0.364
1399,1:0,1:0,,*0.588,0.412
1400,1:0,2:1,+,0.454,*0.546
1401,1:0,2:1,+,0.039,*0.961
1402,1:0,2:1,+,0.272,*0.728
1403,1:0,2:1,+,0.457,*0.543
1404,1:0,2:1,+,0.312,*0.688
1405,1:0,2:1,+,0.084,*0.916
1406,1:0,2:1,+,0.452,*0.548
1407,1:0,2:1,+,0.451,*0.549
1408,1:0,1:0,,*0.685,0.315
1409,1:0,1:0,,*0.593,0.407
1410,1:0,2:1,+,0.029,*0.971
1411,1:0,2:1,+,0.406,*0.594
1412,1:0,1:0,,*0.632,0.368
1413,1:0,2:1,+,0.046,*0.954
1414,1:0,1:0,,*0.728,0.272
1415,1:0,1:0,,*0.727,0.273
1416,1:0,2:1,+,0.257,*0.743
1417,1:0,2:1,+,0.41,*0.59
1418,1:0,1:0,,*0.585,0.415
1419,1:0,1:0,,*0.515,0.485
1420,1:0,2:1,+,0.453,*0.547
1421,1:0,2:1,+,0.037,*0.963
1422,1:0,1:0,,*0.867,0.133
1423,1:0,2:1,+,0.275,*0.725
1424,1:0,2:1,+,0.495,*0.505
1425,1:0,2:1,+,0.45,*0.55
1426,1:0,1:0,,*0.544,0.456
1427,1:0,1:0,,*0.728,0.272
1428,1:0,2:1,+,0.346,*0.654
1429,1:0,2:1,+,0.318,*0.682
1430,1:0,1:0,,*0.639,0.361
1431,1:0,2:1,+,0.409,*0.591
1432,1:0,1:0,,*0.651,0.349
1433,1:0,1:0,,*0.695,0.305
1434,1:0,1:0,,*0.545,0.455
1435,1:0,2:1,+,0.048,*0.952
1436,1:0,1:0,,*0.631,0.369
1437,1:0,1:0,,*0.543,0.457
1438,1:0,1:0,,*0.545,0.455
1439,1:0,2:1,+,0.182,*0.818
1440,1:0,1:0,,*0.938,0.062
1441,1:0,2:1,+,0.457,*0.543
1442,1:0,1:0,,*0.593,0.407
1443,1:0,1:0,,*0.862,0.138
1444,1:0,2:1,+,0.211,*0.789
1445,1:0,1:0,,*0.65,0.35
1446,1:0,1:0,,*0.586,0.414
1447,1:0,2:1,+,0.499,*0.501
1448,1:0,1:0,,*0.824,0.176
1449,1:0,2:1,+,0.408,*0.592
1450,1:0,2:1,+,0.186,*0.814
1451,1:0,1:0,,*0.632,0.368
1452,1:0,2:1,+,0.405,*0.595
1453,1:0,2:1,+,0.361,*0.639
1454,1:0,1:0,,*0.815,0.185
1455,1:0,2:1,+,0.412,*0.588
1456,1:0,1:0,,*0.978,0.022
1457,1:0,2:1,+,0.454,*0.546
1458,1:0,2:1,+,0.039,*0.961
1459,1:0,1:0,,*0.731,0.269
1460,1:0,1:0,,*0.546,0.454
1461,1:0,2:1,+,0.319,*0.681
1462,1:0,1:0,,*0.565,0.435
1463,1:0,1:0,,*0.502,0.498
1464,1:0,2:1,+,0.407,*0.593
1465,1:0,1:0,,*0.546,0.454
1466,1:0,2:1,+,0.219,*0.781
1467,1:0,2:1,+,0.066,*0.934
1468,1:0,1:0,,*0.96,0.04
1469,1:0,2:1,+,0.312,*0.688
1470,1:0,2:1,+,0.305,*0.695
1471,1:0,2:1,+,0.066,*0.934
1472,1:0,1:0,,*0.691,0.309
1473,1:0,1:0,,*0.547,0.453
1474,1:0,1:0,,*0.585,0.415
1475,1:0,2:1,+,0.46,*0.54
1476,1:0,1:0,,*0.682,0.318
1477,1:0,1:0,,*0.681,0.319
1478,1:0,2:1,+,0.225,*0.775
1479,1:0,2:1,+,0.17,*0.83
1480,1:0,1:0,,*0.94,0.06
1481,1:0,1:0,,*0.977,0.023
1482,1:0,1:0,,*0.582,0.418
1483,1:0,1:0,,*0.586,0.414
1484,1:0,2:1,+,0.045,*0.955
1485,1:0,2:1,+,0.022,*0.978
1486,1:0,2:1,+,0.259,*0.741
1487,1:0,2:1,+,0.451,*0.549
1488,1:0,2:1,+,0.045,*0.955
1489,1:0,2:1,+,0.411,*0.589
1490,1:0,2:1,+,0.22,*0.78
1491,1:0,1:0,,*0.501,0.499
1492,1:0,2:1,+,0.045,*0.955
1493,1:0,2:1,+,0.318,*0.682
1494,1:0,1:0,,*0.921,0.079
1495,1:0,2:1,+,0.18,*0.82
1496,1:0,1:0,,*0.597,0.403
1497,1:0,2:1,+,0.277,*0.723
1498,1:0,1:0,,*0.773,0.227
1499,1:0,1:0,,*0.685,0.315
1500,1:0,2:1,+,0.32,*0.68
1501,1:0,2:1,+,0.452,*0.548
1502,1:0,2:1,+,0.137,*0.863
1503,1:0,2:1,+,0.408,*0.592
1504,1:0,2:1,+,0.055,*0.945
1505,1:0,2:1,+,0.498,*0.502
1506,1:0,2:1,+,0.27,*0.73
1507,1:0,1:0,,*0.723,0.277
1508,1:0,2:1,+,0.449,*0.551
1509,1:0,2:1,+,0.454,*0.546
1510,1:0,1:0,,*0.773,0.227
1511,1:0,1:0,,*0.501,0.499
1512,1:0,1:0,,*0.597,0.403
1513,1:0,2:1,+,0.033,*0.967
1514,1:0,2:1,+,0.454,*0.546
1515,1:0,1:0,,*0.59,0.41
1516,1:0,1:0,,*0.721,0.279
1517,1:0,1:0,,*0.628,0.372
1518,1:0,1:0,,*0.911,0.089
1519,1:0,1:0,,*0.92,0.08
1520,1:0,2:1,+,0.316,*0.684
1521,1:0,1:0,,*0.978,0.022
1522,1:0,1:0,,*0.742,0.258
1523,1:0,2:1,+,0.498,*0.502
1524,1:0,1:0,,*0.501,0.499
1525,1:0,2:1,+,0.274,*0.726
1526,1:0,2:1,+,0.406,*0.594
1527,1:0,2:1,+,0.363,*0.637
1528,1:0,1:0,,*0.777,0.223
1529,1:0,2:1,+,0.229,*0.771
1530,1:0,2:1,+,0.397,*0.603
1531,1:0,2:1,+,0.414,*0.586
1532,1:0,2:1,+,0.317,*0.683
1533,1:0,1:0,,*0.638,0.362
1534,1:0,2:1,+,0.359,*0.641
1535,1:0,2:1,+,0.058,*0.942
1536,1:0,1:0,,*0.821,0.179
1537,1:0,1:0,,*0.821,0.179
1538,1:0,1:0,,*0.503,0.497
1539,1:0,1:0,,*0.772,0.228
1540,1:0,2:1,+,0.36,*0.64
1541,1:0,2:1,+,0.481,*0.519
1542,1:0,1:0,,*0.595,0.405
1543,1:0,2:1,+,0.046,*0.954
1544,1:0,1:0,,*0.5,0.5
1545,1:0,2:1,+,0.367,*0.633
1546,1:0,1:0,,*0.862,0.138
1547,1:0,2:1,+,0.457,*0.543
1548,1:0,1:0,,*0.774,0.226
1549,1:0,1:0,,*0.547,0.453
1550,1:0,1:0,,*0.727,0.273
1551,1:0,2:1,+,0.044,*0.956
1552,1:0,2:1,+,0.046,*0.954
1553,1:0,1:0,,*0.5,0.5
1554,1:0,2:1,+,0.39,*0.61
1555,1:0,1:0,,*0.587,0.413
1556,1:0,2:1,+,0.319,*0.681
1557,1:0,2:1,+,0.414,*0.586
1558,1:0,2:1,+,0.274,*0.726
1559,1:0,2:1,+,0.458,*0.542
1560,1:0,1:0,,*0.588,0.412
1561,1:0,2:1,+,0.316,*0.684
1562,1:0,1:0,,*0.636,0.364
1563,1:0,2:1,+,0.413,*0.587
1564,1:0,1:0,,*0.546,0.454
1565,1:0,2:1,+,0.363,*0.637
1566,1:0,1:0,,*0.983,0.017
1567,1:0,1:0,,*0.544,0.456
1568,1:0,2:1,+,0.017,*0.983
1569,1:0,1:0,,*0.73,0.27
1570,1:0,1:0,,*0.547,0.453
1571,1:0,2:1,+,0.455,*0.545
1572,1:0,2:1,+,0.32,*0.68
1573,1:0,1:0,,*0.544,0.456
1574,1:0,2:1,+,0.46,*0.54
1575,1:0,1:0,,*0.502,0.498
1576,1:0,2:1,+,0.362,*0.638
1577,1:0,2:1,+,0.318,*0.682
1578,1:0,2:1,+,0.453,*0.547
1579,1:0,1:0,,*0.636,0.364
1580,1:0,1:0,,*0.865,0.135
1581,1:0,2:1,+,0.361,*0.639
1582,1:0,2:1,+,0.224,*0.776
1583,1:0,1:0,,*0.595,0.405
1584,1:0,1:0,,*0.934,0.066
1585,1:0,2:1,+,0.223,*0.777
1586,1:0,1:0,,*0.551,0.449
1587,1:0,1:0,,*0.742,0.258
1588,1:0,1:0,,*0.524,0.476
1589,1:0,2:1,+,0.32,*0.68
1590,1:0,2:1,+,0.275,*0.725
1591,1:0,2:1,+,0.363,*0.637
1592,1:0,2:1,+,0.408,*0.592
1593,1:0,2:1,+,0.499,*0.501
1594,1:0,1:0,,*0.684,0.316
1595,1:0,1:0,,*0.774,0.226
1596,1:0,2:1,+,0.361,*0.639
1597,1:0,2:1,+,0.044,*0.956
1598,1:0,2:1,+,0.358,*0.642
1599,1:0,2:1,+,0.023,*0.977
1600,1:0,2:1,+,0.272,*0.728
1601,1:0,2:1,+,0.026,*0.974
1602,1:0,1:0,,*0.95,0.05
1603,1:0,1:0,,*0.773,0.227
1604,1:0,1:0,,*0.549,0.451
1605,1:0,1:0,,*0.628,0.372
1606,1:0,1:0,,*0.592,0.408
1607,1:0,2:1,+,0.358,*0.642
1608,1:0,2:1,+,0.346,*0.654
1609,1:0,2:1,+,0.272,*0.728
1610,1:0,2:1,+,0.457,*0.543
1611,1:0,1:0,,*0.597,0.403
1612,1:0,1:0,,*0.633,0.367
1613,1:0,2:1,+,0.317,*0.683
1614,1:0,2:1,+,0.078,*0.922
1615,1:0,1:0,,*0.863,0.137
1616,1:0,1:0,,*0.969,0.031
1617,1:0,2:1,+,0.347,*0.653
1618,1:0,2:1,+,0.275,*0.725
1619,1:0,1:0,,*0.682,0.318
1620,1:0,2:1,+,0.006,*0.994
1621,1:0,2:1,+,0.361,*0.639
1622,1:0,1:0,,*0.984,0.016
1623,1:0,2:1,+,0.225,*0.775
1624,1:0,1:0,,*0.634,0.366
1625,1:0,1:0,,*0.949,0.051
1626,1:0,1:0,,*0.727,0.273
1627,1:0,1:0,,*0.777,0.223
1628,1:0,1:0,,*0.92,0.08
1629,1:0,1:0,,*0.59,0.41
1630,1:0,2:1,+,0.135,*0.865
1631,1:0,1:0,,*0.502,0.498
1632,1:0,1:0,,*0.819,0.181
1633,1:0,1:0,,*0.594,0.406
1634,1:0,1:0,,*0.519,0.481
1635,1:0,1:0,,*0.636,0.364
1636,1:0,2:1,+,0.316,*0.684
1637,1:0,1:0,,*0.684,0.316
1638,1:0,2:1,+,0.058,*0.942
1639,1:0,2:1,+,0.452,*0.548
1640,1:0,1:0,,*0.93,0.07
1641,1:0,2:1,+,0.456,*0.544
1642,1:0,2:1,+,0.268,*0.732
1643,1:0,1:0,,*0.501,0.499
1644,1:0,2:1,+,0.41,*0.59
1645,1:0,2:1,+,0.315,*0.685
1646,1:0,2:1,+,0.32,*0.68
1647,1:0,1:0,,*0.728,0.272
1648,1:0,1:0,,*0.683,0.317
1649,1:0,2:1,+,0.222,*0.778
1650,1:0,2:1,+,0.5,*0.5
1651,1:0,1:0,,*0.741,0.259
1652,1:0,1:0,,*0.77,0.23
1653,1:0,1:0,,*0.637,0.363
1654,1:0,2:1,+,0.051,*0.949
1655,1:0,1:0,,*0.683,0.317
1656,1:0,2:1,+,0.319,*0.681
1657,1:0,2:1,+,0.277,*0.723
1658,1:0,1:0,,*0.543,0.457
1659,1:0,2:1,+,0.057,*0.943
1660,1:0,2:1,+,0.371,*0.629
1661,1:0,2:1,+,0.222,*0.778
1662,1:0,1:0,,*0.77,0.23
1663,1:0,1:0,,*0.678,0.322
1664,1:0,1:0,,*0.548,0.452
1665,1:0,1:0,,*0.947,0.053
1666,1:0,2:1,+,0.175,*0.825
1667,1:0,1:0,,*0.548,0.452
1668,1:0,2:1,+,0.181,*0.819
1669,1:0,2:1,+,0.454,*0.546
1670,1:0,2:1,+,0.347,*0.653
1671,1:0,1:0,,*0.55,0.45
1672,1:0,1:0,,*0.929,0.071
1673,1:0,1:0,,*0.501,0.499
1674,1:0,2:1,+,0.43,*0.57
1675,1:0,2:1,+,0.409,*0.591
1676,1:0,1:0,,*0.631,0.369
1677,1:0,2:1,+,0.451,*0.549
1678,1:0,2:1,+,0.079,*0.921
1679,1:0,1:0,,*0.686,0.314
1680,1:0,1:0,,*0.686,0.314
1681,1:0,1:0,,*0.682,0.318
1682,1:0,1:0,,*0.821,0.179
1683,1:0,1:0,,*0.501,0.499
1684,1:0,1:0,,*0.594,0.406
1685,1:0,2:1,+,0.274,*0.726
1686,1:0,1:0,,*0.546,0.454
1687,1:0,2:1,+,0.272,*0.728
1688,1:0,1:0,,*0.687,0.313
1689,1:0,2:1,+,0.315,*0.685
1690,1:0,2:1,+,0.456,*0.544
1691,1:0,2:1,+,0.403,*0.597
1692,1:0,2:1,+,0.016,*0.984
1693,1:0,1:0,,*0.955,0.045
1694,1:0,2:1,+,0.3,*0.7
1695,1:0,2:1,+,0.179,*0.821
1696,1:0,2:1,+,0.048,*0.952
1697,1:0,2:1,+,0.041,*0.959
1698,1:0,2:1,+,0.314,*0.686
1699,1:0,2:1,+,0.307,*0.693
1700,1:0,2:1,+,0.225,*0.775
1701,1:0,1:0,,*0.82,0.18
1702,1:0,1:0,,*0.774,0.226
1703,1:0,1:0,,*0.592,0.408
1704,1:0,1:0,,*0.547,0.453
1705,1:0,1:0,,*0.587,0.413
1706,1:0,1:0,,*0.589,0.411
1707,1:0,1:0,,*0.676,0.324
1708,1:0,2:1,+,0.22,*0.78
1709,1:0,2:1,+,0.409,*0.591
1710,1:0,1:0,,*0.989,0.011
1711,1:0,2:1,+,0.41,*0.59
1712,1:0,2:1,+,0.27,*0.73
1713,1:0,1:0,,*0.728,0.272
1714,1:0,1:0,,*0.93,0.07
1715,1:0,1:0,,*0.686,0.314
1716,1:0,2:1,+,0.457,*0.543
1717,1:0,1:0,,*0.589,0.411
1718,1:0,2:1,+,0.454,*0.546
1719,1:0,2:1,+,0.406,*0.594
1720,1:0,2:1,+,0.498,*0.502
1721,1:0,1:0,,*0.545,0.455
1722,1:0,2:1,+,0.032,*0.968
1723,1:0,1:0,,*0.942,0.058
1724,1:0,2:1,+,0.053,*0.947
1725,1:0,1:0,,*0.68,0.32
1726,1:0,1:0,,*0.645,0.355
1727,1:0,1:0,,*0.634,0.366
1728,1:0,2:1,+,0.224,*0.776
1729,1:0,2:1,+,0.313,*0.687
1730,1:0,1:0,,*0.91,0.09
1731,1:0,1:0,,*0.816,0.184
1732,1:0,2:1,+,0.089,*0.911
1733,1:0,1:0,,*0.964,0.036
1734,1:0,2:1,+,0.316,*0.684
1735,1:0,1:0,,*0.972,0.028
1736,1:0,1:0,,*0.682,0.318
1737,1:0,1:0,,*0.537,0.463
1738,1:0,1:0,,*0.678,0.322
1739,1:0,2:1,+,0.319,*0.681
1740,1:0,2:1,+,0.047,*0.953
1741,1:0,1:0,,*0.819,0.181
1742,1:0,2:1,+,0.222,*0.778
1743,1:0,1:0,,*0.542,0.458
1744,1:0,2:1,+,0.412,*0.588
1745,1:0,1:0,,*0.587,0.413
1746,1:0,1:0,,*0.816,0.184
1747,1:0,1:0,,*0.507,0.493
1748,1:0,1:0,,*0.863,0.137
1749,1:0,1:0,,*0.594,0.406
1750,1:0,1:0,,*0.772,0.228
1751,1:0,1:0,,*0.965,0.035
1752,1:0,2:1,+,0.319,*0.681
1753,1:0,2:1,+,0.435,*0.565
1754,1:0,1:0,,*0.91,0.09
1755,1:0,2:1,+,0.022,*0.978
1756,1:0,1:0,,*0.945,0.055
1757,1:0,2:1,+,0.301,*0.699
1758,1:0,1:0,,*0.93,0.07
1759,1:0,2:1,+,0.137,*0.863
1760,1:0,1:0,,*0.502,0.498
1761,1:0,2:1,+,0.368,*0.632
1762,1:0,1:0,,*0.568,0.432
1763,1:0,2:1,+,0.057,*0.943
1764,1:0,1:0,,*0.912,0.088
1765,1:0,1:0,,*0.912,0.088
1766,1:0,2:1,+,0.314,*0.686
1767,1:0,1:0,,*0.938,0.062
1768,1:0,1:0,,*0.639,0.361
1769,1:0,1:0,,*0.64,0.36
1770,1:0,1:0,,*0.523,0.477
1771,1:0,1:0,,*0.68,0.32
1772,1:0,2:1,+,0.405,*0.595
1773,1:0,1:0,,*0.592,0.408
1774,1:0,1:0,,*0.921,0.079
1775,1:0,2:1,+,0.453,*0.547
1776,1:0,1:0,,*0.547,0.453
1777,1:0,2:1,+,0.135,*0.865
1778,1:0,1:0,,*0.639,0.361
1779,1:0,2:1,+,0.061,*0.939
1780,1:0,1:0,,*0.588,0.412
1781,1:0,2:1,+,0.361,*0.639
1782,1:0,2:1,+,0.452,*0.548
1783,1:0,2:1,+,0.094,*0.906
1784,1:0,2:1,+,0.454,*0.546
1785,1:0,1:0,,*0.59,0.41
1786,1:0,1:0,,*0.64,0.36
1787,1:0,2:1,+,0.18,*0.82
1788,1:0,2:1,+,0.313,*0.687
1789,1:0,2:1,+,0.361,*0.639
1790,1:0,1:0,,*0.858,0.142
1791,1:0,2:1,+,0.391,*0.609
1792,1:0,2:1,+,0.084,*0.916
1793,1:0,1:0,,*0.587,0.413
1794,1:0,1:0,,*0.547,0.453
1795,1:0,1:0,,*0.966,0.034
1796,1:0,2:1,+,0.006,*0.994
1797,1:0,2:1,+,0.457,*0.543
1798,1:0,1:0,,*0.522,0.478
1799,1:0,1:0,,*0.958,0.042
1800,1:0,2:1,+,0.412,*0.588
1801,1:0,1:0,,*0.55,0.45
1802,1:0,1:0,,*0.607,0.393
1803,1:0,2:1,+,0.229,*0.771
1804,1:0,1:0,,*0.681,0.319
1805,1:0,1:0,,*0.546,0.454
1806,1:0,2:1,+,0.271,*0.729
1807,1:0,2:1,+,0.497,*0.503
1808,1:0,2:1,+,0.091,*0.909
1809,1:0,2:1,+,0.017,*0.983
1810,1:0,2:1,+,0.184,*0.816
1811,1:0,1:0,,*0.589,0.411
1812,1:0,2:1,+,0.028,*0.972
1813,1:0,2:1,+,0.476,*0.524
1814,1:0,1:0,,*0.594,0.406
1815,1:0,1:0,,*0.586,0.414
1816,1:0,1:0,,*0.727,0.273
1817,1:0,2:1,+,0.273,*0.727
1818,1:0,1:0,,*0.682,0.318
1819,1:0,1:0,,*0.774,0.226
1820,1:0,1:0,,*0.932,0.068
1821,1:0,2:1,+,0.457,*0.543
1822,1:0,1:0,,*0.635,0.365
1823,1:0,1:0,,*0.682,0.318
1824,1:0,2:1,+,0.27,*0.73
1825,1:0,2:1,+,0.273,*0.727
1826,1:0,2:1,+,0.4,*0.6
1827,1:0,2:1,+,0.074,*0.926
1828,1:0,1:0,,*0.635,0.365
1829,1:0,1:0,,*0.82,0.18
1830,1:0,2:1,+,0.224,*0.776
1831,1:0,2:1,+,0.414,*0.586
1832,1:0,2:1,+,0.039,*0.961
1833,1:0,2:1,+,0.064,*0.936
1834,1:0,2:1,+,0.046,*0.954
1835,1:0,2:1,+,0.179,*0.821
1836,1:0,2:1,+,0.038,*0.962
1837,1:0,1:0,,*0.732,0.268
1838,1:0,1:0,,*0.553,0.447
1839,1:0,1:0,,*0.68,0.32
1840,1:0,2:1,+,0.275,*0.725
1841,1:0,1:0,,*0.507,0.493
1842,1:0,2:1,+,0.076,*0.924
1843,1:0,1:0,,*0.502,0.498
1844,1:0,2:1,+,0.315,*0.685
1845,1:0,2:1,+,0.499,*0.501
1846,1:0,2:1,+,0.05,*0.95
1847,1:0,1:0,,*0.551,0.449
1848,1:0,1:0,,*0.93,0.07
1849,1:0,2:1,+,0.229,*0.771
1850,1:0,1:0,,*0.92,0.08
1851,1:0,1:0,,*0.727,0.273
1852,1:0,2:1,+,0.226,*0.774
1853,1:0,1:0,,*0.505,0.495
1854,1:0,2:1,+,0.318,*0.682
1855,1:0,2:1,+,0.5,*0.5
1856,1:0,2:1,+,0.368,*0.632
1857,1:0,2:1,+,0.048,*0.952
1858,1:0,1:0,,*0.642,0.358
1859,1:0,1:0,,*0.91,0.09
1860,1:0,2:1,+,0.272,*0.728
1861,1:0,2:1,+,0.481,*0.519
1862,1:0,1:0,,*0.696,0.304
1863,1:0,1:0,,*0.865,0.135
1864,1:0,2:1,+,0.498,*0.502
1865,1:0,1:0,,*0.504,0.496
1866,1:0,2:1,+,0.272,*0.728
1867,1:0,1:0,,*0.544,0.456
1868,1:0,2:1,+,0.457,*0.543
1869,1:0,1:0,,*0.593,0.407
1870,1:0,1:0,,*0.728,0.272
1871,1:0,1:0,,*0.819,0.181
1872,1:0,1:0,,*0.589,0.411
1873,1:0,2:1,+,0.455,*0.545
1874,1:0,2:1,+,0.182,*0.818
1875,1:0,1:0,,*0.728,0.272
1876,1:0,2:1,+,0.22,*0.78
1877,1:0,1:0,,*0.635,0.365
1878,1:0,1:0,,*0.635,0.365
1879,1:0,2:1,+,0.317,*0.683
1880,1:0,1:0,,*0.774,0.226
1881,1:0,1:0,,*0.555,0.445
1882,1:0,1:0,,*0.822,0.178
1883,1:0,1:0,,*0.954,0.046
1884,1:0,1:0,,*0.684,0.316
1885,1:0,1:0,,*0.593,0.407
1886,1:0,1:0,,*0.776,0.224
1887,1:0,1:0,,*0.586,0.414
1888,1:0,1:0,,*0.819,0.181
1889,1:0,2:1,+,0.077,*0.923
1890,1:0,1:0,,*0.593,0.407
1891,1:0,2:1,+,0.271,*0.729
1892,1:0,1:0,,*0.949,0.051
1893,1:0,2:1,+,0.499,*0.501
1894,1:0,2:1,+,0.017,*0.983
1895,1:0,2:1,+,0.363,*0.637
1896,1:0,2:1,+,0.364,*0.636
1897,1:0,1:0,,*0.984,0.016
1898,1:0,2:1,+,0.181,*0.819
1899,1:0,2:1,+,0.457,*0.543
1900,1:0,2:1,+,0.074,*0.926
1901,1:0,1:0,,*0.927,0.073
1902,1:0,2:1,+,0.017,*0.983
1903,1:0,2:1,+,0.172,*0.828
1904,1:0,1:0,,*0.947,0.053
1905,1:0,2:1,+,0.225,*0.775
1906,1:0,2:1,+,0.361,*0.639
1907,1:0,1:0,,*0.547,0.453
1908,1:0,2:1,+,0.496,*0.504
1909,1:0,1:0,,*0.729,0.271
1910,1:0,2:1,+,0.406,*0.594
1911,1:0,2:1,+,0.46,*0.54
1912,1:0,1:0,,*0.728,0.272
1913,1:0,2:1,+,0.366,*0.634
1914,1:0,1:0,,*0.545,0.455
1915,1:0,1:0,,*0.543,0.457
1916,1:0,1:0,,*0.544,0.456
1917,1:0,1:0,,*0.589,0.411
1918,1:0,1:0,,*0.731,0.269
1919,1:0,2:1,+,0.078,*0.922
1920,1:0,2:1,+,0.366,*0.634
1921,1:0,1:0,,*0.59,0.41
1922,1:0,2:1,+,0.224,*0.776
1923,1:0,2:1,+,0.36,*0.64
1924,1:0,2:1,+,0.454,*0.546
1925,1:0,2:1,+,0.036,*0.964
1926,1:0,2:1,+,0.056,*0.944
1927,1:0,2:1,+,0.067,*0.933
1928,1:0,1:0,,*0.952,0.048
1929,1:0,1:0,,*0.504,0.496
1930,1:0,2:1,+,0.027,*0.973
1931,1:0,1:0,,*0.538,0.462
1932,1:0,2:1,+,0.044,*0.956
1933,1:0,2:1,+,0.112,*0.888
1934,1:0,2:1,+,0.042,*0.958
1935,1:0,2:1,+,0.268,*0.732
1936,1:0,1:0,,*0.642,0.358
1937,1:0,1:0,,*0.502,0.498
1938,1:0,2:1,+,0.499,*0.501
1939,1:0,2:1,+,0.46,*0.54
1940,1:0,1:0,,*0.684,0.316
1941,1:0,1:0,,*0.867,0.133
1942,1:0,1:0,,*0.637,0.363
1943,1:0,1:0,,*0.597,0.403
1944,1:0,2:1,+,0.318,*0.682
1945,1:0,2:1,+,0.022,*0.978
1946,1:0,2:1,+,0.455,*0.545
1947,1:0,2:1,+,0.498,*0.502
1948,1:0,1:0,,*0.933,0.067
1949,1:0,2:1,+,0.387,*0.613
1950,1:0,1:0,,*0.978,0.022
1951,1:0,1:0,,*0.651,0.349
1952,1:0,2:1,+,0.049,*0.951
1953,1:0,1:0,,*0.637,0.363
1954,1:0,1:0,,*0.637,0.363
1955,1:0,1:0,,*0.639,0.361
1956,1:0,2:1,+,0.181,*0.819
1957,1:0,2:1,+,0.227,*0.773
1958,1:0,1:0,,*0.677,0.323
1959,1:0,2:1,+,0.409,*0.591
1960,1:0,1:0,,*0.865,0.135
1961,1:0,2:1,+,0.04,*0.96
1962,1:0,1:0,,*0.503,0.497
1963,1:0,2:1,+,0.343,*0.657

