@relation reduce_train_py-weka.filters.unsupervised.attribute.NumericToNominal-Rlast

@attribute Feature1 numeric
@attribute Feature2 numeric
@attribute Feature3 numeric
@attribute Feature4 numeric
@attribute Feature5 numeric
@attribute Feature6 numeric
@attribute Feature7 numeric
@attribute Feature8 numeric
@attribute Feature9 numeric
@attribute Feature10 numeric
@attribute Feature11 numeric
@attribute Feature12 numeric
@attribute Feature13 numeric
@attribute Feature14 numeric
@attribute Feature15 numeric
@attribute Feature16 numeric
@attribute Feature17 numeric
@attribute Feature18 numeric
@attribute Feature19 numeric
@attribute Feature20 numeric
@attribute Feature21 numeric
@attribute Feature22 numeric
@attribute Feature23 numeric
@attribute Feature24 numeric
@attribute Feature25 numeric
@attribute Feature26 numeric
@attribute Feature27 numeric
@attribute Feature28 numeric
@attribute Feature29 numeric
@attribute Feature30 numeric
@attribute Feature31 numeric
@attribute Feature32 numeric
@attribute Feature33 numeric
@attribute Feature34 numeric
@attribute Feature35 numeric
@attribute Feature36 numeric
@attribute Feature37 numeric
@attribute Feature38 numeric
@attribute Feature39 numeric
@attribute Feature40 numeric
@attribute Feature41 numeric
@attribute Feature42 numeric
@attribute Feature43 numeric
@attribute Feature44 numeric
@attribute Feature45 numeric
@attribute Feature46 numeric
@attribute Feature47 numeric
@attribute Feature48 numeric
@attribute Feature49 numeric
@attribute Feature50 numeric
@attribute Feature51 numeric
@attribute Feature52 numeric
@attribute Feature53 numeric
@attribute Feature54 numeric
@attribute Feature55 numeric
@attribute Feature56 numeric
@attribute Feature57 numeric
@attribute Feature58 numeric
@attribute Feature59 numeric
@attribute Feature60 numeric
@attribute Feature61 numeric
@attribute Feature62 numeric
@attribute Feature63 numeric
@attribute Feature64 numeric
@attribute Feature65 numeric
@attribute Feature66 numeric
@attribute Feature67 numeric
@attribute Feature68 numeric
@attribute Feature69 numeric
@attribute Feature70 numeric
@attribute Feature71 numeric
@attribute Feature72 numeric
@attribute Feature73 numeric
@attribute Feature74 numeric
@attribute Feature75 numeric
@attribute Feature76 numeric
@attribute Feature77 numeric
@attribute Feature78 numeric
@attribute Feature79 numeric
@attribute Feature80 numeric
@attribute Feature81 numeric
@attribute Feature82 numeric
@attribute Feature83 numeric
@attribute Feature84 numeric
@attribute Feature85 numeric
@attribute Feature86 numeric
@attribute Feature87 numeric
@attribute Feature88 numeric
@attribute Feature89 numeric
@attribute Feature90 numeric
@attribute Feature91 numeric
@attribute Feature92 numeric
@attribute Feature93 numeric
@attribute Feature94 numeric
@attribute Feature95 numeric
@attribute Feature96 numeric
@attribute Feature97 numeric
@attribute Feature98 numeric
@attribute Feature99 numeric
@attribute Feature100 numeric
@attribute Output {0,1}

@data
-10.69246,-4.32329,-12.06623,-5.38631,-12.06334,-7.08577,-1377.04475,3649.1673,3013.8347,-6774.61169,-1543.90066,-3580.0806,-29.63291,1957.37219,615.69716,-2947.24601,2572.38318,-4763.08811,2868.85487,-2340.83164,2187.31425,720.07116,726.44446,1895.9276,267.14597,-9256.11804,5127.82401,13893.47181,-21785.8414,-5071.53139,-9410.05462,6159.48875,889.92036,-10957.80472,12174.08253,14287.15207,5796.32231,594.46021,-3579.97956,-3138.41681,5901.78301,6913.40049,-5648.62712,19397.8105,4687.78568,8724.11704,-14704.81454,244.30278,2225.54921,-5493.00158,3485.94112,-7118.35999,1198.4134,19875.52965,-8062.69566,5586.66834,21221.04323,25460.87951,-11247.16719,-677.73692,-15081.46505,-10945.60367,928.98767,2107.76678,2183.64619,259.65246,6072.43745,-440.69202,-10389.67442,11237.8563,19254.89029,5810.79245,1143.55444,-7165.92495,2732.54848,-12145.22777,-24192.37075,-1538.66905,-55392.56047,-6520.31972,-19805.8839,5825.43047,-2733.13496,9091.81682,16472.71939,-7253.12594,-23888.01059,1444.56793,-3467.23522,-26337.49074,-21213.20275,-7665.1022,-3753.91981,4373.68344,55387.84197,28429.5749,-12942.57417,8125.97598,7771.54975,18314.05801,0
-10.80289,-4.57395,-12.37349,-5.11962,-11.93096,-6.75276,-1376.99944,3644.46567,3007.97528,-6749.65546,-1565.84305,-3560.99864,4.62607,1942.02472,599.34573,-2911.48905,2603.07844,-4802.89608,2882.65253,-2299.88559,2167.57768,710.03689,715.90496,1836.80582,260.70568,-9228.47289,5130.64439,13811.12926,-21897.61689,-5185.27628,-9226.63038,5996.99033,943.81691,-10987.76067,12209.04832,14310.92082,5661.67012,674.98741,-3761.38103,-2946.71882,6165.47452,6930.16084,-5724.29108,19343.28272,4380.36264,8508.74797,-14458.2298,259.184,2327.5985,-5661.97191,3609.80586,-7177.72633,1381.41404,20094.3282,-7832.40207,5920.67916,20978.09991,25556.69039,-11201.54585,-310.00722,-15210.98651,-10842.07744,927.53477,2343.73092,2347.39318,164.43863,5548.00058,-183.50619,-10552.31299,10338.70718,19482.55438,5847.74351,1653.13679,-6678.26338,2798.63112,-12541.56167,-24128.15403,-1737.71441,-55272.98146,-6925.13791,-20470.35483,6123.16312,-2968.51343,8863.6581,16892.37517,-6629.97489,-23325.2517,2161.71431,-2937.35872,-26297.14854,-22211.48782,-6926.50564,-3729.17521,4815.3595,55100.97051,29139.8979,-13025.0907,7980.13907,8533.20891,17507.95406,0
-10.88692,-4.82057,-12.12248,-4.75185,-11.57369,-7.15565,-1377.65933,3640.77347,3011.306,-6778.44349,-1549.24313,-3553.66787,-4.83422,1991.06682,641.73168,-2944.38278,2648.88806,-4780.24229,2877.47142,-2296.41168,2143.9243,648.4099,663.07864,1890.47687,349.64522,-9269.59901,5178.92713,13842.33643,-21881.2912,-5063.02203,-9283.85956,6121.59374,907.78854,-10925.90958,12012.83174,14083.56204,5680.17349,707.83747,-3443.39548,-3098.33705,6162.63369,7061.3219,-5723.0302,19732.13192,4526.54936,8664.32244,-14806.86779,270.19986,2296.67965,-5680.4511,3447.90313,-7060.62017,1193.15785,20009.17541,-8098.21475,5942.99206,21433.80705,25462.44258,-11463.93918,-60.03842,-14993.78678,-10743.22803,689.90304,2101.85068,2435.96599,-484.10982,5960.00719,-481.75944,-10628.5178,10852.32192,19555.57897,6176.22293,1318.24248,-7066.10908,2868.103,-11846.94142,-24473.09885,-1314.75759,-55492.64364,-6006.04386,-21044.55106,6099.68352,-2841.7361,9002.14321,16194.65861,-6922.3713,-23884.50961,1448.91667,-3153.85083,-26527.11392,-21612.83311,-7432.32143,-4167.79786,4734.21189,54845.04937,28308.24693,-12704.83101,7329.27158,8517.38993,17551.46338,0
-10.57847,-4.90258,-11.93709,-5.0869,-11.21602,-7.37822,-1377.76733,3656.83568,3006.4764,-6766.09172,-1570.58931,-3558.3407,1.14138,1998.7112,623.11915,-2904.16605,2567.05512,-4753.13708,2926.52919,-2287.32388,2147.13327,629.54218,696.40971,1896.89411,249.83507,-9272.84288,5172.2975,13782.33167,-21795.43351,-5114.57144,-9253.97658,6074.63385,939.023,-11079.60231,12179.67382,14195.72583,5739.17311,560.90402,-3479.48555,-3140.95674,6024.75946,6838.26167,-5686.56505,19396.09282,4525.10229,8706.06058,-14743.83914,232.79387,2010.50785,-5593.49871,3180.64417,-7126.66003,1554.91225,19948.89775,-7743.88409,6047.32141,20961.31996,25891.4618,-11163.40905,-305.57917,-14680.83875,-10652.29569,648.46911,1682.94797,2692.04653,64.17499,6586.04727,-570.23615,-10077.3366,11036.6249,19277.44106,6070.16384,1665.79571,-7051.92921,2793.68895,-12243.36333,-23770.36105,-1514.85403,-55847.83915,-6105.78001,-20489.00192,6426.77273,-3206.06109,9344.715,15830.23179,-7066.39299,-24031.5292,1443.59524,-3429.28602,-26737.30088,-21950.71658,-7609.08269,-4839.41163,4412.0051,54995.51175,28603.98234,-13316.51437,7526.03742,9159.80275,16964.72946,1
-11.12354,-4.63556,-12.34873,-5.34112,-11.73147,-6.89704,-1370.75901,3647.05657,3013.40276,-6756.89913,-1555.11921,-3539.27042,-17.773,1974.96407,628.51007,-2929.65788,2642.32127,-4836.77273,2855.12386,-2280.51975,2214.90541,732.12418,699.89785,1794.67672,371.86693,-9287.7719,5144.76469,13860.90966,-21815.19898,-5200.98853,-9338.14693,5952.49462,815.20306,-11064.91652,12272.78595,14339.23281,5727.10467,609.63994,-3711.24378,-3073.88555,6321.91643,6891.42519,-5696.44401,19594.1368,4386.56201,8635.54155,-14555.62256,107.55523,2277.31946,-5750.32548,3338.95958,-7155.79397,1395.80323,20010.90867,-8008.37016,5879.46513,21262.38811,25722.26509,-11303.51813,-392.14125,-15036.72255,-10662.05666,732.54489,2006.73477,2066.99883,-121.41416,6356.718,-758.77326,-10466.06232,10617.56367,19378.26296,5723.43484,1568.40538,-6845.37524,3127.81725,-12820.4949,-24292.82211,-1074.99574,-55313.1178,-6580.95502,-19808.13715,6315.30906,-2348.89422,9139.58951,16696.90245,-7798.02405,-23835.06766,1288.10504,-3506.38403,-26604.69286,-21967.28955,-7175.04541,-4004.3985,4193.79227,55049.5345,28905.15737,-12970.99582,7764.80235,8407.54935,17399.36666,1
-10.73424,-4.35537,-12.67316,-4.56578,-11.59727,-6.94424,-1372.85357,3642.92021,3016.28857,-6771.78483,-1573.99831,-3552.36385,-4.65889,1984.45655,597.27915,-2921.15208,2571.62922,-4752.19323,2880.07943,-2344.2359,2211.10403,636.49368,818.5804,1860.86656,255.48624,-9209.33479,5179.77639,13910.15688,-21781.9034,-5124.79847,-9322.23793,6018.16135,922.6036,-10990.92425,12166.29372,14148.58455,5671.78117,598.28925,-3559.34249,-3020.78475,6050.9775,6924.68376,-5448.89097,19444.37691,4365.68777,8740.0137,-14484.24587,357.81874,2558.67433,-5595.51311,3591.90782,-7066.63995,1299.90128,20032.96131,-7915.38273,5396.55262,21182.08009,25699.4568,-11150.95941,-558.85833,-15134.54794,-10669.47926,555.6194,2132.37962,2803.41426,-109.39301,6234.36776,-439.8135,-10522.91148,10783.15956,19618.77978,6210.44416,1013.13999,-6913.92441,2845.37253,-12869.89007,-24434.00801,-1533.85227,-55827.7056,-6273.0377,-20099.09251,6113.02188,-2847.3443,8878.02738,16183.23671,-7206.66613,-24345.77176,1801.72006,-3431.33122,-26561.2903,-21768.7222,-7503.5812,-4158.28718,5086.77912,55089.8559,27846.95581,-12837.27818,7699.94578,8123.27755,17933.5378,0
-10.87864,-4.52289,-12.25021,-4.51222,-11.26817,-6.57803,-1371.38626,3646.76368,3018.32205,-6759.60496,-1561.36439,-3545.72992,16.28922,1984.9447,638.1442,-2925.72213,2614.6887,-4749.80885,2865.73021,-2258.39548,2225.76233,683.75672,713.30031,1870.19777,323.21108,-9292.5005,5158.73088,13848.92639,-21854.64166,-5019.969,-9415.97425,6159.56522,839.70969,-11069.40171,12234.0081,14225.38638,5765.86829,477.9132,-3564.51422,-2965.44099,5944.01716,6914.9257,-5705.93917,19605.76004,4370.06774,8474.67353,-14681.82847,351.6934,2370.5961,-5749.76494,3336.57788,-7268.6071,1449.59052,19887.73625,-8024.36468,5683.98535,21316.5367,25958.63392,-11389.73118,-700.12112,-14935.28216,-10761.09507,646.01949,2150.59919,2781.30831,-3.03092,5964.00747,-554.00213,-10933.73241,10787.25731,19541.13916,6153.37794,1233.65099,-6910.21939,3275.87842,-12321.01715,-24101.54591,-1440.0276,-55152.81393,-6570.54559,-20841.16321,6601.29896,-2721.94427,9230.9216,16243.96452,-7155.31417,-23855.31681,1683.54866,-3163.34701,-26488.02597,-21621.88106,-7330.91153,-4218.67545,4237.99706,55696.70027,29160.85765,-13117.96416,7617.76461,8951.82919,17069.54196,0
-10.67483,-4.36397,-12.28759,-4.94535,-11.62191,-6.72805,-1369.54709,3638.11287,3014.34768,-6750.77884,-1569.30205,-3564.20484,-13.45967,1985.2751,609.24514,-2923.01392,2586.83263,-4786.01188,2846.85525,-2351.77,2222.71846,607.87814,727.93181,1839.23852,362.00326,-9298.0247,5147.64031,13916.94726,-21896.10603,-5096.59979,-9189.04681,6068.16043,1123.73068,-10983.93443,12186.38664,13974.07061,5712.77809,516.49484,-3533.99883,-3055.00693,6056.52071,6963.34968,-5837.36248,19458.13178,4570.08599,8579.25464,-14316.80445,185.66599,2033.25255,-5597.34102,3306.66969,-6970.52621,1141.156,19980.83191,-8351.27103,5903.64237,21462.56744,25693.49,-11495.30653,-571.19001,-14441.39758,-10589.39462,587.76175,2215.91869,2625.69375,-240.82017,6057.72087,-598.36967,-10502.57877,10937.32987,19558.44276,5702.45123,1342.41121,-6892.48009,3139.3174,-12224.18461,-24153.30273,-1226.64141,-55575.51054,-6068.25114,-20462.22464,6286.59809,-2591.92425,9231.0006,16423.63276,-6939.2539,-23531.67134,1363.94023,-2918.08182,-26099.57762,-21668.52497,-7586.32706,-4968.72132,4801.65998,55006.33752,28413.96995,-12245.41309,7125.25618,8833.16581,17326.62236,1
-10.90454,-4.96721,-12.07491,-5.16931,-12.27814,-7.04308,-1380.73628,3654.54095,3010.35952,-6777.73107,-1568.74142,-3540.98059,12.10259,1940.57248,616.6461,-2943.98444,2590.3309,-4734.30125,2927.15264,-2251.4699,2173.49992,740.37522,600.49577,1879.30049,264.33848,-9270.79911,5059.89545,13831.91256,-21792.46823,-5148.65928,-9354.51332,6010.07066,906.33288,-11108.91125,12315.62735,14291.0884,5685.19428,521.46535,-3705.15087,-3197.97005,5972.56174,6935.94675,-5627.47744,19530.29744,4579.49305,8540.86979,-14714.44999,490.75328,2156.78613,-5386.69167,3212.55673,-7340.05211,1505.23286,20281.66746,-8175.0963,5992.95573,21246.74145,25673.32154,-11634.99559,-660.08751,-14914.34999,-10439.35329,643.63298,2483.65472,2932.58473,-176.22798,5993.19343,-295.40587,-10284.7005,10677.01077,19366.90142,6161.74716,1307.09727,-6543.61104,2646.49081,-12690.23527,-24642.66472,-1399.59116,-55634.83121,-6611.89237,-20652.57754,6881.5395,-2762.697,9566.6904,16396.32242,-6875.16715,-24549.60288,1575.87201,-3060.07735,-26068.96575,-21305.08991,-7092.01488,-3994.99517,4726.72559,55114.46782,29049.00278,-13083.71106,7612.81111,8075.67118,17692.23962,0
-10.55931,-4.31805,-11.80988,-5.01624,-11.6581,-7.07221,-1373.26231,3633.04504,3003.60947,-6760.36864,-1558.93076,-3548.99248,-20.40013,1993.61802,612.42271,-2919.63593,2628.03843,-4741.75926,2913.90664,-2362.13878,2165.21919,660.45147,692.03644,1811.27237,281.87532,-9220.23021,5124.3061,13846.56338,-21852.1971,-5177.60382,-9333.21359,6047.67056,943.21729,-10953.55681,12337.00892,14108.75109,5761.99715,650.33823,-3614.57798,-3016.72113,6035.62975,6822.45922,-5664.4319,19464.72863,4464.2486,8631.26496,-14660.16806,301.63184,2223.55727,-5484.86578,3301.59236,-6957.73477,1466.12569,20036.79451,-8148.06804,5621.25688,21359.64208,25569.69972,-11449.5544,-709.66691,-14911.66605,-10648.36679,942.07315,1692.2094,2553.95041,374.1534,6138.35307,-286.49587,-10344.25639,10886.10112,19265.19062,5904.84999,699.97217,-6573.01946,2942.598,-12624.39077,-24470.76396,-1250.34768,-55829.86941,-6689.80677,-20889.67328,6163.12439,-2422.32695,9086.716,16405.27731,-7407.24591,-24108.63186,1634.22179,-2761.76756,-26997.52293,-22204.25047,-7310.53334,-3934.95118,4697.23937,55252.55507,28344.95505,-11990.53685,8005.59172,8766.80133,17816.89818,0
-10.72428,-4.33097,-12.2332,-4.39465,-11.89672,-7.16774,-1380.42695,3655.91353,3024.14141,-6754.52901,-1552.09422,-3543.06055,-14.48729,1985.20843,592.37213,-2944.4613,2570.28457,-4724.01816,2928.73484,-2317.09437,2243.60913,627.27454,709.13368,1832.09833,315.85692,-9217.87735,5033.34758,13886.15409,-21837.52502,-5061.36196,-9263.31816,6100.99596,806.81793,-11073.29908,11999.20596,14209.82308,5646.40067,630.79886,-3638.38409,-3185.10074,6044.84431,6828.1897,-5659.27121,19346.42499,4659.78883,8640.87433,-14619.87211,392.14856,2189.05188,-5693.09221,3467.28879,-7277.21771,1806.25031,19877.82243,-8136.84658,5652.62959,21152.96015,25743.03306,-11528.6969,-541.12304,-14835.52176,-10841.58862,986.63248,2033.57264,2724.68024,68.77859,6032.05307,-580.42018,-10067.61137,10514.08574,19787.08839,6045.49221,1143.71943,-6481.80107,2880.37139,-12524.83573,-24448.43238,-1562.92215,-55286.47598,-6255.67977,-20077.26066,6742.10561,-3280.423,9194.52107,16795.92125,-7714.4136,-24122.17789,2042.14161,-3224.16519,-25661.72922,-21732.82348,-7285.90952,-4145.45776,4367.61816,55032.9627,28238.05032,-12826.45753,7566.40352,8508.76306,17903.16173,1
-10.75626,-4.21534,-12.31447,-5.18942,-11.99337,-7.58948,-1366.66872,3653.6902,3007.71271,-6769.07838,-1550.63651,-3550.21971,-5.68755,1987.66478,613.46216,-2956.96117,2573.91084,-4750.72699,2856.79907,-2308.88274,2182.2078,653.54327,687.52391,1853.53354,265.53871,-9128.68268,5235.44564,13856.16252,-21847.73374,-5102.27479,-9409.98144,5891.62478,967.03489,-11218.98294,12154.48578,14081.5147,5767.0743,544.86202,-3627.59254,-3094.48732,6117.85935,6846.56186,-5660.56678,19224.57699,4525.60597,8628.1649,-14653.17009,381.41866,2395.35047,-5553.47174,3282.78447,-7425.59887,1464.99802,19950.23485,-8154.60305,5987.58926,21245.98482,25706.91864,-11451.36356,-562.08256,-14628.23486,-10752.10628,842.45573,1707.43967,2619.96819,210.34059,5846.68301,-424.16597,-10367.9209,10854.50208,19531.74361,6439.2219,1200.58072,-6935.74416,2636.67803,-12253.96769,-23855.0611,-1753.44396,-55301.71292,-6866.55553,-21019.12318,6663.67336,-2580.5187,8897.51293,16204.45229,-7355.28774,-24039.00167,1420.61209,-3219.99746,-26367.50356,-21719.73417,-7634.29438,-3661.26564,4808.59567,54937.14353,28253.38774,-12377.80046,7345.08013,8865.15408,17534.02038,1
-10.37599,-4.17688,-12.1035,-4.73446,-11.92097,-7.38301,-1371.8688,3656.629,3016.27473,-6765.22786,-1561.95059,-3556.49997,-8.56632,1995.17937,612.20337,-2973.24781,2604.48361,-4771.74343,2859.09761,-2269.4842,2177.47351,747.80102,696.00955,1785.49479,238.85543,-9228.81305,5041.55676,13758.6764,-21938.55331,-5061.20165,-9317.45376,5964.42433,977.35324,-10957.23507,12011.92266,14234.22575,5874.58359,616.31084,-3397.69505,-2833.15069,5932.94333,6961.20605,-5617.74116,19409.35256,4324.04775,8634.75324,-14718.69859,310.63672,2257.31602,-5638.97604,3368.96347,-7314.7386,1633.96217,20235.76873,-7906.42719,5665.5708,21179.38483,25219.48611,-11268.84543,-324.24434,-14661.88201,-10721.53395,787.10132,2270.62049,2598.60196,-154.79381,6225.27471,-544.3675,-10860.3302,10769.25139,19035.15875,6138.53837,1445.5468,-6953.93526,2895.91619,-12532.70309,-24974.27387,-1320.09039,-55748.51966,-6317.33038,-20626.85674,5850.84385,-2956.59394,8858.93796,16791.37673,-7296.63749,-24065.56881,1603.76591,-2941.59631,-26991.57329,-22166.55107,-7474.38439,-3644.72095,4765.44985,54681.85324,28214.80288,-12775.63079,6992.34457,8158.08689,17721.77495,1
-10.54845,-4.81579,-11.80854,-5.01434,-11.16738,-6.53154,-1375.30343,3648.73408,3008.91518,-6760.05609,-1575.77513,-3541.97073,-12.08723,1974.29214,643.239,-2960.12459,2590.24013,-4760.31864,2854.3304,-2281.34594,2179.18964,651.63861,672.1582,1834.24182,376.38799,-9241.56817,5193.56767,13853.99541,-21948.0347,-5113.70932,-9406.09127,6000.48444,866.22346,-10912.10947,12264.48632,14206.47984,5789.69099,494.0408,-3627.50445,-3042.20403,6066.15301,6990.58941,-5716.99262,19414.00322,4530.48408,8682.82625,-14729.36787,511.64942,2233.64009,-5638.67598,3706.42818,-7176.86953,1143.74055,19980.08806,-8076.85777,5811.49388,21383.49923,25755.44208,-11639.09258,-551.46435,-14737.02337,-10766.10685,1133.07826,1969.40686,2616.5452,-136.41001,6166.60137,-62.71418,-10566.6848,10781.81122,19210.36137,6005.74284,1558.44602,-6818.42672,2846.90045,-12458.75975,-24620.72022,-1623.85267,-55561.48435,-6444.02279,-20544.28315,5791.85958,-3095.08072,8688.56615,16101.91006,-7523.13937,-23612.68645,1891.83786,-3298.10785,-26228.11484,-22097.33571,-7478.11433,-4048.26658,3757.11691,55329.07911,28496.09858,-12262.93298,7383.19733,8838.64436,17519.7249,0
-10.68247,-4.65012,-12.56154,-5.06958,-12.01577,-6.55526,-1371.09519,3648.19036,3014.30822,-6760.18794,-1570.25175,-3554.03718,-32.88171,1992.06733,592.55891,-2956.89459,2597.38044,-4669.71226,2874.34669,-2261.53566,2200.50383,643.45196,669.7283,1865.57978,374.89861,-9166.13261,5124.56682,13840.71615,-21800.97246,-5004.8871,-9250.30306,6040.05075,926.01306,-11096.48421,12235.36644,14050.25681,5724.68968,558.88412,-3628.88681,-3189.41854,6019.85032,6867.20904,-5885.94202,19477.61796,4428.268,8532.03377,-14643.50132,186.45682,2513.97457,-5826.21156,3233.95671,-7271.44437,1563.82177,20215.00447,-8167.59386,5675.52035,21379.09122,25542.76306,-11542.9597,-415.01036,-14784.89994,-10760.65415,694.14415,2104.50771,2415.107,-89.11838,6169.10538,-150.39448,-10597.81975,11057.43294,19616.92261,6023.63125,1009.25283,-6809.63566,2776.70003,-12591.30894,-24310.81117,-1709.9586,-55728.99067,-6133.54034,-20343.6794,6257.32395,-3008.5967,8759.29372,17094.48153,-7308.48081,-24255.10258,1602.11027,-2689.19432,-26321.25472,-21370.50789,-7561.52767,-4142.31233,5090.1495,54837.82779,27807.29144,-12990.10409,8371.12409,8757.57321,17244.92272,1
-10.37997,-4.76895,-12.43619,-4.89918,-12.01074,-6.62747,-1382.5038,3647.74944,2993.37437,-6770.41178,-1584.41013,-3550.55441,-61.73511,1944.37803,627.24884,-2963.32222,2608.821,-4767.43117,2875.86826,-2310.83089,2188.37016,643.67638,729.76701,1869.74937,318.8004,-9201.90346,5117.64923,13899.51634,-21809.57641,-5093.30034,-9319.73938,6028.58336,925.17396,-10952.05856,12226.77341,14173.40779,5632.12179,712.66214,-3418.05274,-3126.43166,6081.19076,6759.03118,-5695.19718,19454.21034,4496.37334,8566.53954,-14723.24538,253.45123,2193.5567,-5548.30927,3359.48722,-7107.20673,1343.36665,20264.67631,-8088.998,6046.63865,21333.87658,25674.94294,-11115.09467,-534.16021,-14755.64704,-10680.11871,-52.03839,1753.85949,2252.22286,-124.84177,5898.94423,-313.47823,-10616.07213,10686.39492,19283.43647,5562.98896,1155.22691,-7094.28871,3098.94684,-12176.41954,-24804.7665,-1675.17422,-55574.53574,-6240.91773,-20366.51022,6201.37065,-2802.31303,9103.85749,16423.75394,-7484.58943,-24072.79343,1242.84852,-3062.33544,-26264.32343,-21978.97069,-7563.35785,-4493.24396,4414.71784,55177.81867,28398.95458,-13567.34576,7618.80466,8677.25895,17383.06448,0
-10.46194,-4.62408,-12.32495,-4.90216,-11.86624,-6.89907,-1376.18689,3643.63994,3011.99708,-6759.62121,-1570.82064,-3567.00151,-4.97294,1973.00157,603.62385,-2931.89234,2594.38572,-4733.83026,2856.43047,-2287.62985,2229.93939,612.90326,732.89864,1803.77917,290.76671,-9218.92004,5125.81475,13805.29672,-21890.46654,-5116.94863,-9373.19549,6045.78853,947.80587,-10896.45875,12070.57352,14156.27762,5768.15114,796.33483,-3680.59634,-3294.34567,6069.51025,6776.40882,-5595.52078,19574.36252,4284.26222,8628.53309,-14472.25863,501.86097,2332.71926,-5712.38012,3530.07296,-7177.61345,1497.87366,20212.93667,-7928.4447,5828.88633,21542.07046,25692.04011,-11305.18529,-289.88099,-15006.46978,-10483.57736,539.40253,2353.92216,2691.80338,-123.80125,6289.55979,-306.254,-10168.19902,10810.45765,19613.45536,5818.39655,1410.05991,-7200.43174,2648.27823,-12458.17014,-24457.60952,-2151.45751,-55162.38691,-6477.11991,-20733.44972,6034.48079,-3202.99385,9784.70406,16665.5265,-7081.7639,-24314.68939,1830.53104,-2534.46459,-26346.09222,-21647.63761,-7341.4139,-4386.87553,4887.0844,55080.63359,28675.3575,-13010.80071,8079.63424,8400.11789,17687.21261,1
-10.48911,-4.27118,-12.47386,-4.92996,-11.52666,-6.88556,-1369.87318,3647.28686,3018.8543,-6767.58479,-1567.12212,-3572.88235,6.34683,1981.36562,617.64428,-2944.02716,2611.8368,-4701.24437,2880.16145,-2280.73005,2153.98337,617.82458,677.14176,1848.41662,193.44462,-9188.85215,5032.24936,13841.63847,-21791.23076,-5159.29062,-9361.04866,6004.83292,953.99166,-11006.33813,12204.80078,14140.36638,5670.1123,521.49369,-3402.96573,-3002.34953,6003.24626,6925.50396,-5847.46238,19508.51113,4464.52844,8571.96134,-14978.45736,569.135,2217.9494,-5403.928,3090.96945,-7233.77379,1330.03279,20111.26115,-8166.76752,5990.65352,20996.95119,25740.72149,-11329.89058,-301.49909,-14764.30039,-10956.77767,641.48985,2431.80849,2684.5734,-167.33695,5924.15952,-457.36616,-10354.35268,10377.83643,19128.60836,5648.45849,850.0378,-6519.12238,3039.26793,-11968.97977,-24087.06194,-1772.61776,-55564.65511,-6155.90097,-20344.02366,6297.0166,-2298.91257,9019.19864,15900.93915,-7871.39368,-24204.31658,1558.2876,-2814.2536,-25693.21149,-22209.52313,-7079.64581,-4032.81755,4928.23556,53937.83147,27989.29313,-12680.82501,7867.14234,8807.60151,16807.36882,0
-10.8108,-5.01966,-12.31081,-4.92142,-11.85311,-7.06554,-1380.8734,3654.22914,3010.76161,-6763.30027,-1576.37304,-3569.45626,7.79229,1968.43637,653.83549,-2952.1564,2505.42871,-4788.24951,2906.94863,-2325.60597,2200.86825,668.29004,686.23449,1844.46381,334.17778,-9266.5746,5162.70356,13850.63592,-21802.01976,-5079.60658,-9387.34332,6087.07852,970.1178,-11060.43113,12077.32637,14074.9321,5717.15499,496.19241,-3556.3274,-3069.27774,6023.62237,7051.19115,-5785.04275,19254.15972,4489.49144,8445.43965,-14365.39729,440.02724,1946.5445,-5532.14177,3348.49246,-7126.97157,1303.27463,20089.74597,-8035.30739,5901.9099,21120.56762,25773.78409,-11220.64554,-741.53531,-14898.67875,-10839.48774,785.60454,2143.45535,2402.93431,284.60188,6622.28328,-519.95409,-10035.66691,10524.65279,19171.69486,6226.22944,1523.86886,-6868.86681,2584.11127,-12061.72677,-23788.47821,-1284.31011,-55484.57963,-6613.83748,-20665.66953,6446.54705,-3222.29585,9007.27397,16407.61572,-7369.521,-24077.79164,982.28893,-2609.20825,-26687.25238,-22113.68988,-7561.3559,-3804.19457,4587.56324,54945.47498,28662.7778,-12728.21356,7233.01647,8510.66698,17697.33247,0
-10.54253,-5.62135,-12.06253,-5.09141,-11.189,-7.10852,-1376.21726,3635.69094,3010.43966,-6757.98534,-1579.90333,-3547.78998,-13.61825,1955.47948,655.43046,-2943.55966,2607.6395,-4741.85861,2815.47575,-2315.1889,2124.48252,659.03054,595.96549,1862.93727,307.03045,-9312.94699,5173.71544,13750.94956,-21898.63025,-5120.90942,-9333.37108,6016.42009,965.11278,-10914.87862,12279.86181,14222.96502,5764.08621,523.42601,-3612.45375,-3236.56489,6146.60026,6810.9848,-5797.29341,19520.45235,4286.89823,8506.67246,-14403.23871,396.08505,2384.34481,-5748.55997,3438.61333,-6810.88238,1301.57979,19984.82275,-7809.1983,6025.72672,20903.50794,25744.2478,-11456.90648,82.44452,-14889.21356,-10560.43004,651.96574,2345.9987,2538.35179,87.52736,6326.96156,-168.34053,-9844.99506,11218.69855,19340.06282,6056.16889,1315.14433,-6678.56988,2436.67865,-12328.60541,-24343.27352,-1372.26064,-55841.735,-6115.15833,-20582.92179,6341.57627,-2949.67896,8925.64901,16387.67368,-7208.37741,-24076.52806,1779.31016,-2396.20434,-25953.93594,-21598.20161,-7379.60301,-3737.73054,4881.41908,55147.13611,29000.73065,-13211.3211,7860.92904,8781.70856,16926.58567,0
