inst#	actual	predicted	error	distribution	
1377	1:0	2:1	+	0.147	*0.853
1378	1:0	1:0		*0.573	0.427
1379	1:0	2:1	+	0.133	*0.867
1380	1:0	2:1	+	0.32	*0.68
1381	1:0	1:0		*0.624	0.376
1382	1:0	1:0		*0.529	0.471
1383	1:0	2:1	+	0.415	*0.585
1384	1:0	2:1	+	0.086	*0.914
1385	1:0	1:0		*0.835	0.165
1386	1:0	1:0		*0.549	0.451
1387	1:0	1:0		*0.605	0.395
1388	1:0	2:1	+	0.393	*0.607
1389	1:0	1:0		*0.898	0.102
1390	1:0	1:0		*0.593	0.407
1391	1:0	1:0		*0.825	0.175
1392	1:0	1:0		*0.781	0.219
1393	1:0	2:1	+	0.087	*0.913
1394	1:0	2:1	+	0.226	*0.774
1395	1:0	1:0		*0.889	0.111
1396	1:0	2:1	+	0.266	*0.734
1397	1:0	2:1	+	0.498	*0.502
1398	1:0	1:0		*0.838	0.162
1399	1:0	1:0		*0.591	0.409
1400	1:0	2:1	+	0.313	*0.687
1401	1:0	2:1	+	0.371	*0.629
1402	1:0	1:0		*0.845	0.155
1403	1:0	1:0		*0.683	0.317
1404	1:0	1:0		*0.62	0.38
1405	1:0	2:1	+	0.496	*0.504
1406	1:0	1:0		*0.545	0.455
1407	1:0	1:0		*0.707	0.293
1408	1:0	2:1	+	0.434	*0.566
1409	1:0	2:1	+	0.444	*0.556
1410	1:0	2:1	+	0.425	*0.575
1411	1:0	1:0		*0.605	0.395
1412	1:0	1:0		*0.778	0.222
1413	1:0	1:0		*0.683	0.317
1414	1:0	1:0		*0.814	0.186
1415	1:0	1:0		*0.9	0.1
1416	1:0	1:0		*0.541	0.459
1417	1:0	1:0		*0.646	0.354
1418	1:0	2:1	+	0.347	*0.653
1419	1:0	2:1	+	0.46	*0.54
1420	1:0	1:0		*0.718	0.282
1421	1:0	2:1	+	0.214	*0.786
1422	1:0	1:0		*0.77	0.23
1423	1:0	2:1	+	0.189	*0.811
1424	1:0	2:1	+	0.381	*0.619
1425	1:0	2:1	+	0.401	*0.599
1426	1:0	1:0		*0.601	0.399
1427	1:0	1:0		*0.595	0.405
1428	1:0	1:0		*0.75	0.25
1429	1:0	1:0		*0.567	0.433
1430	1:0	2:1	+	0.411	*0.589
1431	1:0	1:0		*0.531	0.469
1432	1:0	2:1	+	0.415	*0.585
1433	1:0	2:1	+	0.341	*0.659
1434	1:0	2:1	+	0.427	*0.573
1435	1:0	2:1	+	0.446	*0.554
1436	1:0	2:1	+	0.425	*0.575
1437	1:0	1:0		*0.868	0.132
1438	1:0	2:1	+	0.25	*0.75
1439	1:0	1:0		*0.508	0.492
1440	1:0	1:0		*0.918	0.082
1441	1:0	2:1	+	0.309	*0.691
1442	1:0	1:0		*0.628	0.372
1443	1:0	1:0		*0.775	0.225
1444	1:0	2:1	+	0.309	*0.691
1445	1:0	1:0		*0.697	0.303
1446	1:0	2:1	+	0.487	*0.513
1447	1:0	2:1	+	0.487	*0.513
1448	1:0	1:0		*0.571	0.429
1449	1:0	1:0		*0.523	0.477
1450	1:0	1:0		*0.577	0.423
1451	1:0	2:1	+	0.371	*0.629
1452	1:0	2:1	+	0.187	*0.813
1453	1:0	2:1	+	0.32	*0.68
1454	1:0	1:0		*0.818	0.182
1455	1:0	2:1	+	0.175	*0.825
1456	1:0	1:0		*0.805	0.195
1457	1:0	1:0		*0.561	0.439
1458	1:0	2:1	+	0.16	*0.84
1459	1:0	2:1	+	0.477	*0.523
1460	1:0	1:0		*0.595	0.405
1461	1:0	2:1	+	0.469	*0.531
1462	1:0	1:0		*0.535	0.465
1463	1:0	2:1	+	0.324	*0.676
1464	1:0	2:1	+	0.446	*0.554
1465	1:0	2:1	+	0.463	*0.537
1466	1:0	1:0		*0.567	0.433
1467	1:0	2:1	+	0.277	*0.723
1468	1:0	1:0		*0.876	0.124
1469	1:0	1:0		*0.533	0.467
1470	1:0	2:1	+	0.145	*0.855
1471	1:0	2:1	+	0.438	*0.562
1472	1:0	1:0		*0.577	0.423
1473	1:0	1:0		*0.794	0.206
1474	1:0	1:0		*0.652	0.348
1475	1:0	2:1	+	0.134	*0.866
1476	1:0	2:1	+	0.128	*0.872
1477	1:0	1:0		*0.577	0.423
1478	1:0	2:1	+	0.446	*0.554
1479	1:0	2:1	+	0.087	*0.913
1480	1:0	2:1	+	0.383	*0.617
1481	1:0	1:0		*0.899	0.101
1482	1:0	1:0		*0.801	0.199
1483	1:0	1:0		*0.835	0.165
1484	1:0	1:0		*0.805	0.195
1485	1:0	2:1	+	0.078	*0.922
1486	1:0	1:0		*0.519	0.481
1487	1:0	2:1	+	0.168	*0.832
1488	1:0	1:0		*0.626	0.374
1489	1:0	1:0		*0.834	0.166
1490	1:0	2:1	+	0.436	*0.564
1491	1:0	2:1	+	0.187	*0.813
1492	1:0	1:0		*0.805	0.195
1493	1:0	2:1	+	0.477	*0.523
1494	1:0	1:0		*0.664	0.336
1495	1:0	1:0		*0.856	0.144
1496	1:0	2:1	+	0.498	*0.502
1497	1:0	2:1	+	0.347	*0.653
1498	1:0	2:1	+	0.479	*0.521
1499	1:0	1:0		*0.555	0.445
1500	1:0	2:1	+	0.212	*0.788
1501	1:0	1:0		*0.605	0.395
1502	1:0	2:1	+	0.125	*0.875
1503	1:0	1:0		*0.713	0.287
1504	1:0	2:1	+	0.389	*0.611
1505	1:0	2:1	+	0.436	*0.564
1506	1:0	2:1	+	0.32	*0.68
1507	1:0	1:0		*0.846	0.154
1508	1:0	1:0		*0.535	0.465
1509	1:0	2:1	+	0.328	*0.672
1510	1:0	2:1	+	0.421	*0.579
1511	1:0	1:0		*0.7	0.3
1512	1:0	2:1	+	0.351	*0.649
1513	1:0	2:1	+	0.371	*0.629
1514	1:0	1:0		*0.93	0.07
1515	1:0	1:0		*0.712	0.288
1516	1:0	1:0		*0.579	0.421
1517	1:0	2:1	+	0.116	*0.884
1518	1:0	2:1	+	0.272	*0.728
1519	1:0	2:1	+	0.265	*0.735
1520	1:0	2:1	+	0.313	*0.687
1521	1:0	1:0		*0.81	0.19
1522	1:0	2:1	+	0.243	*0.757
1523	1:0	1:0		*0.525	0.475
1524	1:0	1:0		*0.7	0.3
1525	1:0	2:1	+	0.094	*0.906
1526	1:0	1:0		*0.666	0.334
1527	1:0	1:0		*0.559	0.441
1528	1:0	2:1	+	0.286	*0.714
1529	1:0	2:1	+	0.413	*0.587
1530	1:0	1:0		*0.587	0.413
1531	1:0	1:0		*0.535	0.465
1532	1:0	2:1	+	0.355	*0.645
1533	1:0	2:1	+	0.133	*0.867
1534	1:0	2:1	+	0.377	*0.623
1535	1:0	2:1	+	0.229	*0.771
1536	1:0	1:0		*0.764	0.236
1537	1:0	2:1	+	0.229	*0.771
1538	1:0	1:0		*0.948	0.052
1539	1:0	2:1	+	0.139	*0.861
1540	1:0	1:0		*0.762	0.238
1541	1:0	2:1	+	0.411	*0.589
1542	1:0	1:0		*0.918	0.082
1543	1:0	2:1	+	0.019	*0.981
1544	1:0	2:1	+	0.313	*0.687
1545	1:0	1:0		*0.525	0.475
1546	1:0	1:0		*0.775	0.225
1547	1:0	1:0		*0.831	0.169
1548	1:0	2:1	+	0.458	*0.542
1549	1:0	1:0		*0.67	0.33
1550	1:0	1:0		*0.51	0.49
1551	1:0	2:1	+	0.229	*0.771
1552	1:0	2:1	+	0.442	*0.558
1553	1:0	1:0		*0.516	0.484
1554	1:0	1:0		*0.659	0.341
1555	1:0	1:0		*0.852	0.148
1556	1:0	2:1	+	0.181	*0.819
1557	1:0	2:1	+	0.195	*0.805
1558	1:0	2:1	+	0.405	*0.595
1559	1:0	2:1	+	0.471	*0.529
1560	1:0	1:0		*0.812	0.188
1561	1:0	2:1	+	0.172	*0.828
1562	1:0	1:0		*0.702	0.298
1563	1:0	2:1	+	0.261	*0.739
1564	1:0	1:0		*0.813	0.187
1565	1:0	2:1	+	0.413	*0.587
1566	1:0	1:0		*0.894	0.106
1567	1:0	1:0		*0.753	0.247
1568	1:0	2:1	+	0.284	*0.716
1569	1:0	1:0		*0.908	0.092
1570	1:0	2:1	+	0.375	*0.625
1571	1:0	2:1	+	0.359	*0.641
1572	1:0	1:0		*0.639	0.361
1573	1:0	1:0		*0.637	0.363
1574	1:0	1:0		*0.63	0.37
1575	1:0	1:0		*0.77	0.23
1576	1:0	2:1	+	0.296	*0.704
1577	1:0	1:0		*0.947	0.053
1578	1:0	1:0		*0.671	0.329
1579	1:0	2:1	+	0.498	*0.502
1580	1:0	2:1	+	0.421	*0.579
1581	1:0	1:0		*0.612	0.388
1582	1:0	2:1	+	0.22	*0.78
1583	1:0	2:1	+	0.284	*0.716
1584	1:0	1:0		*0.916	0.084
1585	1:0	1:0		*0.541	0.459
1586	1:0	2:1	+	0.32	*0.68
1587	1:0	2:1	+	0.243	*0.757
1588	1:0	1:0		*0.718	0.282
1589	1:0	2:1	+	0.385	*0.615
1590	1:0	2:1	+	0.381	*0.619
1591	1:0	2:1	+	0.471	*0.529
1592	1:0	2:1	+	0.214	*0.786
1593	1:0	2:1	+	0.103	*0.897
1594	1:0	1:0		*0.539	0.461
1595	1:0	2:1	+	0.367	*0.633
1596	1:0	1:0		*0.519	0.481
1597	1:0	2:1	+	0.475	*0.525
1598	1:0	2:1	+	0.211	*0.789
1599	1:0	2:1	+	0.458	*0.542
1600	1:0	1:0		*0.581	0.419
1601	1:0	2:1	+	0.051	*0.949
1602	1:0	2:1	+	0.425	*0.575
1603	1:0	2:1	+	0.302	*0.698
1604	1:0	2:1	+	0.284	*0.716
1605	1:0	1:0		*0.93	0.07
1606	1:0	1:0		*0.675	0.325
1607	1:0	2:1	+	0.08	*0.92
1608	1:0	2:1	+	0.123	*0.877
1609	1:0	1:0		*0.541	0.459
1610	1:0	1:0		*0.787	0.213
1611	1:0	1:0		*0.842	0.158
1612	1:0	2:1	+	0.471	*0.529
1613	1:0	2:1	+	0.473	*0.527
1614	1:0	1:0		*0.705	0.295
1615	1:0	1:0		*0.803	0.197
1616	1:0	1:0		*0.838	0.162
1617	1:0	2:1	+	0.138	*0.862
1618	1:0	2:1	+	0.353	*0.647
1619	1:0	1:0		*0.834	0.166
1620	1:0	2:1	+	0.25	*0.75
1621	1:0	2:1	+	0.291	*0.709
1622	1:0	2:1	+	0.401	*0.599
1623	1:0	2:1	+	0.25	*0.75
1624	1:0	2:1	+	0.44	*0.56
1625	1:0	2:1	+	0.258	*0.742
1626	1:0	1:0		*0.654	0.346
1627	1:0	2:1	+	0.421	*0.579
1628	1:0	2:1	+	0.369	*0.631
1629	1:0	1:0		*0.521	0.479
1630	1:0	2:1	+	0.181	*0.819
1631	1:0	1:0		*0.836	0.164
1632	1:0	1:0		*0.535	0.465
1633	1:0	1:0		*0.812	0.188
1634	1:0	2:1	+	0.475	*0.525
1635	1:0	1:0		*0.589	0.411
1636	1:0	2:1	+	0.172	*0.828
1637	1:0	2:1	+	0.214	*0.786
1638	1:0	2:1	+	0.32	*0.68
1639	1:0	2:1	+	0.165	*0.835
1640	1:0	1:0		*0.563	0.437
1641	1:0	1:0		*0.694	0.306
1642	1:0	2:1	+	0.454	*0.546
1643	1:0	2:1	+	0.317	*0.683
1644	1:0	1:0		*0.622	0.378
1645	1:0	2:1	+	0.188	*0.812
1646	1:0	2:1	+	0.14	*0.86
1647	1:0	1:0		*0.502	0.498
1648	1:0	1:0		*0.89	0.11
1649	1:0	1:0		*0.654	0.346
1650	1:0	1:0		*0.738	0.262
1651	1:0	1:0		*0.579	0.421
1652	1:0	1:0		*0.891	0.109
1653	1:0	2:1	+	0.403	*0.597
1654	1:0	1:0		*0.521	0.479
1655	1:0	1:0		*0.755	0.245
1656	1:0	2:1	+	0.313	*0.687
1657	1:0	2:1	+	0.206	*0.794
1658	1:0	2:1	+	0.287	*0.713
1659	1:0	2:1	+	0.355	*0.645
1660	1:0	2:1	+	0.034	*0.966
1661	1:0	2:1	+	0.487	*0.513
1662	1:0	1:0		*0.891	0.109
1663	1:0	1:0		*0.911	0.089
1664	1:0	2:1	+	0.393	*0.607
1665	1:0	1:0		*0.557	0.443
1666	1:0	1:0		*0.794	0.206
1667	1:0	2:1	+	0.5	*0.5
1668	1:0	1:0		*0.567	0.433
1669	1:0	1:0		*0.909	0.091
1670	1:0	2:1	+	0.266	*0.734
1671	1:0	2:1	+	0.27	*0.73
1672	1:0	2:1	+	0.305	*0.695
1673	1:0	1:0		*0.767	0.233
1674	1:0	1:0		*0.589	0.411
1675	1:0	2:1	+	0.296	*0.704
1676	1:0	1:0		*0.597	0.403
1677	1:0	2:1	+	0.409	*0.591
1678	1:0	1:0		*0.555	0.445
1679	1:0	1:0		*0.926	0.074
1680	1:0	1:0		*0.624	0.376
1681	1:0	2:1	+	0.365	*0.635
1682	1:0	2:1	+	0.229	*0.771
1683	1:0	2:1	+	0.23	*0.77
1684	1:0	1:0		*0.856	0.144
1685	1:0	2:1	+	0.243	*0.757
1686	1:0	2:1	+	0.147	*0.853
1687	1:0	1:0		*0.755	0.245
1688	1:0	2:1	+	0.477	*0.523
1689	1:0	1:0		*0.702	0.298
1690	1:0	1:0		*0.68	0.32
1691	1:0	2:1	+	0.191	*0.809
1692	1:0	2:1	+	0.272	*0.728
1693	1:0	1:0		*0.767	0.233
1694	1:0	2:1	+	0.191	*0.809
1695	1:0	2:1	+	0.109	*0.891
1696	1:0	2:1	+	0.369	*0.631
1697	1:0	2:1	+	0.063	*0.937
1698	1:0	2:1	+	0.313	*0.687
1699	1:0	1:0		*0.685	0.315
1700	1:0	2:1	+	0.391	*0.609
1701	1:0	1:0		*0.641	0.359
1702	1:0	2:1	+	0.458	*0.542
1703	1:0	2:1	+	0.409	*0.591
1704	1:0	1:0		*0.67	0.33
1705	1:0	2:1	+	0.282	*0.718
1706	1:0	2:1	+	0.135	*0.865
1707	1:0	2:1	+	0.359	*0.641
1708	1:0	2:1	+	0.353	*0.647
1709	1:0	2:1	+	0.415	*0.585
1710	1:0	1:0		*0.934	0.066
1711	1:0	2:1	+	0.357	*0.643
1712	1:0	2:1	+	0.326	*0.674
1713	1:0	1:0		*0.661	0.339
1714	1:0	1:0		*0.787	0.213
1715	1:0	1:0		*0.936	0.064
1716	1:0	1:0		*0.901	0.099
1717	1:0	1:0		*0.65	0.35
1718	1:0	1:0		*0.771	0.229
1719	1:0	2:1	+	0.335	*0.665
1720	1:0	2:1	+	0.33	*0.67
1721	1:0	2:1	+	0.289	*0.711
1722	1:0	2:1	+	0.287	*0.713
1723	1:0	2:1	+	0.379	*0.621
1724	1:0	2:1	+	0.381	*0.619
1725	1:0	1:0		*0.735	0.265
1726	1:0	2:1	+	0.341	*0.659
1727	1:0	2:1	+	0.263	*0.737
1728	1:0	1:0		*0.559	0.441
1729	1:0	2:1	+	0.173	*0.827
1730	1:0	1:0		*0.643	0.357
1731	1:0	1:0		*0.763	0.237
1732	1:0	1:0		*0.516	0.484
1733	1:0	1:0		*0.752	0.248
1734	1:0	2:1	+	0.423	*0.577
1735	1:0	1:0		*0.876	0.124
1736	1:0	2:1	+	0.255	*0.745
1737	1:0	2:1	+	0.326	*0.674
1738	1:0	1:0		*0.689	0.311
1739	1:0	2:1	+	0.206	*0.794
1740	1:0	1:0		*0.543	0.457
1741	1:0	1:0		*0.717	0.283
1742	1:0	2:1	+	0.452	*0.548
1743	1:0	1:0		*0.541	0.459
1744	1:0	2:1	+	0.367	*0.633
1745	1:0	2:1	+	0.475	*0.525
1746	1:0	1:0		*0.731	0.269
1747	1:0	1:0		*0.738	0.262
1748	1:0	1:0		*0.881	0.119
1749	1:0	1:0		*0.76	0.24
1750	1:0	2:1	+	0.27	*0.73
1751	1:0	1:0		*0.662	0.338
1752	1:0	2:1	+	0.311	*0.689
1753	1:0	2:1	+	0.369	*0.631
1754	1:0	1:0		*0.919	0.081
1755	1:0	1:0		*0.585	0.415
1756	1:0	1:0		*0.786	0.214
1757	1:0	1:0		*0.795	0.205
1758	1:0	1:0		*0.618	0.382
1759	1:0	1:0		*0.756	0.244
1760	1:0	2:1	+	0.287	*0.713
1761	1:0	2:1	+	0.463	*0.537
1762	1:0	1:0		*0.585	0.415
1763	1:0	1:0		*0.801	0.199
1764	1:0	1:0		*0.673	0.327
1765	1:0	1:0		*0.894	0.106
1766	1:0	1:0		*0.826	0.174
1767	1:0	1:0		*0.682	0.318
1768	1:0	2:1	+	0.085	*0.915
1769	1:0	1:0		*0.897	0.103
1770	1:0	1:0		*0.71	0.29
1771	1:0	2:1	+	0.49	*0.51
1772	1:0	2:1	+	0.452	*0.548
1773	1:0	2:1	+	0.117	*0.883
1774	1:0	1:0		*0.818	0.182
1775	1:0	1:0		*0.743	0.257
1776	1:0	1:0		*0.605	0.395
1777	1:0	2:1	+	0.296	*0.704
1778	1:0	2:1	+	0.263	*0.737
1779	1:0	2:1	+	0.105	*0.895
1780	1:0	1:0		*0.69	0.31
1781	1:0	1:0		*0.881	0.119
1782	1:0	2:1	+	0.373	*0.627
1783	1:0	1:0		*0.856	0.144
1784	1:0	1:0		*0.555	0.445
1785	1:0	2:1	+	0.448	*0.552
1786	1:0	2:1	+	0.427	*0.573
1787	1:0	2:1	+	0.11	*0.89
1788	1:0	2:1	+	0.173	*0.827
1789	1:0	2:1	+	0.318	*0.682
1790	1:0	1:0		*0.583	0.417
1791	1:0	1:0		*0.525	0.475
1792	1:0	1:0		*0.687	0.313
1793	1:0	1:0		*0.783	0.217
1794	1:0	1:0		*0.557	0.443
1795	1:0	1:0		*0.644	0.356
1796	1:0	2:1	+	0.041	*0.959
1797	1:0	1:0		*0.901	0.099
1798	1:0	2:1	+	0.307	*0.693
1799	1:0	1:0		*0.624	0.376
1800	1:0	1:0		*0.689	0.311
1801	1:0	2:1	+	0.284	*0.716
1802	1:0	1:0		*0.573	0.427
1803	1:0	2:1	+	0.477	*0.523
1804	1:0	1:0		*0.525	0.475
1805	1:0	2:1	+	0.059	*0.941
1806	1:0	1:0		*0.69	0.31
1807	1:0	1:0		*0.547	0.453
1808	1:0	2:1	+	0.337	*0.663
1809	1:0	2:1	+	0.145	*0.855
1810	1:0	1:0		*0.539	0.461
1811	1:0	1:0		*0.859	0.141
1812	1:0	2:1	+	0.155	*0.845
1813	1:0	1:0		*0.671	0.329
1814	1:0	1:0		*0.862	0.138
1815	1:0	1:0		*0.547	0.453
1816	1:0	2:1	+	0.353	*0.647
1817	1:0	1:0		*0.521	0.479
1818	1:0	2:1	+	0.334	*0.666
1819	1:0	1:0		*0.599	0.401
1820	1:0	2:1	+	0.5	*0.5
1821	1:0	1:0		*0.661	0.339
1822	1:0	1:0		*0.504	0.496
1823	1:0	2:1	+	0.345	*0.655
1824	1:0	1:0		*0.567	0.433
1825	1:0	2:1	+	0.496	*0.504
1826	1:0	1:0		*0.755	0.245
1827	1:0	1:0		*0.563	0.437
1828	1:0	1:0		*0.565	0.435
1829	1:0	1:0		*0.84	0.16
1830	1:0	1:0		*0.755	0.245
1831	1:0	2:1	+	0.383	*0.617
1832	1:0	2:1	+	0.248	*0.752
1833	1:0	2:1	+	0.326	*0.674
1834	1:0	2:1	+	0.211	*0.789
1835	1:0	2:1	+	0.427	*0.573
1836	1:0	2:1	+	0.373	*0.627
1837	1:0	1:0		*0.682	0.318
1838	1:0	1:0		*0.786	0.214
1839	1:0	2:1	+	0.401	*0.599
1840	1:0	2:1	+	0.44	*0.56
1841	1:0	2:1	+	0.287	*0.713
1842	1:0	2:1	+	0.469	*0.531
1843	1:0	2:1	+	0.253	*0.747
1844	1:0	2:1	+	0.068	*0.932
1845	1:0	1:0		*0.612	0.388
1846	1:0	1:0		*0.877	0.123
1847	1:0	1:0		*0.557	0.443
1848	1:0	2:1	+	0.091	*0.909
1849	1:0	2:1	+	0.039	*0.961
1850	1:0	1:0		*0.519	0.481
1851	1:0	1:0		*0.9	0.1
1852	1:0	2:1	+	0.446	*0.554
1853	1:0	1:0		*0.63	0.37
1854	1:0	1:0		*0.746	0.254
1855	1:0	2:1	+	0.309	*0.691
1856	1:0	2:1	+	0.442	*0.558
1857	1:0	2:1	+	0.134	*0.866
1858	1:0	1:0		*0.567	0.433
1859	1:0	1:0		*0.919	0.081
1860	1:0	1:0		*0.561	0.439
1861	1:0	2:1	+	0.294	*0.706
1862	1:0	1:0		*0.553	0.447
1863	1:0	1:0		*0.557	0.443
1864	1:0	2:1	+	0.33	*0.67
1865	1:0	1:0		*0.779	0.221
1866	1:0	1:0		*0.847	0.153
1867	1:0	2:1	+	0.251	*0.749
1868	1:0	1:0		*0.529	0.471
1869	1:0	1:0		*0.721	0.279
1870	1:0	2:1	+	0.339	*0.661
1871	1:0	1:0		*0.587	0.413
1872	1:0	1:0		*0.666	0.334
1873	1:0	2:1	+	0.238	*0.762
1874	1:0	1:0		*0.67	0.33
1875	1:0	1:0		*0.502	0.498
1876	1:0	2:1	+	0.165	*0.835
1877	1:0	1:0		*0.69	0.31
1878	1:0	1:0		*0.504	0.496
1879	1:0	2:1	+	0.423	*0.577
1880	1:0	1:0		*0.894	0.106
1881	1:0	1:0		*0.555	0.445
1882	1:0	2:1	+	0.469	*0.531
1883	1:0	1:0		*0.759	0.241
1884	1:0	2:1	+	0.226	*0.774
1885	1:0	2:1	+	0.242	*0.758
1886	1:0	1:0		*0.732	0.268
1887	1:0	2:1	+	0.023	*0.977
1888	1:0	1:0		*0.737	0.263
1889	1:0	2:1	+	0.246	*0.754
1890	1:0	2:1	+	0.08	*0.92
1891	1:0	2:1	+	0.438	*0.562
1892	1:0	2:1	+	0.198	*0.802
1893	1:0	2:1	+	0.305	*0.695
1894	1:0	2:1	+	0.078	*0.922
1895	1:0	1:0		*0.743	0.257
1896	1:0	2:1	+	0.156	*0.844
1897	1:0	1:0		*0.841	0.159
1898	1:0	2:1	+	0.238	*0.762
1899	1:0	1:0		*0.755	0.245
1900	1:0	2:1	+	0.32	*0.68
1901	1:0	1:0		*0.715	0.285
1902	1:0	2:1	+	0.481	*0.519
1903	1:0	1:0		*0.756	0.244
1904	1:0	1:0		*0.824	0.176
1905	1:0	2:1	+	0.154	*0.846
1906	1:0	2:1	+	0.084	*0.916
1907	1:0	2:1	+	0.469	*0.531
1908	1:0	1:0		*0.801	0.199
1909	1:0	2:1	+	0.287	*0.713
1910	1:0	2:1	+	0.027	*0.973
1911	1:0	2:1	+	0.496	*0.504
1912	1:0	1:0		*0.841	0.159
1913	1:0	2:1	+	0.237	*0.763
1914	1:0	2:1	+	0.313	*0.687
1915	1:0	1:0		*0.731	0.269
1916	1:0	2:1	+	0.305	*0.695
1917	1:0	2:1	+	0.415	*0.585
1918	1:0	2:1	+	0.101	*0.899
1919	1:0	2:1	+	0.339	*0.661
1920	1:0	1:0		*0.841	0.159
1921	1:0	1:0		*0.764	0.236
1922	1:0	2:1	+	0.206	*0.794
1923	1:0	2:1	+	0.191	*0.809
1924	1:0	1:0		*0.573	0.427
1925	1:0	2:1	+	0.109	*0.891
1926	1:0	1:0		*0.563	0.437
1927	1:0	1:0		*0.729	0.271
1928	1:0	1:0		*0.624	0.376
1929	1:0	2:1	+	0.483	*0.517
1930	1:0	1:0		*0.673	0.327
1931	1:0	1:0		*0.766	0.234
1932	1:0	2:1	+	0.475	*0.525
1933	1:0	1:0		*0.74	0.26
1934	1:0	2:1	+	0.385	*0.615
1935	1:0	2:1	+	0.022	*0.978
1936	1:0	1:0		*0.825	0.175
1937	1:0	2:1	+	0.324	*0.676
1938	1:0	2:1	+	0.363	*0.637
1939	1:0	2:1	+	0.099	*0.901
1940	1:0	1:0		*0.614	0.386
1941	1:0	2:1	+	0.192	*0.808
1942	1:0	1:0		*0.921	0.079
1943	1:0	1:0		*0.537	0.463
1944	1:0	2:1	+	0.379	*0.621
1945	1:0	2:1	+	0.373	*0.627
1946	1:0	2:1	+	0.196	*0.804
1947	1:0	2:1	+	0.256	*0.744
1948	1:0	1:0		*0.82	0.18
1949	1:0	1:0		*0.654	0.346
1950	1:0	1:0		*0.695	0.305
1951	1:0	2:1	+	0.227	*0.773
1952	1:0	2:1	+	0.055	*0.945
1953	1:0	1:0		*0.585	0.415
1954	1:0	1:0		*0.774	0.226
1955	1:0	2:1	+	0.109	*0.891
1956	1:0	2:1	+	0.095	*0.905
1957	1:0	1:0		*0.661	0.339
1958	1:0	1:0		*0.898	0.102
1959	1:0	2:1	+	0.246	*0.754
1960	1:0	2:1	+	0.277	*0.723
1961	1:0	1:0		*0.726	0.274
1962	1:0	1:0		*0.718	0.282
1963	1:0	2:1	+	0.479	*0.521

