inst#	actual	predicted	error	distribution	
13	2:1	2:1		0	*1
14	2:1	2:1		0.457	*0.543
15	2:1	1:0	+	*0.617	0.383
16	2:1	1:0	+	*0.973	0.027
17	2:1	1:0	+	*0.988	0.012
18	2:1	1:0	+	*0.653	0.347
19	2:1	2:1		0.027	*0.973
20	2:1	2:1		0	*1
21	2:1	2:1		0	*1
22	2:1	2:1		0	*1
23	2:1	1:0	+	*0.99	0.01
24	2:1	1:0	+	*0.993	0.007
25	2:1	2:1		0	*1
26	2:1	1:0	+	*0.986	0.014
27	2:1	2:1		0.478	*0.522
28	2:1	2:1		0	*1
29	2:1	1:0	+	*0.617	0.383
30	2:1	2:1		0	*1
31	2:1	2:1		0.04	*0.96
32	2:1	1:0	+	*1	0
33	2:1	1:0	+	*0.527	0.473
34	2:1	1:0	+	*0.99	0.01
35	2:1	1:0	+	*0.985	0.015
36	2:1	2:1		0.013	*0.987
37	2:1	2:1		0.452	*0.548
38	2:1	2:1		0	*1
39	2:1	2:1		0	*1
40	2:1	2:1		0	*1
41	2:1	2:1		0	*1
42	2:1	1:0	+	*1	0
43	2:1	1:0	+	*0.58	0.42
44	2:1	2:1		0	*1
45	2:1	2:1		0	*1
46	2:1	2:1		0	*1
47	2:1	1:0	+	*0.985	0.015
48	2:1	1:0	+	*1	0
49	2:1	1:0	+	*0.657	0.343
50	2:1	2:1		0.017	*0.983
51	2:1	1:0	+	*0.596	0.404
52	2:1	2:1		0.014	*0.986
53	2:1	2:1		0	*1
54	2:1	1:0	+	*0.544	0.456
55	2:1	2:1		0.027	*0.973
56	2:1	2:1		0.021	*0.979
57	2:1	1:0	+	*0.506	0.494
58	2:1	2:1		0.023	*0.977
59	2:1	2:1		0	*1
60	2:1	2:1		0	*1
61	2:1	2:1		0	*1
62	2:1	2:1		0	*1
63	2:1	2:1		0	*1
64	2:1	2:1		0	*1
65	2:1	1:0	+	*1	0
66	2:1	2:1		0	*1
67	2:1	2:1		0	*1
68	2:1	1:0	+	*0.976	0.024
69	2:1	2:1		0.036	*0.964
70	2:1	2:1		0	*1
71	2:1	2:1		0	*1
72	2:1	1:0	+	*1	0
73	2:1	1:0	+	*0.985	0.015
74	2:1	2:1		0.014	*0.986
75	2:1	1:0	+	*0.985	0.015
76	2:1	1:0	+	*1	0
77	2:1	2:1		0	*1
78	2:1	1:0	+	*0.987	0.013
79	2:1	1:0	+	*0.978	0.022
80	2:1	2:1		0.023	*0.977
81	2:1	1:0	+	*0.574	0.426
82	2:1	1:0	+	*0.591	0.409
83	2:1	1:0	+	*0.989	0.011
84	2:1	1:0	+	*0.984	0.016
85	2:1	2:1		0.001	*0.999
86	2:1	1:0	+	*0.666	0.334
87	2:1	2:1		0.479	*0.521
88	2:1	2:1		0	*1
89	2:1	1:0	+	*1	0
90	2:1	1:0	+	*0.992	0.008
91	2:1	1:0	+	*1	0
92	2:1	1:0	+	*0.992	0.008
93	2:1	1:0	+	*0.983	0.017
94	2:1	1:0	+	*0.987	0.013
95	2:1	2:1		0.021	*0.979
96	2:1	1:0	+	*0.622	0.378
97	2:1	1:0	+	*0.666	0.334
98	2:1	1:0	+	*0.666	0.334
99	1:0	1:0		*0.984	0.016
100	1:0	2:1	+	0.467	*0.533
101	1:0	1:0		*1	0
102	1:0	1:0		*0.565	0.435
103	1:0	1:0		*1	0
104	1:0	1:0		*0.956	0.044
105	1:0	1:0		*1	0
106	1:0	1:0		*0.622	0.378
107	1:0	1:0		*1	0
108	1:0	2:1	+	0.025	*0.975
109	1:0	2:1	+	0.036	*0.964
110	1:0	1:0		*0.981	0.019
111	1:0	1:0		*1	0
112	1:0	1:0		*1	0
113	1:0	1:0		*0.987	0.013
114	1:0	2:1	+	0.039	*0.961
115	1:0	1:0		*0.97	0.03
116	1:0	1:0		*1	0
117	1:0	1:0		*0.518	0.482
118	1:0	1:0		*0.984	0.016
119	1:0	1:0		*0.58	0.42
120	1:0	1:0		*0.993	0.007
121	1:0	1:0		*1	0
122	1:0	2:1	+	0	*1
123	1:0	2:1	+	0.025	*0.975
124	1:0	1:0		*1	0
125	1:0	1:0		*0.993	0.007
126	1:0	1:0		*1	0
127	1:0	2:1	+	0	*1
128	1:0	1:0		*0.99	0.01
129	1:0	1:0		*1	0
130	1:0	1:0		*1	0
131	1:0	1:0		*1	0
132	1:0	2:1	+	0.022	*0.978
133	1:0	1:0		*0.985	0.015
134	1:0	1:0		*1	0
135	1:0	1:0		*1	0
136	1:0	1:0		*0.987	0.013
137	1:0	1:0		*1	0
138	1:0	2:1	+	0	*1
139	1:0	1:0		*1	0
140	1:0	2:1	+	0.363	*0.637
141	1:0	2:1	+	0.461	*0.539
142	1:0	1:0		*1	0
143	1:0	1:0		*1	0
144	1:0	2:1	+	0.019	*0.981
145	1:0	1:0		*1	0
146	1:0	1:0		*1	0
147	1:0	1:0		*1	0
148	1:0	1:0		*1	0
149	1:0	2:1	+	0.016	*0.984
150	1:0	1:0		*0.984	0.016
151	1:0	1:0		*1	0
152	1:0	1:0		*0.977	0.023
153	1:0	1:0		*1	0
154	1:0	1:0		*0.981	0.019
155	1:0	1:0		*1	0
156	1:0	2:1	+	0.039	*0.961
157	1:0	2:1	+	0.039	*0.961
158	1:0	2:1	+	0.4	*0.6
159	1:0	1:0		*0.989	0.011
160	1:0	1:0		*1	0
161	1:0	1:0		*1	0
162	1:0	1:0		*0.964	0.036
163	1:0	1:0		*0.987	0.013
164	1:0	1:0		*1	0
165	1:0	2:1	+	0.461	*0.539
166	1:0	1:0		*1	0
167	1:0	1:0		*1	0
168	1:0	1:0		*1	0
169	1:0	2:1	+	0.001	*0.999
170	1:0	1:0		*1	0
171	1:0	2:1	+	0.01	*0.99
172	1:0	1:0		*0.977	0.023
173	1:0	1:0		*1	0
174	1:0	1:0		*1	0
175	1:0	2:1	+	0.276	*0.724
176	1:0	1:0		*0.984	0.016
177	1:0	1:0		*0.986	0.014
178	1:0	1:0		*1	0
179	1:0	1:0		*1	0
180	1:0	1:0		*0.979	0.021
181	1:0	2:1	+	0	*1
182	1:0	1:0		*1	0
183	1:0	1:0		*1	0
184	1:0	1:0		*1	0
185	1:0	1:0		*1	0
186	1:0	2:1	+	0.023	*0.977
187	1:0	1:0		*1	0
188	1:0	1:0		*1	0
189	1:0	1:0		*1	0
190	1:0	1:0		*0.981	0.019
191	1:0	2:1	+	0.363	*0.637
192	1:0	1:0		*1	0
193	1:0	2:1	+	0	*1
194	1:0	1:0		*1	0
195	1:0	1:0		*0.987	0.013
196	1:0	2:1	+	0.461	*0.539
1	2:1	2:1		0	*1
2	2:1	1:0	+	*0.984	0.016
3	2:1	2:1		0	*1
4	2:1	1:0	+	*1	0
5	2:1	2:1		0	*1
6	2:1	2:1		0	*1
7	2:1	1:0	+	*0.99	0.01
8	2:1	1:0	+	*1	0
9	2:1	2:1		0.001	*0.999
10	2:1	2:1		0.012	*0.988
11	2:1	2:1		0	*1
12	2:1	2:1		0.009	*0.991
13	2:1	1:0	+	*0.981	0.019
14	2:1	2:1		0	*1
15	2:1	1:0	+	*0.983	0.017
16	2:1	2:1		0.033	*0.967
17	2:1	1:0	+	*0.978	0.022
18	2:1	2:1		0	*1
19	2:1	2:1		0.014	*0.986
20	2:1	1:0	+	*1	0
21	2:1	2:1		0	*1
22	2:1	1:0	+	*1	0
23	2:1	2:1		0.011	*0.989
24	2:1	2:1		0.479	*0.521
25	2:1	2:1		0.009	*0.991
26	2:1	1:0	+	*0.501	0.499
27	2:1	2:1		0	*1
28	2:1	2:1		0	*1
29	2:1	1:0	+	*1	0
30	2:1	2:1		0	*1
31	2:1	1:0	+	*0.593	0.407
32	2:1	1:0	+	*1	0
33	2:1	2:1		0.017	*0.983
34	2:1	2:1		0.014	*0.986
35	2:1	1:0	+	*1	0
36	2:1	1:0	+	*1	0
37	2:1	1:0	+	*1	0
38	2:1	2:1		0	*1
39	2:1	2:1		0	*1
40	2:1	1:0	+	*0.99	0.01
41	2:1	2:1		0	*1
42	2:1	2:1		0	*1
43	2:1	2:1		0	*1
44	2:1	1:0	+	*1	0
45	2:1	1:0	+	*1	0
46	2:1	1:0	+	*0.989	0.011
47	2:1	2:1		0.026	*0.974
48	2:1	2:1		0.027	*0.973
49	2:1	1:0	+	*0.987	0.013
50	2:1	1:0	+	*0.501	0.499
51	2:1	1:0	+	*0.989	0.011
52	2:1	2:1		0.487	*0.513
53	2:1	2:1		0.015	*0.985
54	2:1	1:0	+	*1	0
55	2:1	2:1		0	*1
56	2:1	2:1		0	*1
57	2:1	2:1		0	*1
58	2:1	2:1		0	*1
59	2:1	2:1		0.479	*0.521
60	2:1	2:1		0	*1
61	2:1	1:0	+	*0.99	0.01
62	2:1	1:0	+	*1	0
63	2:1	2:1		0.009	*0.991
64	2:1	2:1		0.011	*0.989
65	2:1	2:1		0.363	*0.637
66	2:1	2:1		0	*1
67	2:1	1:0	+	*0.981	0.019
68	2:1	2:1		0	*1
69	2:1	1:0	+	*1	0
70	2:1	2:1		0	*1
71	2:1	2:1		0.479	*0.521
72	2:1	2:1		0	*1
73	2:1	1:0	+	*1	0
74	2:1	2:1		0	*1
75	2:1	2:1		0.456	*0.544
76	2:1	2:1		0.453	*0.547
77	2:1	1:0	+	*1	0
78	2:1	1:0	+	*1	0
79	2:1	2:1		0.01	*0.99
80	2:1	2:1		0	*1
81	2:1	2:1		0.479	*0.521
82	2:1	1:0	+	*0.977	0.023
83	2:1	1:0	+	*0.988	0.012
84	2:1	1:0	+	*1	0
85	2:1	1:0	+	*0.978	0.022
86	2:1	2:1		0.479	*0.521
87	2:1	1:0	+	*1	0
88	2:1	2:1		0	*1
89	2:1	1:0	+	*0.991	0.009
90	2:1	1:0	+	*0.986	0.014
91	2:1	2:1		0.009	*0.991
92	2:1	2:1		0.299	*0.701
93	2:1	1:0	+	*0.59	0.41
94	2:1	2:1		0.012	*0.988
95	2:1	2:1		0	*1
96	2:1	1:0	+	*1	0
97	2:1	2:1		0	*1
98	2:1	2:1		0	*1
99	1:0	1:0		*1	0
100	1:0	1:0		*1	0
101	1:0	2:1	+	0.479	*0.521
102	1:0	1:0		*1	0
103	1:0	1:0		*1	0
104	1:0	1:0		*1	0
105	1:0	1:0		*1	0
106	1:0	1:0		*0.978	0.022
107	1:0	1:0		*1	0
108	1:0	1:0		*0.983	0.017
109	1:0	1:0		*0.591	0.409
110	1:0	1:0		*1	0
111	1:0	1:0		*1	0
112	1:0	2:1	+	0.015	*0.985
113	1:0	1:0		*0.986	0.014
114	1:0	2:1	+	0.008	*0.992
115	1:0	2:1	+	0.013	*0.987
116	1:0	1:0		*1	0
117	1:0	2:1	+	0.346	*0.654
118	1:0	1:0		*1	0
119	1:0	1:0		*1	0
120	1:0	2:1	+	0.012	*0.988
121	1:0	1:0		*1	0
122	1:0	1:0		*1	0
123	1:0	1:0		*0.966	0.034
124	1:0	2:1	+	0.447	*0.553
125	1:0	2:1	+	0.299	*0.701
126	1:0	1:0		*1	0
127	1:0	2:1	+	0.01	*0.99
128	1:0	2:1	+	0.31	*0.69
129	1:0	1:0		*1	0
130	1:0	2:1	+	0	*1
131	1:0	1:0		*1	0
132	1:0	1:0		*1	0
133	1:0	1:0		*0.59	0.41
134	1:0	1:0		*1	0
135	1:0	1:0		*0.62	0.38
136	1:0	2:1	+	0.009	*0.991
137	1:0	2:1	+	0.488	*0.512
138	1:0	1:0		*0.988	0.012
139	1:0	1:0		*1	0
140	1:0	2:1	+	0.015	*0.985
141	1:0	2:1	+	0	*1
142	1:0	1:0		*0.974	0.026
143	1:0	2:1	+	0.299	*0.701
144	1:0	2:1	+	0	*1
145	1:0	1:0		*1	0
146	1:0	2:1	+	0	*1
147	1:0	1:0		*1	0
148	1:0	2:1	+	0.403	*0.597
149	1:0	1:0		*0.987	0.013
150	1:0	1:0		*1	0
151	1:0	1:0		*1	0
152	1:0	1:0		*0.99	0.01
153	1:0	1:0		*0.99	0.01
154	1:0	2:1	+	0	*1
155	1:0	2:1	+	0.479	*0.521
156	1:0	1:0		*1	0
157	1:0	2:1	+	0.415	*0.585
158	1:0	1:0		*1	0
159	1:0	2:1	+	0.479	*0.521
160	1:0	1:0		*1	0
161	1:0	1:0		*0.982	0.018
162	1:0	2:1	+	0	*1
163	1:0	1:0		*0.992	0.008
164	1:0	1:0		*1	0
165	1:0	1:0		*1	0
166	1:0	1:0		*1	0
167	1:0	1:0		*1	0
168	1:0	1:0		*0.986	0.014
169	1:0	1:0		*0.974	0.026
170	1:0	1:0		*0.983	0.017
171	1:0	1:0		*0.649	0.351
172	1:0	1:0		*0.978	0.022
173	1:0	1:0		*0.972	0.028
174	1:0	1:0		*1	0
175	1:0	2:1	+	0.017	*0.983
176	1:0	1:0		*1	0
177	1:0	1:0		*1	0
178	1:0	1:0		*1	0
179	1:0	1:0		*1	0
180	1:0	1:0		*1	0
181	1:0	1:0		*1	0
182	1:0	1:0		*0.559	0.441
183	1:0	1:0		*1	0
184	1:0	2:1	+	0.009	*0.991
185	1:0	1:0		*0.992	0.008
186	1:0	1:0		*1	0
187	1:0	2:1	+	0	*1
188	1:0	1:0		*0.545	0.455
189	1:0	1:0		*1	0
190	1:0	1:0		*1	0
191	1:0	1:0		*1	0
192	1:0	1:0		*1	0
193	1:0	1:0		*1	0
194	1:0	1:0		*1	0
195	1:0	2:1	+	0.017	*0.983
196	1:0	1:0		*1	0

